stride_id,timestamp,gait_cluster,cluster_confidence,ood,ood_engaged,d_patient,d_healthy,d_target,healthy_region_threshold,manifold_deviation,delta_healthy,estimated_swing_time,estimated_stance_time,estimated_stride_time,estimated_swing_ratio,estimated_stance_ratio,estimated_swing_stance_ratio,phase_source,swing_symmetry_ratio,stance_symmetry_ratio,swing_stance_symmetry_ratio,belt_excursion,peak_belt_velocity,trunk_acc_rms,trunk_gyro_rms,swing_ratio_error,belt_excursion_error,temporal_symmetry_error,trunk_error,biomechanical_deviation,reference_source,decision_state,raw_assist_gain,assist_gain,target_belt_length,motor_position,motor_velocity,motor_current
16,99.29,S0,1.0,0,0,0.6190791779200158,1.9756059295477666,1.9756059295477666,1.408510704557446,0.6832313882174778,0.09466560064170038,0.6600000000000108,1.1099999999999994,1.7700000000000102,0.37288135593220734,0.6271186440677927,0.5945945945946046,belt_cycle,,,,75.10000000000001,361.2,0.11914355639740026,0.8542215782440161,0.010443184262792227,0.3631275440976932,,0.0,0.2573222361472229,healthy_reference,COMBINED_DEVIATION,0.17325314590772625,0.0,-60.78584348353809,-2.71,4.18,0.27
17,100.75,S0,1.0,0,0,1.2828049770824907,2.5312630350128376,2.5312630350128376,1.408510704557446,1.0,-0.4609915048233706,0.7099999999999937,0.75,1.4599999999999937,0.4863013698630115,0.5136986301369885,0.9466666666666583,belt_cycle,,,,56.3,270.7,0.09938219265278499,0.9913545845839931,0.0,0.5225576662143826,,0.0,0.3657903663500678,healthy_reference,COMBINED_DEVIATION,0.29263229308005423,0.1,-70.78584348353809,-2.69,5.67,0.1
18,102.48,S0,1.0,0,0,1.3836834558756363,2.642184634429827,2.642184634429827,1.408510704557446,1.0,-0.5719131042403602,0.5900000000000034,1.1400000000000006,1.730000000000004,0.3410404624277468,0.6589595375722531,0.5175438596491255,belt_cycle,,,,73.4,357.2,0.11010125515662428,0.8704914775539759,0.32885211930739733,0.3775440976933513,,0.0,0.36293650417756507,healthy_reference,COMBINED_DEVIATION,0.29034920334205205,0.2,-80.78584348353809,-2.68,5.63,-0.1
19,104.06,S0,1.0,0,0,0.8399495870411473,1.9128175495060502,1.9128175495060502,1.408510704557446,0.607584494769273,0.15745398068341676,0.7000000000000028,0.8799999999999955,1.5799999999999983,0.44303797468354655,0.5569620253164534,0.7954545454545527,belt_cycle,,,,86.69999999999999,369.0,0.12325714791296424,0.871437001462952,0.0,0.2647557666214383,,0.0,0.1853290366350068,healthy_reference,COMBINED_DEVIATION,0.1191728342899854,0.2,-80.78584348353809,-2.7,3.74,0.01
20,105.74,S0,1.0,0,0,1.0788134720724571,2.408049528820819,2.408049528820819,1.408510704557446,1.0,-0.33777799863135183,0.6300000000000097,1.049999999999983,1.6799999999999926,0.3750000000000074,0.6249999999999926,0.600000000000019,belt_cycle,,,,76.8,364.7,0.11787745970592609,1.0607356650439448,0.0,0.34871099050203525,,0.0,0.24409769335142464,healthy_reference,COMBINED_DEVIATION,0.19527815468113974,0.2,-80.78584348353809,-2.63,4.94,-0.06
21,107.44,S0,1.0,0,0,0.9523653077640508,1.9370578244939212,1.9370578244939212,1.408510704557446,0.6367889669653124,0.1332137056955458,0.6700000000000017,1.0300000000000011,1.7000000000000028,0.39411764705882385,0.6058823529411761,0.6504854368932048,belt_cycle,,,,90.1,360.6,0.1548046768786587,1.4166128413503711,0.0,0.23592265943012208,,0.0,0.16514586160108544,healthy_reference,COMBINED_DEVIATION,0.10812356968345482,0.2,-80.78584348353809,-2.59,4.66,-0.07
22,109.12,S0,1.0,0,0,1.3544627022474622,2.045665226738281,2.045665226738281,1.408510704557446,0.7676382193238993,0.024606303451185862,0.6799999999999926,1.0000000000000142,1.6800000000000068,0.4047619047618987,0.5952380952381012,0.679999999999983,belt_cycle,,,,89.0,350.1,0.08580805905752971,0.8022653342361098,0.0,0.24525101763907725,,0.0,0.17167571234735407,healthy_reference,COMBINED_DEVIATION,0.12138422018993555,0.2,-80.78584348353809,-2.63,4.4,0.1
23,110.76,S0,1.0,0,0,1.2488183632358094,2.144131991491503,2.144131991491503,1.408510704557446,0.8862701199483065,-0.07386046130203594,0.6700000000000017,0.9699999999999989,1.6400000000000006,0.4085365853658546,0.5914634146341454,0.6907216494845386,belt_cycle,,,,90.5,417.4,0.15336725404383797,0.9432253859840087,0.0,0.23253052917232014,,0.0,0.1627713704206241,healthy_reference,COMBINED_DEVIATION,0.12281230896298434,0.2,-80.78584348353809,-2.55,6.51,-0.07
24,112.34,S0,1.0,0,0,1.1068438748112484,1.8927334014889574,1.8927334014889574,1.408510704557446,0.5833872881517815,0.17753812870050956,0.6599999999999966,0.9200000000000017,1.5799999999999983,0.41772151898734006,0.5822784810126599,0.7173913043478211,belt_cycle,,,,85.19999999999999,311.8,0.13631631694157947,1.0199288095588106,0.0,0.2774762550881954,,0.0,0.19423337856173678,healthy_reference,COMBINED_DEVIATION,0.12301866501977073,0.2,-80.78584348353809,-2.59,6.74,0.07
25,113.88,S0,1.0,0,0,1.0636329390236883,1.9127653560425621,1.9127653560425621,1.408510704557446,0.6075216125390173,0.15750617414690482,0.6299999999999955,0.9099999999999966,1.539999999999992,0.40909090909090823,0.5909090909090917,0.69230769230769,belt_cycle,,,,84.6,326.8,0.11995308769672111,1.2959555836520054,0.0,0.2825644504748982,,0.0,0.19779511533242872,healthy_reference,COMBINED_DEVIATION,0.1271839691006107,0.2,-80.78584348353809,-2.6,5.29,0.05
26,115.52,S0,1.0,0,0,0.8870321057357918,1.951054572610803,1.951054572610803,1.408510704557446,0.6536521271983946,0.1192169575786639,0.6099999999999994,1.0300000000000011,1.6400000000000006,0.3719512195121946,0.6280487804878053,0.5922330097087367,belt_cycle,,,,88.69999999999999,388.0,0.11777163894402852,1.3091348221241246,0.019744548462919398,0.2477951153324288,,0.0,0.17937994527157597,healthy_reference,COMBINED_DEVIATION,0.1186528112300293,0.2,-80.78584348353809,-2.61,3.83,-0.07
