t_s,timestamp,state,phase,phase_progress,belt_length,belt_velocity,target_belt_length,profile,assist_gain,force_n,assist_force_n,impedance_force_n,current_a,saturated,faults
0.0079,187.4700,INIT,STANCE,,-60.800,-16.700,-60.800,0.0000,0.0000,0.0250,0.0000,0.0250,0.0748,0,
0.0199,187.4800,INIT,STANCE,,-60.900,-6.800,-60.900,0.0000,0.0000,0.0102,0.0000,0.0102,0.0577,0,
0.0277,187.4900,INIT,STANCE,,-60.900,-2.000,-60.900,0.0000,0.0000,0.0030,0.0000,0.0030,0.0494,0,
0.0397,187.5000,INIT,STANCE,,-60.900,2.500,-60.900,0.0000,0.0000,-0.0037,0.0000,-0.0037,0.0000,0,
0.0479,187.5100,INIT,STANCE,,-60.900,-0.700,-60.900,0.0000,0.0000,0.0010,0.0000,0.0010,0.0472,0,
0.0599,187.5200,INIT,STANCE,,-60.900,0.000,-60.900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,
0.0678,187.5300,INIT,STANCE,,-60.900,-1.700,-60.900,0.0000,0.0000,0.0026,0.0000,0.0026,0.0489,0,
0.0798,187.5400,INIT,STANCE,,-60.900,0.400,-60.900,0.0000,0.0000,-0.0006,0.0000,-0.0006,0.0000,0,
0.0879,187.5500,INIT,STANCE,,-61.000,-3.500,-61.000,0.0000,0.0000,0.0053,0.0000,0.0053,0.0520,0,
0.0998,187.5600,INIT,STANCE,,-61.100,-11.700,-61.100,0.0000,0.0000,0.0175,0.0000,0.0175,0.0661,0,
0.1079,187.5700,INIT,STANCE,,-61.200,-23.500,-61.200,0.0000,0.0000,0.0353,0.0000,0.0353,0.0865,0,
0.1198,187.5800,INIT,STANCE,,-61.500,-31.600,-61.500,0.0000,0.0000,0.0474,0.0000,0.0474,0.1005,0,
0.1278,187.5900,INIT,STANCE,,-61.900,-39.500,-61.900,0.0000,0.0000,0.0593,0.0000,0.0593,0.1141,0,
0.1398,187.6000,INIT,STANCE,,-62.400,-48.600,-62.400,0.0000,0.0000,0.0729,0.0000,0.0729,0.1298,0,
0.1479,187.6100,INIT,STANCE,,-62.900,-59.700,-62.900,0.0000,0.0000,0.0896,0.0000,0.0896,0.1489,0,
0.1639,187.6200,INIT,STANCE,,-63.600,-72.400,-63.600,0.0000,0.0000,0.1086,0.0000,0.1086,0.1708,0,
0.1719,187.6300,INIT,STANCE,,-64.400,-80.300,-64.400,0.0000,0.0000,0.1205,0.0000,0.1205,0.1844,0,
0.1839,187.6400,INIT,STANCE,,-65.200,-83.500,-65.200,0.0000,0.0000,0.1253,0.0000,0.1253,0.1899,0,
0.1919,187.6500,INIT,STANCE,,-66.100,-86.000,-66.100,0.0000,0.0000,0.1290,0.0000,0.1290,0.1943,0,
0.2039,187.6600,INIT,STANCE,,-67.000,-86.300,-67.000,0.0000,0.0000,0.1295,0.0000,0.1295,0.1948,0,
0.2118,187.6700,INIT,STANCE,,-67.800,-82.500,-67.800,0.0000,0.0000,0.1237,0.0000,0.1237,0.1882,0,
0.2239,187.6800,INIT,STANCE,,-68.600,-76.800,-68.600,0.0000,0.0000,0.1152,0.0000,0.1152,0.1784,0,
0.2320,187.6900,INIT,STANCE,,-69.300,-70.200,-69.300,0.0000,0.0000,0.1053,0.0000,0.1053,0.1670,0,
0.2438,187.7000,INIT,STANCE,,-69.900,-59.800,-69.900,0.0000,0.0000,0.0897,0.0000,0.0897,0.1491,0,
0.2518,187.7100,INIT,STANCE,,-70.500,-48.400,-70.500,0.0000,0.0000,0.0726,0.0000,0.0726,0.1294,0,
0.2639,187.7200,INIT,STANCE,,-70.900,-37.900,-70.900,0.0000,0.0000,0.0568,0.0000,0.0568,0.1113,0,
0.2718,187.7300,INIT,STANCE,,-71.200,-30.400,-71.200,0.0000,0.0000,0.0456,0.0000,0.0456,0.0984,0,
0.2839,187.7400,INIT,STANCE,,-71.400,-24.600,-71.400,0.0000,0.0000,0.0369,0.0000,0.0369,0.0884,0,
0.2919,187.7500,INIT,STANCE,,-71.600,-16.200,-71.600,0.0000,0.0000,0.0243,0.0000,0.0243,0.0739,0,
0.3039,187.7600,INIT,STANCE,,-71.700,-7.500,-71.700,0.0000,0.0000,0.0112,0.0000,0.0112,0.0589,0,
0.3119,187.7700,INIT,STANCE,,-71.800,-0.300,-71.800,0.0000,0.0000,0.0004,0.0000,0.0004,0.0465,0,
0.3239,187.7800,INIT,STANCE,,-71.800,0.300,-71.800,0.0000,0.0000,-0.0004,0.0000,-0.0004,0.0000,0,
0.3319,187.7900,INIT,STANCE,,-71.800,0.100,-71.800,0.0000,0.0000,-0.0002,0.0000,-0.0002,0.0000,0,
0.3438,187.8000,INIT,STANCE,,-71.800,0.000,-71.800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,
0.3518,187.8100,INIT,STANCE,,-71.800,-0.700,-71.800,0.0000,0.0000,0.0010,0.0000,0.0010,0.0472,0,
0.3639,187.8200,INIT,STANCE,,-71.800,-1.900,-71.800,0.0000,0.0000,0.0029,0.0000,0.0029,0.0493,0,
0.3719,187.8300,INIT,STANCE,,-71.800,-2.800,-71.800,0.0000,0.0000,0.0042,0.0000,0.0042,0.0508,0,
0.3839,187.8400,INIT,STANCE,,-71.800,-4.900,-71.800,0.0000,0.0000,0.0074,0.0000,0.0074,0.0544,0,
0.3918,187.8500,INIT,STANCE,,-71.900,-4.300,-71.900,0.0000,0.0000,0.0065,0.0000,0.0065,0.0534,0,
0.4038,187.8600,INIT,STANCE,,-72.000,-7.900,-72.000,0.0000,0.0000,0.0119,0.0000,0.0119,0.0596,0,
0.4118,187.8700,INIT,STANCE,,-72.100,-17.500,-72.100,0.0000,0.0000,0.0262,0.0000,0.0262,0.0761,0,
0.4239,187.8800,INIT,STANCE,,-72.300,-27.500,-72.300,0.0000,0.0000,0.0413,0.0000,0.0413,0.0934,0,
0.4318,187.8900,INIT,STANCE,,-72.700,-41.800,-72.700,0.0000,0.0000,0.0627,0.0000,0.0627,0.1180,0,
0.4437,187.9000,INIT,STANCE,,-73.200,-54.400,-73.200,0.0000,0.0000,0.0816,0.0000,0.0816,0.1398,0,
0.4518,187.9100,INIT,STANCE,,-73.900,-67.000,-73.900,0.0000,0.0000,0.1005,0.0000,0.1005,0.1615,0,
0.4638,187.9200,INIT,STANCE,,-74.600,-79.200,-74.600,0.0000,0.0000,0.1188,0.0000,0.1188,0.1825,0,
0.4718,187.9300,INIT,STANCE,,-75.400,-84.800,-75.400,0.0000,0.0000,0.1272,0.0000,0.1272,0.1922,0,
0.4837,187.9400,INIT,STANCE,,-76.300,-89.700,-76.300,0.0000,0.0000,0.1346,0.0000,0.1346,0.2006,0,
0.4918,187.9500,INIT,STANCE,,-77.300,-93.100,-77.300,0.0000,0.0000,0.1396,0.0000,0.1396,0.2065,0,
0.5038,187.9600,INIT,STANCE,,-78.200,-89.800,-78.200,0.0000,0.0000,0.1347,0.0000,0.1347,0.2008,0,
0.5118,187.9700,INIT,STANCE,,-79.000,-85.500,-79.000,0.0000,0.0000,0.1283,0.0000,0.1283,0.1934,0,
0.5237,187.9800,INIT,STANCE,,-79.800,-78.500,-79.800,0.0000,0.0000,0.1178,0.0000,0.1178,0.1813,0,
0.5316,187.9900,INIT,STANCE,,-80.600,-67.000,-80.600,0.0000,0.0000,0.1005,0.0000,0.1005,0.1615,0,
0.5438,188.0000,INIT,STANCE,,-81.200,-55.700,-81.200,0.0000,0.0000,0.0835,0.0000,0.0835,0.1420,0,
0.5518,188.0100,INIT,STANCE,,-81.900,-41.200,-81.900,0.0000,0.0000,0.0618,0.0000,0.0618,0.1170,0,
0.5638,188.0200,INIT,STANCE,,-82.300,-31.400,-82.300,0.0000,0.0000,0.0471,0.0000,0.0471,0.1001,0,
0.5718,188.0300,INIT,STANCE,,-82.500,-18.800,-82.500,0.0000,0.0000,0.0282,0.0000,0.0282,0.0784,0,
0.5838,188.0400,INIT,STANCE,,-82.600,-9.800,-82.600,0.0000,0.0000,0.0147,0.0000,0.0147,0.0629,0,
0.5917,188.0500,INIT,STANCE,,-82.700,-3.200,-82.700,0.0000,0.0000,0.0048,0.0000,0.0048,0.0515,0,
0.6037,188.0600,INIT,STANCE,,-82.700,-0.600,-82.700,0.0000,0.0000,0.0009,0.0000,0.0009,0.0470,0,
0.6118,188.0700,INIT,STANCE,,-82.700,-0.100,-82.700,0.0000,0.0000,0.0002,0.0000,0.0002,0.0461,0,
0.6237,188.0800,INIT,STANCE,,-82.700,-0.900,-82.700,0.0000,0.0000,0.0014,0.0000,0.0014,0.0475,0,
0.6317,188.0900,INIT,STANCE,,-82.700,-2.300,-82.700,0.0000,0.0000,0.0034,0.0000,0.0034,0.0499,0,
0.6437,188.1000,INIT,STANCE,,-82.800,-2.100,-82.800,0.0000,0.0000,0.0032,0.0000,0.0032,0.0496,0,
0.6518,188.1100,INIT,STANCE,,-82.800,-2.500,-82.800,0.0000,0.0000,0.0037,0.0000,0.0037,0.0503,0,
0.6638,188.1200,INIT,STANCE,,-82.800,-2.700,-82.800,0.0000,0.0000,0.0041,0.0000,0.0041,0.0506,0,
0.6717,188.1300,INIT,STANCE,,-82.800,-4.700,-82.800,0.0000,0.0000,0.0071,0.0000,0.0071,0.0541,0,
0.6837,188.1400,INIT,STANCE,,-82.900,-13.900,-82.900,0.0000,0.0000,0.0209,0.0000,0.0209,0.0699,0,
