host_time_s,seq,device_time_s,roll,pitch,yaw,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z
2.0692836420003005,3,1687.41,-95.0,-5.7,92.6,-1.04,-0.27,0.55,-0.07,-1.07,-0.36
2.080896443000256,4,1687.42,-95.2,-5.7,92.6,-2.67,0.8,-0.22,-0.04,-1.46,-0.26
2.0911502110002402,5,1687.43,-95.6,-5.6,92.7,-4.3,1.13,-1.64,-0.14,-1.59,-0.05
2.1011589300001106,6,1687.44,-96.1,-5.3,92.8,-5.45,0.23,-2.61,-0.09,-1.65,0.07
2.111203809000017,7,1687.45,-96.6,-5.0,92.7,-4.92,-1.08,-3.52,0.03,-1.64,0.11
2.120986837000146,8,1687.46,-97.0,-4.6,92.5,-3.23,-2.29,-4.13,0.13,-1.39,0.0
2.131181568000102,9,1687.47,-97.2,-4.3,92.2,-2.5,-1.9,-3.93,0.13,-1.23,-0.08
2.1412003039999945,10,1687.48,-97.5,-3.9,92.0,-2.97,-1.19,-3.45,0.03,-1.25,0.07
2.1511292730001514,11,1687.49,-97.8,-3.6,91.9,-3.07,-1.19,-3.01,0.0,-1.32,0.1
2.161091983999995,12,1687.5,-98.0,-3.4,91.7,-2.21,-1.09,-2.48,0.03,-1.32,0.07
2.1712193680000382,13,1687.51,-98.1,-3.2,91.6,-0.09,-0.71,-1.88,0.05,-1.16,-0.03
2.181158587000027,14,1687.52,-98.0,-3.0,91.5,1.49,0.25,-1.1,0.06,-1.02,-0.1
2.1911093090002396,15,1687.53,-97.9,-2.9,91.6,2.24,1.23,-0.58,0.09,-0.93,-0.09
2.201217968000037,16,1687.54,-97.6,-2.9,91.8,2.22,2.36,-0.27,0.17,-0.85,-0.07
2.2111510220001946,17,1687.55,-97.5,-2.8,92.1,1.3,3.45,-0.09,0.23,-0.87,0.03
2.2210476620002737,18,1687.56,-97.4,-2.7,92.5,0.91,4.11,-0.35,0.22,-0.96,0.12
2.2312316960001226,19,1687.57,-97.3,-2.6,92.9,1.61,4.19,-0.93,0.12,-0.95,0.18
2.2412042810001367,20,1687.58,-97.1,-2.5,93.3,1.91,4.11,-1.03,0.02,-0.87,0.12
2.251130925000325,21,1687.59,-97.0,-2.3,93.7,1.81,4.19,-0.94,-0.08,-0.93,0.09
2.2611672900002304,22,1687.6,-96.8,-2.2,94.0,1.97,3.58,-0.82,-0.2,-0.92,0.14
2.2711766170000374,23,1687.61,-96.6,-2.1,94.4,1.98,2.8,-0.54,-0.28,-0.89,0.05
2.2812392240002737,24,1687.62,-96.4,-2.0,94.6,2.05,2.27,-0.11,-0.32,-0.89,0.02
2.2911354689999825,25,1687.63,-96.2,-2.0,94.8,1.94,1.67,0.24,-0.32,-0.86,0.04
2.3011800580002273,26,1687.64,-96.0,-2.0,94.9,1.41,1.1,0.64,-0.27,-0.84,0.02
2.3109461340000053,27,1687.65,-95.9,-2.1,95.0,0.73,0.77,0.96,-0.2,-0.86,0.0
2.32117356200024,28,1687.66,-95.9,-2.2,95.1,0.09,0.51,1.16,-0.15,-0.92,-0.02
2.3312106749999657,29,1687.67,-95.9,-2.3,95.2,-0.04,0.22,1.25,-0.11,-0.98,-0.01
2.340985708000062,30,1687.68,-95.9,-2.5,95.2,0.39,-0.13,1.17,-0.08,-1.02,-0.03
2.351222255000266,31,1687.69,-95.8,-2.6,95.1,0.99,-0.33,1.08,-0.06,-1.01,-0.07
2.3611895960002585,32,1687.7,-95.6,-2.7,95.1,1.5,-0.32,1.0,-0.06,-0.97,-0.09
2.3711228710003525,33,1687.71,-95.5,-2.8,95.1,1.74,-0.26,0.94,-0.06,-0.93,-0.1
2.381220045000191,34,1687.72,-95.3,-2.9,95.1,1.8,-0.18,0.83,-0.07,-0.9,-0.11
2.3911355150003146,35,1687.73,-95.1,-3.0,95.1,1.61,-0.13,0.77,-0.08,-0.87,-0.11
2.401185526000063,36,1687.74,-95.0,-3.1,95.1,1.29,-0.2,0.73,-0.09,-0.85,-0.1
2.4110920590001115,37,1687.75,-94.9,-3.2,95.1,0.88,-0.34,0.68,-0.1,-0.87,-0.09
2.4211092630002895,38,1687.76,-94.9,-3.4,95.0,0.54,-0.52,0.58,-0.11,-0.89,-0.1
2.431117390000054,39,1687.77,-94.8,-3.4,95.0,0.45,-0.78,0.36,-0.11,-0.91,-0.12
2.441016805000345,40,1687.78,-94.8,-3.5,94.9,0.63,-0.85,0.14,-0.11,-0.93,-0.17
2.451187413000298,41,1687.79,-94.7,-3.5,94.8,1.04,-0.85,-0.14,-0.12,-0.94,-0.19
2.461106502000348,42,1687.8,-94.6,-3.5,94.7,1.65,-0.88,-0.5,-0.13,-0.92,-0.19
2.471077537000383,43,1687.81,-94.4,-3.4,94.6,2.24,-1.04,-0.86,-0.15,-0.88,-0.16
2.48120307399995,44,1687.82,-94.1,-3.3,94.5,2.62,-1.27,-1.14,-0.18,-0.8,-0.17
2.4911285940002017,45,1687.83,-93.8,-3.2,94.3,2.43,-1.48,-1.24,-0.2,-0.72,-0.16
2.50116581400016,46,1687.84,-93.6,-3.1,94.2,1.5,-1.71,-1.11,-0.19,-0.65,-0.16
2.5111197960000027,47,1687.85,-93.6,-3.0,94.0,-0.11,-1.9,-0.76,-0.16,-0.62,-0.17
