speed_mps,reference_gait_cycle_s,new_gait_cycle_s,new_cadence_spm,new_event_coverage_pct,new_alternation_pct,new_belt_agreement_pct,new_torque_coverage_pct,new_pulse_s,old_gait_cycle_s,old_cadence_spm,old_event_coverage_pct,old_alternation_pct,old_belt_agreement_pct,old_torque_coverage_pct,old_pulse_s
0.4,1.9192390582,1.9293700530000326,62.19646656866503,103.37046253889545,92.72727272727272,91.07142857142857,96.29629629629629,0.28940550795000486,1.0797935400000824,111.13235591314135,125.49946093048273,73.13432835820896,83.82352941176471,100.0,0.2024874594103951
0.6,1.5714305189,1.6090998029999355,74.5758589841831,96.73429842182205,95.23809523809523,96.875,93.75,0.2413649704499903,1.5600740199997745,76.9194271948823,98.22775874413244,90.625,89.23076923076924,75.0,0.1892329151371392
0.8,1.3259419919,1.3300229180000542,90.22400920763315,95.67232640235673,97.2972972972973,100.0,92.3076923076923,0.19950343770000814,1.3203762539997115,90.88318548329954,95.63567745724038,97.2972972972973,97.33333333333334,87.17948717948718,0.16063048865593868
1.0,1.2370573297,1.2399252294999883,96.7800292670802,96.37909675772879,92.5,96.29629629629629,97.61904761904762,0.18598878442499825,1.2244638600000144,98.00207578196598,96.36309686649044,92.5,97.53086419753086,97.61904761904762,0.18771896522858403
