host_time_s,seq,device_time_s,roll,pitch,yaw,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,belt_length,belt_velocity,belt_acceleration,motor_pos,motor_vel,motor_iq_meas,motor_iq_set,acc_mag,gyro_mag,acc_residual,threshold,heel_strike,hs_count,torque_cmd_nm
2.065481556999657,1,5673.23,-92.9,-2.4,-118.3,0.87,-5.7,0.12,-0.1,-0.96,0.19,-249.1,-281.6,282.0,2.31,6.43,-0.01,0.0,0.9837174391053561,5.767261048366027,0.0,0.5,0,0,0.0
2.073875009999938,2,5673.24,-92.8,-2.4,-118.9,1.37,-6.07,0.32,-0.06,-0.87,0.18,-252.6,-229.1,237.0,2.37,6.21,0.05,0.0,0.8904493247793498,6.230906836087344,0.09140275203948622,0.5,0,0,0.0
2.086226245999569,3,5673.25,-92.6,-2.5,-119.5,1.17,-6.21,0.48,-0.04,-0.87,0.13,-254.9,-226.0,126.0,2.43,6.01,-0.02,0.0,0.8805679985100526,6.337460059045737,0.09925839674260772,0.5,0,0,0.0
2.0984216169999854,4,5673.26,-92.5,-2.6,-120.1,1.16,-6.18,0.44,-0.02,-0.86,0.11,-257.1,-210.3,178.0,2.48,5.46,0.03,0.0,0.8672369918309527,6.3033007226373075,0.11033761535327347,0.5,0,0,0.0
2.1104814479995184,6,5673.28,-92.2,-2.6,-121.3,0.82,-5.45,-0.08,0.01,-0.89,0.02,-260.5,-141.1,371.0,2.57,3.3,-0.17,0.0,0.8902808545621994,5.511923439236071,0.08554787756958626,0.5,0,0,0.0
2.1219332299997404,7,5673.29,-92.1,-2.6,-121.8,0.2,-4.94,-0.46,0.05,-0.9,0.02,-261.6,-99.3,417.0,2.59,2.11,-0.16,0.0,0.90160967164289,4.9654002859789665,0.07273467927911781,0.5,0,0,0.0
2.1304009469995435,8,5673.3,-92.1,-2.6,-122.3,-0.48,-4.5,-0.85,0.1,-0.93,0.02,-262.3,-56.1,411.0,2.61,1.09,-0.17,0.0,0.9355746896961248,4.604660682395609,0.037994268001365294,0.5,0,0,0.0
2.1420554329997685,9,5673.31,-92.1,-2.5,-122.7,-0.78,-4.12,-1.16,0.15,-0.93,0.01,-262.6,-13.2,400.0,2.61,-0.02,-0.09,0.0,0.9420721840708386,4.350678108065455,0.030866838154118503,0.5,0,0,0.0
2.150308753999525,10,5673.32,-92.2,-2.4,-123.1,-0.73,-3.69,-1.36,0.18,-0.92,0.01,-262.5,19.2,325.0,2.6,-0.86,-0.07,0.0,0.9374966666607407,3.9998249961717076,0.034733508452932105,0.5,0,0,0.0
2.1619329679997463,11,5673.33,-92.3,-2.2,-123.5,-0.47,-3.31,-1.47,0.2,-0.89,0.01,-262.1,45.6,282.0,2.59,-1.55,-0.08,0.0,0.9122499657440388,3.6521089797540274,0.05878060518224126,0.5,0,0,0.0
2.1705041449995406,12,5673.34,-92.3,-2.1,-123.8,-0.26,-2.96,-1.46,0.18,-0.83,0.02,-261.4,72.0,280.0,2.57,-2.31,-0.06,0.0,0.8495292814258965,3.310709893663291,0.11907126371037602,0.5,0,0,0.0
2.1818101219996606,13,5673.35,-92.3,-2.0,-124.1,-0.23,-2.76,-1.34,0.13,-0.79,0.01,-260.5,98.4,266.0,2.54,-2.99,-0.15,0.0,0.8006872048434396,3.076702780575335,0.16455507348697618,0.5,0,0,0.0
2.1903018089997204,14,5673.36,-92.3,-1.9,-124.3,-0.31,-2.57,-1.17,0.09,-0.77,0.0,-259.4,122.8,243.0,2.51,-3.61,-0.25,0.0,0.7752418977325722,2.8407569413802367,0.18620037298588665,0.5,0,0,0.0
2.2018096639994837,15,5673.37,-92.3,-1.7,-124.6,-0.46,-2.44,-1.02,0.05,-0.77,0.0,-258.0,146.4,236.0,2.47,-4.25,0.02,0.0,0.771621668954417,2.684324868565651,0.1860241897287611,0.5,0,0,0.0
