speed_mps,mode,events,coverage_pct,short_event_gaps,long_event_gaps,alternation_pct,belt_agreement_pct,assists,assist_coverage_pct,short_assist_gaps,peak_delay_median_ms,peak_delay_p90_ms
0.4,gyro_gate,55,101.52456142212947,2,1,98.14814814814815,98.18181818181819,27,100.0,0,19.705979000036677,20.135509400006413
0.4,acc_only_gate,55,101.52456142212947,2,1,98.14814814814815,98.18181818181819,27,100.0,0,19.705979000036677,20.135509400006413
0.6,gyro_gate,62,93.7113515961401,0,3,95.08196721311475,98.38709677419355,29,90.625,0,19.830292000051486,28.669827799967607
0.6,acc_only_gate,65,98.24577183466302,0,0,100.0,98.46153846153847,32,100.0,0,19.79948799998965,28.615206199992826
0.8,gyro_gate,76,96.94795742105482,0,2,97.33333333333334,90.78947368421053,37,94.87179487179488,0,12.018608499943184,20.238681500018174
0.8,acc_only_gate,78,99.499219458451,0,0,100.0,91.02564102564102,39,100.0,0,11.950429999956214,20.234368900014488
1.0,gyro_gate,85,101.13855832601169,0,0,97.61904761904762,84.70588235294117,42,100.0,0,11.908925999932762,20.47108699998717
1.0,acc_only_gate,85,101.13855832601169,0,0,97.61904761904762,84.70588235294117,42,100.0,0,11.868779999986145,20.321242399950282
