host_time_s,seq,device_time_s,roll,pitch,yaw,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,belt_length,belt_velocity,belt_acceleration,motor_pos,motor_vel,motor_iq_meas,motor_iq_set,acc_mag,gyro_mag,acc_residual,threshold,heel_strike,hs_count,torque_cmd_nm
2.065947466999205,1,186.88,102.6,5.5,-22.4,0.12,-0.19,0.04,0.08,0.96,-0.21,-24.6,0.0,0.0,-3.85,0.0,-0.09,0.0,0.9859513172565875,0.22825424421026655,0.0,0.35,0,0,0.0
2.074230735999663,2,186.89,102.7,5.5,-22.4,0.11,-0.22,0.06,0.08,0.97,-0.22,-24.6,-0.1,-2.0,-3.85,0.0,0.0,0.0,0.9978476837674174,0.25317977802344327,0.011658439180613378,0.35,0,0,0.0
2.0822170289993664,3,186.9,102.7,5.5,-22.3,0.1,-0.23,0.09,0.08,0.96,-0.22,-24.6,0.0,1.0,-3.85,0.0,-0.01,0.0,0.98812954616285,0.2664582518894846,0.0019014955445250115,0.35,0,0,0.0
2.090289825999207,4,186.91,102.7,5.5,-22.3,0.1,-0.26,0.09,0.08,0.96,-0.22,-24.6,-0.1,0.0,-3.85,0.0,0.0,0.0,0.98812954616285,0.29274562336608895,0.0018634656336344868,0.35,0,0,0.0
2.101641739000115,5,186.92,102.7,5.5,-22.3,0.09,-0.28,0.1,0.08,0.96,-0.21,-24.6,0.1,0.0,-3.85,0.0,-0.08,0.0,0.9859513172565875,0.31064449134018135,0.0003084680071754331,0.35,0,0,0.0
2.110267448999366,6,186.93,102.7,5.5,-22.3,0.06,-0.31,0.11,0.08,0.96,-0.22,-24.6,-0.1,2.0,-3.85,0.0,-0.01,0.0,0.98812954616285,0.3343650699460098,0.0018323656811053413,0.35,0,0,0.0
2.121733874000711,7,186.94,102.7,5.5,-22.2,0.05,-0.35,0.11,0.08,0.96,-0.21,-24.6,0.0,1.0,-3.85,0.0,-0.17,0.0,0.9859513172565875,0.37027017163147236,0.0003389459606539802,0.35,0,0,0.0
2.1302632249989983,8,186.95,102.7,5.5,-22.2,0.07,-0.36,0.09,0.08,0.96,-0.22,-24.6,0.0,-4.0,-3.85,0.02,0.0,0.0,0.98812954616285,0.3776241517699841,0.0018024972866963473,0.35,0,0,0.0
2.1417529579994152,9,186.96,102.7,5.5,-22.1,0.09,-0.36,0.06,0.09,0.96,-0.21,-24.6,0.0,5.0,-3.85,-0.01,-0.01,0.0,0.9868130522039116,0.37589892258425,0.0004762832612027479,0.35,0,0,0.0
2.1502125290007825,10,186.97,102.8,5.5,-22.1,0.11,-0.38,0.03,0.09,0.95,-0.21,-24.6,0.0,0.0,-3.85,0.0,-0.01,0.0,0.9770875088752287,0.39673668849754745,0.009064274866130595,0.35,0,0,0.0
2.1616710929993133,11,186.98,102.8,5.5,-22.1,0.11,-0.38,0.03,0.09,0.95,-0.21,-24.6,0.1,0.0,-3.85,0.0,0.06,0.0,0.9770875088752287,0.39673668849754745,0.008882989368807936,0.35,0,0,0.0
2.170238288999826,12,186.99,102.8,5.5,-22.0,0.13,-0.39,0.02,0.09,0.94,-0.21,-24.6,-0.1,0.0,-3.85,0.0,-0.01,0.0,0.9673675619949224,0.41158231254513356,0.018230877524131994,0.35,0,0,0.0
2.181769468999846,13,187.0,102.8,5.5,-21.9,0.22,-0.44,0.0,0.08,0.95,-0.22,-24.6,0.1,5.0,-3.85,-0.02,0.06,0.0,0.978417088975862,0.4919349550499537,0.007037723532328455,0.35,0,0,0.0
2.1901418329998705,14,187.01,102.9,5.5,-21.9,0.21,-0.41,0.0,0.08,0.96,-0.22,-24.6,-0.1,-2.0,-3.85,0.0,-0.01,0.0,0.98812954616285,0.4606517122512408,0.0026212389815662984,0.35,0,0,0.0
2.201688686000125,15,187.02,102.9,5.4,-21.9,0.14,-0.38,-0.02,0.09,0.97,-0.22,-24.6,0.1,0.0,-3.85,0.0,0.0,0.0,0.9986991538997116,0.4054626986542659,0.012927029784059352,0.35,0,0,0.0
2.2101905759991496,16,187.03,102.9,5.4,-21.8,0.09,-0.36,-0.03,0.09,0.97,-0.22,-24.6,-0.1,0.0,-3.85,0.0,-0.02,0.0,0.9986991538997116,0.3722902093797257,0.012668489188378151,0.35,0,0,0.0
2.221740723000039,17,187.04,102.9,5.4,-21.8,0.08,-0.33,-0.03,0.1,0.97,-0.22,-24.6,0.0,0.0,-3.85,0.0,-0.01,0.0,0.9996499387285531,0.34088121098118623,0.013346888536875268,0.35,0,0,0.0
2.2302159539995046,18,187.05,102.9,5.4,-21.8,0.11,-0.27,-0.03,0.1,0.97,-0.23,-24.6,0.0,1.0,-3.85,0.0,0.13,0.0,1.0018981984213766,0.2930870177950569,0.015283245265104828,0.35,0,0,0.0
2.2417543810006464,19,187.06,102.9,5.4,-21.7,0.11,-0.22,-0.05,0.1,0.98,-0.22,-24.6,0.1,0.0,-3.85,0.0,-0.09,0.0,1.0093562304756434,0.25099800796022265,0.02228645177298416,0.35,0,0,0.0
