host_time_s,seq,device_time_s,roll,pitch,yaw,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,motor_pos,motor_vel,motor_iq_meas,motor_iq_set,acc_mag,gyro_mag,acc_residual,threshold,heel_strike,hs_count,torque_cmd_nm
2.0662315350000426,2,593.32,-102.6,6.4,-73.5,0.0,0.0,0.0,0.11,-0.96,-0.21,-1.88,0.0,-0.03,0.0,0.9888377015466189,0.0,0.0,0.28,0,0,0.0
2.0737651919998825,3,593.33,-102.6,6.4,-73.5,0.0,0.0,0.0,0.11,-0.96,-0.21,-1.88,0.0,-0.03,0.0,0.9888377015466189,0.0,0.0,0.28,0,0,0.0
2.0847991850000653,4,593.34,-102.6,6.4,-73.5,0.0,0.0,0.0,0.11,-0.97,-0.21,-1.88,0.0,-0.05,0.0,0.9985489472229191,0.0,0.009517020762774164,0.28,0,0,0.0
2.09370281099973,5,593.35,-102.6,6.4,-73.5,0.0,0.0,0.0,0.11,-0.96,-0.21,-1.88,0.0,-0.03,0.0,0.9888377015466189,0.0,0.00019034041525556322,0.28,0,0,0.0
2.1057229670000197,6,593.36,-102.6,6.4,-73.5,0.0,0.0,0.0,0.11,-0.96,-0.21,-1.88,0.0,-0.05,0.0,0.9888377015466189,0.0,0.0001865336069504231,0.28,0,0,0.0
2.113779431999774,7,593.37,-102.6,6.4,-73.5,0.0,0.0,0.0,0.11,-0.96,-0.21,-1.88,0.01,-0.01,0.0,0.9888377015466189,0.0,0.0001828029348114324,0.28,0,0,0.0
2.1245509099999254,8,593.38,-102.6,6.4,-73.5,0.0,0.0,0.0,0.11,-0.96,-0.21,-1.88,-0.01,0.05,0.0,0.9888377015466189,0.0,0.0001791468761151993,0.28,0,0,0.0
2.1337152249998326,9,593.39,-102.6,6.4,-73.5,0.0,0.0,0.0,0.11,-0.96,-0.21,-1.88,0.0,-0.08,0.0,0.9888377015466189,0.0,0.0001755639385928598,0.28,0,0,0.0
2.144683892000103,10,593.4,-102.6,6.4,-73.5,0.0,0.0,0.0,0.11,-0.96,-0.21,-1.88,0.0,0.21,0.0,0.9888377015466189,0.0,0.00017205265982100926,0.28,0,0,0.0
2.1536590589998923,11,593.41,-102.6,6.4,-73.5,0.0,0.0,0.0,0.11,-0.96,-0.21,-1.88,0.0,-0.01,0.0,0.9888377015466189,0.0,0.0001686116066246246,0.28,0,0,0.0
2.164541482000004,12,593.42,-102.6,6.4,-73.5,0.0,0.0,0.0,0.11,-0.96,-0.21,-1.88,0.0,-0.03,0.0,0.9888377015466189,0.0,0.0001652393744920877,0.28,0,0,0.0
2.173516185999688,13,593.43,-102.6,6.4,-73.5,0.0,0.0,0.0,0.11,-0.96,-0.21,-1.88,0.0,0.0,0.0,0.9888377015466189,0.0,0.00016193458700219932,0.28,0,0,0.0
2.1844958369997585,14,593.44,-102.6,6.4,-73.5,0.0,0.0,0.0,0.11,-0.96,-0.21,-1.88,0.01,-0.05,0.0,0.9888377015466189,0.0,0.0001586958952621842,0.28,0,0,0.0
2.1936478719999286,15,593.45,-102.6,6.4,-73.5,0.0,0.0,0.0,0.11,-0.96,-0.21,-1.88,0.0,-0.05,0.0,0.9888377015466189,0.0,0.00015552197735690942,0.28,0,0,0.0
2.20439018199977,16,593.46,-102.6,6.4,-73.5,-0.03,0.02,0.03,0.11,-0.96,-0.21,-1.88,0.0,0.0,0.0,0.9888377015466189,0.04690415759823429,0.00015241153780976013,0.28,0,0,0.0
2.213764267999977,17,593.47,-102.6,6.4,-73.5,-0.04,0.03,0.03,0.11,-0.96,-0.21,-1.88,0.0,0.11,0.0,0.9888377015466189,0.05830951894845301,0.00014936330705361822,0.28,0,0,0.0
2.2245166279999466,18,593.48,-102.6,6.4,-73.5,-0.04,0.02,0.03,0.11,-0.96,-0.21,-1.88,0.0,-0.04,0.0,0.9888377015466189,0.053851648071345036,0.00014637604091249923,0.28,0,0,0.0
2.2336884289998125,19,593.49,-102.6,6.4,-73.5,-0.06,0.01,0.05,0.11,-0.97,-0.21,-1.88,0.0,-0.03,0.0,0.9985489472229191,0.07874007874011811,0.009373572242679984,0.28,0,0,0.0
2.2444690019997324,20,593.5,-102.6,6.4,-73.5,-0.06,0.01,0.05,0.11,-0.97,-0.21,-1.88,0.0,-0.01,0.0,0.9985489472229191,0.07874007874011811,0.009186100797826335,0.28,0,0,0.0
2.253656840000076,21,593.51,-102.6,6.4,-73.5,-0.06,0.02,0.05,0.11,-0.97,-0.21,-1.88,0.01,0.16,0.0,0.9985489472229191,0.0806225774829855,0.009002378781869824,0.28,0,0,0.0
2.2644460530000288,22,593.52,-102.6,6.4,-73.5,-0.03,0.02,0.03,0.11,-0.97,-0.21,-1.88,0.01,0.07,0.0,0.9985489472229191,0.04690415759823429,0.008822331206232437,0.28,0,0,0.0
2.273653161999846,23,593.53,-102.6,6.4,-73.5,-0.02,0.02,0.03,0.11,-0.97,-0.21,-1.88,0.0,-0.04,0.0,0.9985489472229191,0.04123105625617661,0.008645884582107799,0.28,0,0,0.0
2.284525026999745,24,593.54,-102.6,6.4,-73.5,-0.03,0.01,0.03,0.11,-0.96,-0.21,-1.88,0.0,0.06,0.0,0.9888377015466189,0.04358898943540673,0.001044053872308548,0.28,0,0,0.0
2.2936268459998246,25,593.55,-102.6,6.4,-73.5,-0.04,0.0,0.03,0.11,-0.96,-0.21,-1.88,0.0,-0.04,0.0,0.9888377015466189,0.05,0.0010231727948624147,0.28,0,0,0.0
2.3045675599996684,26,593.56,-102.6,6.4,-73.5,-0.04,0.0,0.03,0.11,-0.97,-0.21,-1.88,0.0,-0.08,0.0,0.9985489472229191,0.05,0.008514311423809096,0.28,0,0,0.0
2.3137055059996783,27,593.57,-102.6,6.4,-73.5,-0.03,0.01,0.02,0.11,-0.97,-0.21,-1.88,0.0,-0.06,0.0,0.9985489472229191,0.03741657386773942,0.00834402519533295,0.28,0,0,0.0
2.324529276999783,28,593.58,-102.6,6.4,-73.5,0.0,0.0,0.0,0.11,-0.97,-0.21,-1.88,0.0,0.02,0.0,0.9985489472229191,0.0,0.008177144691426275,0.28,0,0,0.0
2.3336975639999764,29,593.59,-102.6,6.4,-73.5,0.0,0.03,0.0,0.11,-0.97,-0.21,-1.88,0.01,-0.13,0.0,0.9985489472229191,0.03,0.008013601797597802,0.28,0,0,0.0
2.3443763069999477,30,593.6,-102.6,6.4,-73.5,0.0,0.0,0.0,0.11,-0.97,-0.21,-1.88,0.0,-0.04,0.0,0.9985489472229191,0.0,0.007853329761645877,0.28,0,0,0.0
2.3535261369997897,31,593.61,-102.6,6.4,-73.5,0.0,0.0,0.0,0.11,-0.97,-0.21,-1.88,0.0,-0.08,0.0,0.9985489472229191,0.0,0.00769626316641292,0.28,0,0,0.0
