speed_mps,mode,events,coverage_pct,short_event_gaps,long_event_gaps,alternation_pct,belt_agreement_pct,assists,assist_coverage_pct,short_assist_gaps
0.4,gyro_gate,54,99.67866030536348,1,2,96.22641509433963,96.29629629629629,27,100.0,0
0.4,acc_only_gate,54,99.67866030536348,1,2,96.22641509433963,96.29629629629629,27,100.0,0
0.6,gyro_gate,62,93.7113515961401,0,3,95.08196721311475,98.38709677419355,29,90.625,0
0.6,acc_only_gate,65,98.24577183466302,0,0,100.0,98.46153846153847,32,100.0,0
0.8,gyro_gate,76,96.94795742105482,0,2,97.33333333333334,90.78947368421053,37,94.87179487179488,0
0.8,acc_only_gate,78,99.499219458451,0,0,100.0,91.02564102564102,39,100.0,0
1.0,gyro_gate,82,97.56896214979952,0,3,93.82716049382715,84.14634146341463,42,100.0,0
1.0,acc_only_gate,84,99.94869293394098,0,1,96.3855421686747,84.52380952380952,42,100.0,0
