host_time_s,seq,device_time_s,roll,pitch,yaw,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,belt_length,belt_velocity,belt_acceleration,motor_pos,motor_vel,motor_iq_meas,motor_iq_set,acc_mag,gyro_mag,acc_residual,threshold,heel_strike,hs_count,torque_cmd_nm
2.0652786270002252,1,280.09,98.0,4.0,-26.8,-1.99,-1.08,1.22,0.15,0.92,-0.18,-91.8,-62.7,179.0,-2.01,1.28,0.07,0.0,0.9493682109698007,2.5719447894540814,0.0,0.35,0,0,0.0
2.0749366310010373,2,280.1,97.8,4.1,-26.6,-2.08,-1.01,1.11,0.15,0.92,-0.18,-92.4,-42.6,129.0,-2.0,1.09,0.23,0.0,0.9493682109698007,2.5648781647477916,0.0,0.35,0,0,0.0
2.0828825460012013,3,280.11,97.6,4.2,-26.5,-2.17,-0.93,1.04,0.15,0.93,-0.18,-92.8,-37.3,85.0,-1.99,0.92,-0.02,0.0,0.9590620417887469,2.57980619427119,0.009499954202567218,0.35,0,0,0.0
2.090706665001562,4,280.12,97.4,4.3,-26.4,-2.26,-0.87,1.0,0.14,0.92,-0.18,-93.1,-28.7,89.0,-1.98,0.66,0.07,0.0,0.9478396488858228,2.6200190838999626,0.0016879899263496645,0.35,0,0,0.0
2.1025856630003545,5,280.13,97.2,4.4,-26.3,-2.31,-0.82,0.89,0.14,0.9,-0.19,-93.4,-21.0,82.0,-1.98,0.46,0.0,0.0,0.9304300081145277,2.6077960042917465,0.0187156780836919,0.35,0,0,0.0
2.1109136630002467,6,280.14,97.0,4.5,-26.2,-2.34,-0.75,0.78,0.14,0.89,-0.21,-93.5,-13.6,68.0,-1.97,0.3,0.02,0.0,0.9250945897582582,2.5780806814372585,0.02357007451116222,0.35,0,0,0.0
2.122238059000665,7,280.15,96.8,4.5,-26.2,-2.42,-0.67,0.68,0.14,0.87,-0.22,-93.6,-5.4,81.0,-1.97,0.03,0.0,0.0,0.9082400563727632,2.601480347801997,0.039616115738724145,0.35,0,0,0.0
2.1309407010012364,8,280.16,96.5,4.6,-26.1,-2.47,-0.52,0.56,0.14,0.86,-0.23,-93.6,0.9,49.0,-1.97,-0.03,0.05,0.0,0.9011659114724657,2.5855173563524962,0.04575645542624118,0.35,0,0,0.0
2.142299084000115,9,280.17,96.3,4.6,-26.1,-2.42,-0.4,0.39,0.14,0.84,-0.23,-93.6,-0.4,4.0,-1.97,0.02,0.05,0.0,0.8820997676000146,2.483646512690564,0.06352614731271844,0.35,0,0,0.0
2.1507669480015466,10,280.18,96.0,4.7,-26.0,-2.31,-0.28,0.21,0.14,0.84,-0.24,-93.6,-0.8,-2.0,-1.97,0.04,0.05,0.0,0.8847598544237865,2.3363646975590093,0.059648739279167695,0.35,0,0,0.0
