file,crop_start_s,crop_end_s,samples,mean_acc_mag,mean_gyro_mag,acc_hp_85pct,rough_peak_count
1.csv,4.855812914000126,7.425907204000396,258,1.0344863132205966,3.1055083035083606,0.28898759285516706,5
2.csv,0.4959368390000236,3.789619216000119,330,1.0174460083211585,2.6983979519171974,0.26364196503328685,6
3.csv,1.6418386380000811,6.611663207999754,498,1.0210832252402966,2.7974963270798443,0.2727048463722721,10
4.csv,2.0973378159997083,7.087463077999928,500,1.0120070956581457,2.638994842979287,0.2477426977328011,9
