host_time_s,seq,device_time_s,roll,pitch,yaw,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z
2.060584583000036,2,1741.6,95.2,5.1,-76.4,1.63,-1.7,0.6,0.0,1.0,-0.32
2.067952736999814,3,1741.61,95.3,5.1,-76.3,1.12,-0.93,0.56,0.11,1.17,-0.32
2.0778563039998517,4,1741.62,95.5,5.2,-76.2,1.05,-0.21,1.09,0.09,1.42,-0.13
2.087898987999779,5,1741.63,95.6,5.3,-76.2,1.97,-0.48,2.0,0.06,1.61,-0.01
2.0979649239998253,6,1741.64,95.8,5.5,-76.1,3.47,-0.95,3.21,0.08,1.78,-0.05
2.1079767689998334,7,1741.65,96.1,5.9,-75.9,2.56,-1.34,3.91,0.09,1.48,-0.03
2.117785247000029,8,1741.66,96.3,6.2,-75.7,1.04,-1.81,3.58,0.18,1.35,-0.02
2.127978790999805,9,1741.67,96.3,6.6,-75.5,0.09,-1.36,2.76,0.26,1.24,-0.15
2.1379272519998267,10,1741.68,96.3,6.8,-75.4,-0.24,-0.45,1.72,0.29,1.19,-0.07
2.1478362980001293,11,1741.69,96.3,6.9,-75.4,-0.23,0.19,0.83,0.38,1.2,-0.04
2.157884399000068,12,1741.7,96.3,7.0,-75.5,-0.31,1.22,0.31,0.42,1.18,-0.14
2.1677957179999794,13,1741.71,96.2,7.0,-75.7,-0.77,2.6,0.17,0.36,1.17,-0.17
2.177752503999727,14,1741.72,96.0,7.1,-76.0,-1.5,3.79,0.42,0.25,1.16,-0.08
2.1879109689998586,15,1741.73,95.8,7.2,-76.4,-1.91,4.67,0.64,0.16,1.06,-0.04
2.1978875609997885,16,1741.74,95.5,7.4,-76.9,-2.25,5.37,0.84,0.1,0.99,0.04
2.207932384999822,17,1741.75,95.2,7.5,-77.5,-2.38,5.58,1.01,0.05,0.92,0.13
2.2177699310000207,18,1741.76,94.9,7.7,-78.0,-2.16,5.36,1.15,0.02,0.86,0.13
2.227935769999931,19,1741.77,94.6,7.8,-78.5,-1.75,5.12,1.28,0.02,0.82,0.11
2.237876007000068,20,1741.78,94.4,8.0,-79.0,-1.12,4.8,1.17,0.01,0.78,0.09
2.2478237770001215,21,1741.79,94.2,8.1,-79.5,-0.46,4.4,0.82,-0.01,0.81,0.1
2.2578671339997527,22,1741.8,94.2,8.2,-79.9,-0.23,3.88,0.42,-0.03,0.87,0.07
2.267768939999769,23,1741.81,94.1,8.3,-80.3,-0.41,3.46,0.06,-0.06,0.91,0.05
2.2777442659998997,24,1741.82,94.0,8.3,-80.6,-0.62,2.99,-0.24,-0.11,0.95,0.05
2.2878878789997543,25,1741.83,93.8,8.3,-80.8,-0.91,2.41,-0.48,-0.13,0.92,0.05
2.2979076849997,26,1741.84,93.7,8.2,-81.1,-0.86,1.9,-0.75,-0.14,0.87,0.02
2.3077839709999353,27,1741.85,93.6,8.1,-81.2,-0.77,1.53,-1.0,-0.13,0.84,0.0
2.3177395519996935,28,1741.86,93.5,8.0,-81.4,-0.64,1.2,-1.16,-0.11,0.82,0.01
2.3279117719998794,29,1741.87,93.5,7.9,-81.5,-0.36,0.79,-1.26,-0.1,0.82,0.01
2.3377322229998754,30,1741.88,93.4,7.8,-81.6,-0.07,0.36,-1.24,-0.08,0.84,0.0
2.347954135999771,31,1741.89,93.4,7.7,-81.6,0.13,-0.01,-1.14,-0.07,0.86,-0.01
2.3578711360000852,32,1741.9,93.5,7.6,-81.6,0.2,-0.34,-1.01,-0.07,0.88,-0.04
2.3677275760001066,33,1741.91,93.5,7.5,-81.5,0.16,-0.52,-0.86,-0.05,0.91,-0.06
2.3778411769999366,34,1741.92,93.5,7.4,-81.5,0.05,-0.7,-0.76,-0.03,0.91,-0.08
2.387925682000059,35,1741.93,93.5,7.3,-81.4,-0.1,-0.82,-0.72,-0.01,0.91,-0.1
2.397791121999944,36,1741.94,93.5,7.2,-81.3,-0.26,-0.9,-0.72,0.0,0.9,-0.12
2.4078692190000766,37,1741.95,93.5,7.2,-81.2,-0.39,-0.93,-0.71,0.01,0.9,-0.15
2.4177575499998056,38,1741.96,93.4,7.1,-81.1,-0.45,-0.89,-0.6,0.02,0.91,-0.16
2.4278343850000965,39,1741.97,93.4,7.0,-81.1,-0.5,-0.86,-0.42,0.01,0.92,-0.16
2.437884373000088,40,1741.98,93.4,7.0,-81.0,-0.58,-0.87,-0.23,0.01,0.92,-0.16
2.4478960229998847,41,1741.99,93.3,7.0,-80.9,-0.79,-0.96,-0.01,0.0,0.91,-0.15
2.457848277999801,42,1742.0,93.2,7.0,-80.8,-1.01,-1.12,0.18,-0.02,0.9,-0.13
2.4678114079997613,43,1742.01,93.1,7.0,-80.6,-1.16,-1.37,0.39,-0.05,0.89,-0.12
2.477899098999842,44,1742.02,93.0,7.0,-80.5,-1.22,-1.62,0.58,-0.09,0.85,-0.11
2.4879599789996973,45,1742.03,92.9,7.1,-80.3,-0.95,-1.93,0.75,-0.11,0.82,-0.08
