host_time_s,seq,device_time_s,roll,pitch,yaw,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,belt_length,belt_velocity,belt_acceleration,motor_pos,motor_vel,motor_iq_meas,motor_iq_set,acc_mag,gyro_mag,acc_residual,threshold,heel_strike,hs_count,torque_cmd_nm
2.069290572000682,2,802.54,97.5,5.9,-41.2,-0.04,1.65,-1.05,0.23,0.81,-0.39,-175.8,-62.5,132.0,0.26,1.42,0.03,0.0,0.9279547402756236,1.95616972678753,0.0,0.25,0,0,0.0
2.076438860000053,3,802.55,97.5,5.8,-41.4,0.42,2.32,-1.05,0.22,0.86,-0.34,-176.4,-50.6,75.0,0.28,1.33,0.07,0.0,0.9505787710652915,2.5809494377069844,0.02217155017387451,0.25,0,0,0.0
2.0884150140009297,4,802.56,97.6,5.7,-41.6,1.11,2.77,-1.0,0.2,0.89,-0.29,-176.9,-47.8,56.0,0.29,1.21,0.01,0.0,0.957183368012629,3.147220996371243,0.02820062417878777,0.25,0,0,0.0
2.0963800830013497,5,802.57,97.7,5.7,-42.0,1.58,2.96,-0.88,0.16,0.97,-0.24,-177.4,-40.2,78.0,0.3,0.96,0.18,0.0,1.0119782606360672,3.4687749999099102,0.08133560646618143,0.25,0,0,0.0
2.108412571000372,6,802.58,97.8,5.6,-42.3,1.79,2.97,-0.68,0.12,1.0,-0.26,-177.7,-32.3,71.0,0.31,0.8,0.01,0.0,1.0401922899156675,3.5337515475765984,0.10735864303086606,0.25,0,0,0.0
2.116342004001126,7,802.59,98.0,5.6,-42.5,1.75,2.86,-0.49,0.08,1.0,-0.23,-178.0,-23.4,89.0,0.31,0.51,-0.03,0.0,1.0292230079045066,3.388539508401813,0.09446157379931108,0.25,0,0,0.0
2.128218473000743,8,802.6,98.2,5.6,-42.8,1.46,2.5,-0.41,0.05,0.98,-0.18,-178.2,-14.8,82.0,0.32,0.3,-0.04,0.0,0.9976472322419382,2.9239870040750864,0.06162808217400784,0.25,0,0,0.0
2.136449225999968,9,802.61,98.3,5.6,-43.1,0.96,2.13,-0.52,0.02,0.94,-0.14,-178.2,-4.0,112.0,0.32,-0.05,-0.04,0.0,0.9505787710652915,2.3935120638927225,0.01426842857741395,0.25,0,0,0.0
2.1481748540008994,10,802.62,98.4,5.5,-43.3,0.52,1.75,-0.65,0.0,0.95,-0.13,-178.2,3.4,50.0,0.32,-0.07,-0.04,0.0,0.9588534820294495,1.9378854455307724,0.022092276750740547,0.25,0,0,0.0
2.156255740001143,11,802.63,98.4,5.4,-43.4,0.66,1.52,-0.64,0.0,0.98,-0.08,-178.2,1.7,9.0,0.32,-0.03,-0.07,0.0,0.9832598842625483,1.776400855662933,0.04556870540416247,0.25,0,0,0.0
