host_time_s,seq,device_time_s,roll,pitch,yaw,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,belt_length,belt_velocity,belt_acceleration,motor_pos,motor_vel,motor_iq_meas,motor_iq_set,acc_mag,gyro_mag,gyro_corrected,gyro_side_score,gyro_side_separation,step_period_s,acc_residual,threshold,gyro_threshold,belt_threshold,belt_ok,calibrated,imu_side,imu_heel_strike,heel_strike,hs_count,left_hs_count,right_hs_count,torque_cmd_nm
0.0048447039999928165,2,281.95,95.6,6.3,1.4,0.1,0.0,0.04,0.1,0.98,-0.1,-119.9,0.3,2.0,-1.26,0.0,0.0,0.0,0.990151503558925,0.1077032961426901,0.0,0.0,2.0,0.6,0.0,0.2,1.0,-160.0,0,0,calibrating,0,0,0,0,0,0.0
0.011825084000065544,3,281.96,95.6,6.3,1.4,0.11,0.0,0.04,0.1,0.98,-0.1,-119.9,-0.2,5.0,-1.26,-0.02,0.0,0.0,0.990151503558925,0.11704699910719625,0.0,0.0,2.0,0.6,0.0,0.2,1.0,-160.0,0,0,calibrating,0,0,0,0,0,0.0
0.023872985000025437,4,281.97,95.6,6.3,1.4,0.1,-0.02,0.05,0.1,0.98,-0.1,-119.9,0.5,-5.0,-1.26,0.01,-0.19,0.0,0.990151503558925,0.11357816691600547,0.0,0.0,2.0,0.6,0.0,0.2,1.0,-160.0,0,0,calibrating,0,0,0,0,0,0.0
0.03173509300006572,5,281.98,95.6,6.3,1.4,0.11,-0.05,0.06,0.1,0.98,-0.09,-119.9,-0.2,4.0,-1.26,-0.01,-0.16,0.0,0.9891915891272024,0.13490737563232041,0.0,0.0,2.0,0.6,0.000940716143088105,0.2,1.0,-160.0,0,0,calibrating,0,0,0,0,0,0.0
0.04394092699999419,6,281.99,95.6,6.3,1.4,0.09,-0.08,0.08,0.1,0.98,-0.09,-119.9,0.3,-2.0,-1.26,0.0,0.13,0.0,0.9891915891272024,0.1445683229480096,0.0,0.0,2.0,0.6,0.000921901820226334,0.2,1.0,-160.0,0,0,calibrating,0,0,0,0,0,0.0
0.05388674300002094,7,282.0,95.6,6.3,1.4,0.08,-0.11,0.09,0.1,0.98,-0.09,-119.9,0.0,5.0,-1.26,-0.03,-0.02,0.0,0.9891915891272024,0.16309506430300091,0.0,0.0,2.0,0.6,0.0009034637838217785,0.2,1.0,-160.0,0,0,calibrating,0,0,0,0,0,0.0
0.06370981300005951,8,282.01,95.6,6.3,1.4,0.06,-0.13,0.11,0.1,0.98,-0.09,-119.9,0.0,-2.0,-1.26,0.0,0.08,0.0,0.9891915891272024,0.18055470085267789,0.0,0.0,2.0,0.6,0.0008853945081453984,0.2,1.0,-160.0,0,0,calibrating,0,0,0,0,0,0.0
0.07171901200001685,9,282.02,95.7,6.3,1.4,0.06,-0.14,0.12,0.1,0.98,-0.09,-119.9,-0.1,3.0,-1.26,-0.01,0.0,0.0,0.9891915891272024,0.19390719429665315,0.0,0.0,2.0,0.6,0.0008676866179825327,0.2,1.0,-160.0,0,0,calibrating,0,0,0,0,0,0.0
0.08395047900000918,10,282.03,95.7,6.3,1.4,0.04,-0.16,0.13,0.1,0.98,-0.09,-119.9,0.0,-2.0,-1.26,0.0,-0.09,0.0,0.9891915891272024,0.21,0.0,0.0,2.0,0.6,0.000850332885622862,0.2,1.0,-160.0,0,0,calibrating,0,0,0,0,0,0.0
0.0918282380000619,11,282.04,95.7,6.4,1.5,0.0,-0.19,0.13,0.1,0.98,-0.09,-119.9,0.0,1.0,-1.26,0.0,-0.27,0.0,0.9891915891272024,0.23021728866442678,0.0,0.0,2.0,0.6,0.0008333262279104359,0.2,1.0,-160.0,0,0,calibrating,0,0,0,0,0,0.0
0.10384423499999684,12,282.05,95.7,6.4,1.5,-0.02,-0.22,0.13,0.1,0.98,-0.09,-119.9,0.0,5.0,-1.26,-0.02,0.0,0.0,0.9891915891272024,0.2563201123595259,0.0,0.0,2.0,0.6,0.0008166597033522072,0.2,1.0,-160.0,0,0,calibrating,0,0,0,0,0,0.0
