host_time_s,seq,device_time_s,roll,pitch,yaw,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,belt_length,belt_velocity,belt_acceleration,motor_pos,motor_vel,motor_iq_meas,motor_iq_set,acc_mag,gyro_mag,gyro_corrected,gyro_side_score,gyro_side_separation,dynamic_refractory_s,step_period_s,gait_cycle_s,cadence_spm,gait_speed_ratio,assist_pulse_s,acc_residual,threshold,gyro_threshold,belt_threshold,belt_ok,belt_ready,calibrated,imu_side,imu_heel_strike,heel_strike,hs_count,left_hs_count,right_hs_count,torque_cmd_nm
0.004801351999049075,2,245.02,92.3,6.5,-39.8,0.05,2.53,-0.6,0.02,1.02,0.01,-172.7,21.6,156.0,0.17,-0.61,-0.05,0.0,1.0202450685987166,2.6006537639601315,0.0,0.0,2.0,0.45,0.6,1.2,100.0,1.0,0.18,0.0,0.2,1.0,-160.0,0,1,0,calibrating,0,0,0,0,0,0.0
0.012485383998864563,3,245.03,92.2,6.4,-40.1,0.03,2.33,-0.7,0.01,1.03,0.0,-172.5,30.2,144.0,0.16,-1.03,0.0,0.0,1.030048542545447,2.4330639120253297,0.0,0.0,2.0,0.45,0.6,1.2,100.0,1.0,0.18,0.009607404467795844,0.2,1.0,-160.0,0,1,0,calibrating,0,0,0,0,0,0.0
0.04026729499855719,5,245.05,92.1,6.2,-40.5,-0.16,1.93,-0.82,0.0,1.03,0.0,-171.4,70.1,209.0,0.12,-2.18,0.13,0.0,1.03,2.103069185737835,0.0,0.0,2.0,0.45,0.6,1.2,100.0,1.0,0.18,0.0093676846839017,0.2,1.0,-160.0,0,1,0,calibrating,0,0,0,0,0,0.0
0.04852360599943495,6,245.06,92.1,6.0,-40.7,-0.19,1.71,-0.83,0.0,1.02,-0.01,-170.5,92.5,215.0,0.1,-2.76,0.03,0.0,1.0200490184299968,1.9102617621676876,0.0,0.0,2.0,0.45,0.6,1.2,100.0,1.0,0.18,0.0005716309483794202,0.2,1.0,-160.0,0,1,0,calibrating,0,0,0,0,0,0.0
0.05649381999865,7,245.07,92.0,5.9,-40.9,-0.26,1.54,-0.84,0.01,1.01,-0.02,-169.5,114.4,227.0,0.07,-3.41,-0.1,0.0,1.010247494428964,1.7733583958128711,0.0,0.0,2.0,0.45,0.6,1.2,100.0,1.0,0.18,0.01016569185042382,0.2,1.0,-160.0,0,1,0,calibrating,0,0,0,0,0,0.0
0.0644404319991736,8,245.08,92.0,5.8,-41.0,-0.35,1.43,-0.83,0.02,1.02,-0.02,-168.2,138.4,231.0,0.03,-4.04,0.08,0.0,1.0203920815059278,1.6900591705617882,0.0,0.0,2.0,0.45,0.6,1.2,100.0,1.0,0.18,2.068267799093526e-05,0.2,1.0,-160.0,0,1,0,calibrating,0,0,0,0,0,0.0
0.07215013199856912,9,245.09,91.9,5.7,-41.2,-0.46,1.35,-0.82,0.02,1.01,-0.03,-166.6,161.1,233.0,-0.01,-4.69,-0.01,0.0,1.010643359449811,1.6451443705644804,0.0,0.0,2.0,0.45,0.6,1.2,100.0,1.0,0.18,0.009574016639425365,0.2,1.0,-160.0,0,1,0,calibrating,0,0,0,0,0,0.0
0.08358168099948671,10,245.1,91.8,5.5,-41.3,-0.52,1.27,-0.82,0.03,1.0,-0.03,-164.8,185.6,241.0,-0.06,-5.34,-0.06,0.0,1.0008995953640905,1.5986556852555838,0.0,0.0,2.0,0.45,0.6,1.2,100.0,1.0,0.18,0.018931425110643163,0.2,1.0,-160.0,0,1,0,calibrating,0,0,0,0,0,0.0
0.09222720499928982,11,245.11,91.8,5.4,-41.4,-0.54,1.21,-0.82,0.03,1.0,-0.04,-162.8,211.0,255.0,-0.12,-6.05,-0.08,0.0,1.0012492197250393,1.5582361823549085,0.0,0.0,2.0,0.45,0.6,1.2,100.0,1.0,0.18,0.018210164734700385,0.2,1.0,-160.0,0,1,0,calibrating,0,0,0,0,0,0.0
0.1036361409987876,12,245.12,91.7,5.3,-41.6,-0.52,1.13,-0.81,0.03,1.0,-0.04,-160.5,234.6,232.0,-0.18,-6.65,0.1,0.0,1.0012492197250393,1.4843853947004464,0.0,0.0,2.0,0.45,0.6,1.2,100.0,1.0,0.18,0.017845961440006386,0.2,1.0,-160.0,0,1,0,calibrating,0,0,0,0,0,0.0
0.11236034600005951,13,245.13,91.7,5.2,-41.7,-0.47,1.05,-0.8,0.03,1.0,-0.05,-158.0,255.2,211.0,-0.25,-7.17,-0.03,0.0,1.0016985574512922,1.4012137595670404,0.0,0.0,2.0,0.45,0.6,1.2,100.0,1.0,0.18,0.017048691239478275,0.2,1.0,-160.0,0,1,0,calibrating,0,0,0,0,0,0.0
0.12362257599852455,14,245.14,91.6,5.1,-41.8,-0.4,0.99,-0.82,0.03,0.98,-0.06,-155.3,275.1,204.0,-0.33,-7.72,-0.07,0.0,0.9822932352408826,1.346291201783626,0.0,0.0,2.0,0.45,0.6,1.2,100.0,1.0,0.18,0.03572493318089032,0.2,1.0,-160.0,0,1,0,calibrating,0,0,0,0,0,0.0
0.13235029399947962,15,245.15,91.6,5.0,-41.9,-0.32,0.92,-0.85,0.03,0.97,-0.07,-152.4,296.2,207.0,-0.41,-8.3,0.0,0.0,0.9729850975220535,1.2927876855849145,0.0,0.0,2.0,0.45,0.6,1.2,100.0,1.0,0.18,0.04413240948172481,0.2,1.0,-160.0,0,1,0,calibrating,0,0,0,0,0,0.0
0.14373078499920666,16,245.16,91.6,4.9,-42.0,-0.29,0.88,-0.88,0.03,0.97,-0.08,-149.3,315.7,200.0,-0.5,-8.84,-0.11,0.0,0.973755616158387,1.2778497564267874,0.0,0.0,2.0,0.45,0.6,1.2,100.0,1.0,0.18,0.04249465302848343,0.2,1.0,-160.0,0,1,0,calibrating,0,0,0,0,0,0.0
0.15247691900003701,17,245.17,91.6,4.8,-42.1,-0.27,0.83,-0.9,0.03,0.97,-0.08,-146.0,339.7,243.0,-0.59,-9.57,-0.14,0.0,0.973755616158387,1.2537144810522052,0.0,0.0,2.0,0.45,0.6,1.2,100.0,1.0,0.18,0.041644759967913836,0.2,1.0,-160.0,0,1,0,calibrating,0,0,0,0,0,0.0
0.16365260099883017,18,245.18,91.6,4.7,-42.1,-0.29,0.81,-0.9,0.03,0.97,-0.09,-142.5,362.5,198.0,-0.69,-10.03,-0.02,0.0,0.9746281342132496,1.2450702791409007,0.0,0.0,2.0,0.45,0.6,1.2,100.0,1.0,0.18,0.03995679707479016,0.2,1.0,-160.0,0,1,0,calibrating,0,0,0,0,0,0.0
