host_time_s,seq,device_time_s,roll,pitch,yaw,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,belt_length,belt_velocity,belt_acceleration,motor_pos,motor_vel,motor_iq_meas,motor_iq_set,acc_mag,gyro_mag,gyro_corrected,gyro_side_score,gyro_side_separation,dynamic_refractory_s,step_period_s,gait_cycle_s,cadence_spm,gait_speed_ratio,assist_pulse_s,acc_residual,threshold,gyro_threshold,belt_threshold,belt_ok,belt_ready,calibrated,imu_side,imu_heel_strike,heel_strike,hs_count,left_hs_count,right_hs_count,torque_cmd_nm
0.007861056999900029,1,133.23,93.5,2.5,-10.2,-0.49,-3.52,0.17,0.19,0.89,-0.05,-105.1,-3.0,0.0,-1.66,0.06,-0.06,0.0,0.9114274518577987,3.558005059018326,0.0,0.0,2.0,0.45,0.6,1.2,100.0,1.0,0.18,0.0,0.2,1.0,-160.0,0,1,0,calibrating,0,0,0,0,0,0.0
0.016044928999690455,2,133.24,93.5,2.5,-9.9,-0.29,-2.93,0.28,0.19,0.91,-0.05,-105.1,-2.5,-7.0,-1.66,0.09,-0.07,0.0,0.9309672389509741,2.9576003786853966,0.0,0.0,2.0,0.45,0.6,1.2,100.0,1.0,0.18,0.019148991351311873,0.2,1.0,-160.0,0,1,0,calibrating,0,0,0,0,0,0.0
0.024092900999676203,3,133.25,93.5,2.6,-9.6,-0.11,-2.35,0.42,0.19,0.94,-0.04,-105.2,-4.6,-18.0,-1.66,0.16,0.11,0.0,0.9598437372822725,2.3897698633968925,0.0,0.0,2.0,0.45,0.6,1.2,100.0,1.0,0.18,0.04706497988895786,0.2,1.0,-160.0,0,1,0,calibrating,0,0,0,0,0,0.0
0.03185596900038945,4,133.26,93.5,2.6,-9.4,-0.04,-1.92,0.6,0.19,0.97,-0.04,-105.2,-8.4,-46.0,-1.65,0.34,0.27,0.0,0.9892421341612982,2.011964214393487,0.0,0.0,2.0,0.45,0.6,1.2,100.0,1.0,0.18,0.07493410923262411,0.2,1.0,-160.0,0,1,0,calibrating,0,0,0,0,0,0.0
0.04349132099923736,5,133.27,93.5,2.7,-9.2,-0.11,-1.57,0.75,0.18,0.99,-0.04,-105.4,-19.9,-100.0,-1.65,0.69,-0.03,0.0,1.0070253224224304,1.7434161866863576,0.0,0.0,2.0,0.45,0.6,1.2,100.0,1.0,0.18,0.09086295154388113,0.2,1.0,-160.0,0,1,0,calibrating,0,0,0,0,0,0.0
0.052110653999989154,6,133.28,93.4,2.7,-9.1,-0.28,-1.28,0.83,0.17,0.99,-0.04,-105.7,-32.2,-115.0,-1.64,1.03,0.05,0.0,1.0052860289489753,1.5510319145652678,0.0,0.0,2.0,0.45,0.6,1.2,100.0,1.0,0.18,0.08734118490901754,0.2,1.0,-160.0,0,1,0,calibrating,0,0,0,0,0,0.0
0.06356857500031765,7,133.29,93.4,2.9,-8.9,-0.5,-1.04,0.86,0.18,0.97,-0.04,-106.1,-41.6,-85.0,-1.63,1.2,0.06,0.0,0.9873702446397704,1.4391664254004817,0.0,0.0,2.0,0.45,0.6,1.2,100.0,1.0,0.18,0.06803689258781631,0.2,1.0,-160.0,0,1,0,calibrating,0,0,0,0,0,0.0
0.07182045199988352,8,133.3,93.4,3.0,-8.8,-0.66,-0.84,0.83,0.19,0.96,-0.06,-106.5,-46.3,-47.0,-1.62,1.27,-0.07,0.0,0.9804590761474953,1.3528118864054972,0.0,0.0,2.0,0.45,0.6,1.2,100.0,1.0,0.18,0.05990320961363038,0.2,1.0,-160.0,0,1,0,calibrating,0,0,0,0,0,0.0
0.08351481099998637,9,133.31,93.3,3.1,-8.8,-0.74,-0.6,0.76,0.2,0.96,-0.07,-107.0,-46.6,-21.0,-1.6,1.29,-0.09,0.0,0.9831073186585481,1.2186878189265697,0.0,0.0,2.0,0.45,0.6,1.2,100.0,1.0,0.18,0.061300423082189526,0.2,1.0,-160.0,0,1,0,calibrating,0,0,0,0,0,0.0
0.09203020799941442,10,133.32,93.2,3.2,-8.7,-0.78,-0.24,0.69,0.2,0.98,-0.08,-107.5,-48.2,-11.0,-1.59,1.31,-0.14,0.0,1.0033942395688744,1.0686907878334124,0.0,0.0,2.0,0.45,0.6,1.2,100.0,1.0,0.18,0.07995559711266553,0.2,1.0,-160.0,0,1,0,calibrating,0,0,0,0,0,0.0
0.10341239599983965,11,133.33,93.1,3.2,-8.7,-0.83,0.13,0.66,0.2,0.98,-0.1,-107.9,-48.6,-1.0,-1.58,1.31,-0.02,0.0,1.005186549850325,1.068363234110946,0.0,0.0,2.0,0.45,0.6,1.2,100.0,1.0,0.18,0.0801129492462338,0.2,1.0,-160.0,0,1,0,calibrating,0,0,0,0,0,0.0
0.11189716499939095,12,133.34,93.0,3.3,-8.7,-0.91,0.47,0.64,0.18,0.99,-0.11,-108.4,-47.6,5.0,-1.56,1.28,-0.03,0.0,1.0122252713699653,1.2077251342917394,0.0,0.0,2.0,0.45,0.6,1.2,100.0,1.0,0.18,0.0854086373505567,0.2,1.0,-160.0,0,1,0,calibrating,0,0,0,0,0,0.0
0.12332236799920793,13,133.35,92.9,3.4,-8.8,-1.02,0.76,0.65,0.15,0.99,-0.11,-108.9,-44.4,35.0,-1.55,1.12,-0.17,0.0,1.007323185477233,1.4284607099952031,0.0,0.0,2.0,0.45,0.6,1.2,100.0,1.0,0.18,0.07889642042866796,0.2,1.0,-160.0,0,1,0,calibrating,0,0,0,0,0,0.0
0.1316420660004951,14,133.36,92.9,3.5,-8.9,-1.04,0.86,0.7,0.13,0.99,-0.11,-109.3,-39.7,35.0,-1.54,1.03,0.18,0.0,1.0045396955820114,1.5202631351183913,0.0,0.0,2.0,0.45,0.6,1.2,100.0,1.0,0.18,0.07459067192277713,0.2,1.0,-160.0,0,1,0,calibrating,0,0,0,0,0,0.0
0.14370407599926693,15,133.37,92.8,3.6,-9.0,-1.12,0.94,0.75,0.11,0.98,-0.11,-109.6,-36.7,30.0,-1.53,0.97,0.03,0.0,0.9922701245124737,1.6433198106272557,0.0,0.0,2.0,0.45,0.6,1.2,100.0,1.0,0.18,0.06107467883617479,0.2,1.0,-160.0,0,1,0,calibrating,0,0,0,0,0,0.0
