speed_mps,assist_count,acc_peak_p10_ms,acc_peak_median_ms,acc_peak_p90_ms,motor_response_median_ms,pulse_median_ms,belt_minimum_median_ms,belt_cross_to_hs_median_ms
0.4,26,10.240850000059254,39.827977499953704,109.86718449998989,20.008004000146684,289.40550795000485,404.39502449987685,714.30293349988
0.6,30,7.895587500183868,40.039883499957796,53.27925999999936,19.981438000058915,240.38723733749524,320.09745049992944,651.6762134999681
0.8,36,0.0,59.01015400002052,71.67231750008796,19.96853100001772,199.50343770000813,301.2082795000879,536.7943074999175
1.0,41,40.031388999977935,60.12895499998194,79.91932499999166,19.971595499896466,184.5896296499745,200.01616199988348,489.1229840000051
