host_time_s,seq,device_time_s,roll,pitch,yaw,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,belt_length,belt_velocity,belt_acceleration,motor_pos,motor_vel,motor_iq_meas,motor_iq_set,acc_mag,gyro_mag,gyro_corrected,gyro_side_score,gyro_side_separation,step_period_s,gait_cycle_s,cadence_spm,gait_speed_ratio,assist_pulse_s,acc_residual,threshold,gyro_threshold,belt_threshold,belt_ok,calibrated,imu_side,imu_heel_strike,heel_strike,hs_count,left_hs_count,right_hs_count,torque_cmd_nm
0.007606557999906727,1,1179.13,92.7,6.0,-106.2,-1.14,0.54,-0.46,0.08,0.95,-0.09,-193.1,336.1,30.0,0.65,-8.33,-0.03,0.0,0.957601169589929,1.342683879399764,0.0,0.0,2.0,0.6,1.2,100.0,1.0,0.18,0.0,0.2,1.0,-160.0,0,0,calibrating,0,0,0,0,0,0.0
0.01640367099980722,2,1179.14,92.6,5.9,-106.3,-1.12,0.57,-0.46,0.07,0.92,-0.1,-188.8,299.2,-66.0,0.57,-8.36,0.01,0.0,0.9280624978954812,1.3382451195502265,0.0,0.0,2.0,0.6,1.2,100.0,1.0,0.18,0.02894789826055888,0.2,1.0,-160.0,0,0,calibrating,0,0,0,0,0,0.0
0.02432902999998987,3,1179.15,92.6,5.9,-106.3,-0.97,0.57,-0.52,0.06,0.92,-0.1,-185.6,319.9,122.0,0.48,-8.98,-0.19,0.0,0.9273618495495705,1.2394353553130555,0.0,0.0,2.0,0.6,1.2,100.0,1.0,0.18,0.02905557567434025,0.2,1.0,-160.0,0,0,calibrating,0,0,0,0,0,0.0
0.03250544699994862,4,1179.16,92.5,5.8,-106.4,-1.08,0.56,-0.42,0.05,0.91,-0.1,-182.2,346.8,231.0,0.38,-9.78,-0.23,0.0,0.9168424073961675,1.2870120434556935,0.0,0.0,2.0,0.6,1.2,100.0,1.0,0.18,0.038783517471188356,0.2,1.0,-160.0,0,0,calibrating,0,0,0,0,0,0.0
0.04376639699989937,5,1179.17,92.4,5.7,-106.4,-0.95,0.49,-0.36,0.03,0.89,-0.1,-178.6,371.5,211.0,0.28,-10.31,0.1,0.0,0.8961026726887941,1.1279184367674817,0.0,0.0,2.0,0.6,1.2,100.0,1.0,0.18,0.05833278713499057,0.2,1.0,-160.0,0,0,calibrating,0,0,0,0,0,0.0
0.05251217499994709,6,1179.18,92.4,5.7,-106.5,-0.78,0.37,-0.29,0.03,0.87,-0.1,-174.8,391.6,223.0,0.18,-10.95,-0.01,0.0,0.8762419757121888,0.9107140056021978,0.0,0.0,2.0,0.6,1.2,100.0,1.0,0.18,0.076629614429364,0.2,1.0,-160.0,0,0,calibrating,0,0,0,0,0,0.0
0.06348490199980006,7,1179.19,92.4,5.6,-106.5,-0.58,0.2,-0.21,0.03,0.88,-0.1,-170.7,416.8,221.0,0.06,-11.54,0.02,0.0,0.886171540955813,0.6484597134749389,0.0,0.0,2.0,0.6,1.2,100.0,1.0,0.18,0.06536604820202496,0.2,1.0,-160.0,0,0,calibrating,0,0,0,0,0,0.0
0.07233845999985533,8,1179.2,92.3,5.6,-106.5,-0.48,0.07,-0.12,0.02,0.89,-0.11,-166.4,432.3,187.0,-0.05,-12.01,-0.04,0.0,0.8969949832635632,0.4996999099459594,0.0,0.0,2.0,0.6,1.2,100.0,1.0,0.18,0.05345175377638922,0.2,1.0,-160.0,0,0,calibrating,0,0,0,0,0,0.0
0.08363672099994801,9,1179.21,92.3,5.6,-106.5,-0.52,-0.02,-0.03,0.0,0.89,-0.13,-161.9,458.7,240.0,-0.17,-12.74,0.0,0.0,0.8994442728707543,0.521248501196886,0.0,0.0,2.0,0.6,1.2,100.0,1.0,0.18,0.04998241488581412,0.2,1.0,-160.0,0,0,calibrating,0,0,0,0,0,0.0
0.09220686999992722,10,1179.22,92.2,5.6,-106.5,-0.64,-0.1,0.03,-0.01,0.9,-0.13,-157.2,476.4,181.0,-0.3,-13.14,0.1,0.0,0.9093954035511727,0.648459713474939,0.0,0.0,2.0,0.6,1.2,100.0,1.0,0.18,0.03923065852128793,0.2,1.0,-160.0,0,0,calibrating,0,0,0,0,0,0.0
