host_time_s,seq,device_time_s,roll,pitch,yaw,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,belt_length,belt_velocity,belt_acceleration,motor_belt_length,motor_pos,motor_vel,motor_iq_meas,motor_iq_set,acc_mag,gyro_mag,acc_residual,threshold,heel_strike,hs_count,torque_cmd_nm
3.0772789160000684,3,4691.86,-12.6,3.7,-108.6,0.54,0.13,0.18,0.05,-0.21,0.97,-81.5,-0.2,-2.0,-2.3,-2.3,0.01,0.14,0.0,0.9937303457175894,0.5838664230798,0.0,0.28,0,0,0.0
3.0886915750006665,4,4691.87,-12.6,3.7,-108.6,0.65,0.07,0.21,0.05,-0.22,0.97,-81.5,-0.1,5.0,-2.3,-2.3,-0.02,-0.01,0.0,0.9958915603618699,0.6866585760041157,0.002117990351394816,0.28,0,0,0.0
3.0988710999999967,5,4691.88,-12.5,3.7,-108.6,0.72,0.01,0.27,0.04,-0.22,0.98,-81.5,0.1,-2.0,-2.3,-2.3,0.0,-0.03,0.0,1.005186549850325,0.7690253571892152,0.011184720243052948,0.28,0,0,0.0
3.107452234000448,6,4691.89,-12.4,3.7,-108.6,0.78,-0.01,0.32,0.03,-0.21,0.97,-81.5,0.0,2.0,-2.3,-2.3,-0.01,-0.01,0.0,0.9929249719893241,0.8431488599292536,0.0010553204655889825,0.28,0,0,0.0
3.1182752290005737,7,4691.9,-12.3,3.6,-108.7,0.79,-0.01,0.35,0.04,-0.19,0.98,-81.5,0.1,-3.0,-2.3,-2.3,0.01,-0.03,0.0,0.9990495483208027,0.8641180474911978,0.0049678707485718565,0.28,0,0,0.0
3.1275545010003043,8,4691.91,-12.3,3.6,-108.7,0.79,-0.01,0.35,0.04,-0.19,0.98,-81.5,0.3,1.0,-2.3,-2.3,-0.02,0.2,0.0,0.9990495483208027,0.8641180474911978,0.004868513333600388,0.28,0,0,0.0
3.1387994810002056,9,4691.92,-12.2,3.6,-108.7,0.75,0.0,0.36,0.04,-0.18,0.99,-81.5,0.3,0.0,-2.3,-2.3,0.0,-0.08,0.0,1.0070253224224304,0.8319254774317228,0.012587401686523503,0.28,0,0,0.0
3.147686100000101,10,4691.93,-12.0,3.6,-108.8,0.58,-0.01,0.4,0.03,-0.18,0.98,-81.5,0.0,-4.0,-2.3,-2.3,0.0,-0.09,0.0,0.9968450230602548,0.7046275611981127,0.0023589602778609775,0.28,0,0,0.0
3.158828843000265,11,4691.94,-12.0,3.6,-108.8,0.58,-0.01,0.4,0.03,-0.18,0.98,-81.5,0.4,2.0,-2.3,-2.3,-0.01,0.0,0.0,0.9968450230602548,0.7046275611981127,0.002311781072303787,0.28,0,0,0.0
3.167475188000026,12,4691.95,-11.9,3.5,-108.9,0.55,-0.02,0.45,0.04,-0.2,0.98,-81.5,0.1,-2.0,-2.3,-2.3,0.0,-0.09,0.0,1.000999500499376,0.7109149034870489,0.006336933341196449,0.28,0,0,0.0
3.1789255260000573,13,4691.96,-11.8,3.5,-108.9,0.62,-0.04,0.43,0.05,-0.21,0.97,-81.5,0.0,0.0,-2.3,-2.3,0.0,0.0,0.0,0.9937303457175894,0.7555792479945436,0.0009135770117781883,0.28,0,0,0.0
3.1876531460002298,14,4691.97,-11.8,3.5,-108.9,0.62,-0.04,0.43,0.05,-0.21,0.97,-81.5,0.3,3.0,-2.3,-2.3,0.0,-0.04,0.0,0.9937303457175894,0.7555792479945436,0.0008953054715425957,0.28,0,0,0.0
3.19879245500033,15,4691.98,-11.7,3.5,-109.0,0.77,-0.07,0.38,0.05,-0.21,0.97,-81.5,-0.1,0.0,-2.3,-2.3,0.0,0.11,0.0,0.9937303457175894,0.8615103017375938,0.0008773993621117304,0.28,0,0,0.0
