speed_mps,spectral_gait_cycle_s,code_gait_cycle_s,spectral_cadence_spm,code_cadence_spm,imu_events,expected_steps,imu_event_coverage_pct,alternation_pct,belt_agreement_pct,torque_events,belt_stride_minima,torque_coverage_pct,pulse_min_s,pulse_median_s,pulse_max_s
0.4,1.919239058200421,1.0797935400000824,62.5247800618013,111.13235591314135,68,54.18349967070129,125.49946093048273,73.13432835820896,83.82352941176471,27,27,100.0,0.1799881462179506,0.2024874594103951,0.21753151929247055
0.6,1.5714305188611104,1.5600740199997745,76.36354172818893,76.9194271948823,65,66.17274060921473,98.22775874413244,90.625,89.23076923076924,24,32,75.0,0.14783287712254642,0.1892329151371392,0.20859489153859762
0.8,1.3259419918938886,1.3203762539997115,90.5016967059018,90.88318548329954,75,78.4226159045438,95.63567745724038,97.2972972972973,97.33333333333334,34,39,87.17948717948718,0.14599772276549008,0.16063048865593868,0.17032417746103268
1.0,1.2370573296675502,1.2244638600000144,97.00439674226665,98.00207578196598,81,84.05707437176312,96.36309686649044,92.5,97.53086419753086,41,42,97.61904761904762,0.17777977606157744,0.18771896522858403,0.1963286341020053
