host_time_s,seq,device_time_s,roll,pitch,yaw,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,belt_length,belt_velocity,belt_acceleration,motor_pos,motor_vel,motor_iq_meas,motor_iq_set,acc_mag,gyro_mag,acc_residual,threshold,heel_strike,hs_count,torque_cmd_nm
3.0706900189998123,1,753.86,99.9,5.1,-40.8,-1.31,1.08,-0.08,0.0,1.04,-0.16,-100.8,-90.3,74.0,-1.76,2.19,0.21,0.0,1.0522357150372725,1.6996764397967046,0.0,0.35,0,0,0.0
3.0797284970012697,2,753.87,99.7,5.1,-40.9,-1.36,0.97,-0.09,0.01,1.0,-0.16,-101.9,-73.9,83.0,-1.74,2.02,-0.08,0.0,1.012768482921936,1.6729016707505557,0.038677887473029804,0.35,0,0,0.0
3.1075378880013886,5,753.9,99.4,5.0,-41.2,-1.05,0.73,-0.13,0.04,0.95,-0.18,-104.3,-87.6,-54.0,-1.67,2.51,0.0,0.0,0.9677293009927931,1.2854182198802069,0.08204272801412926,0.35,0,0,0.0
3.1155007510005817,6,753.91,99.3,5.0,-41.2,-0.97,0.66,-0.11,0.05,0.94,-0.18,-105.2,-97.2,-93.0,-1.64,2.83,0.2,0.0,0.9583840566286566,1.1783887304281215,0.08956021293070049,0.35,0,0,0.0
3.1265150690014707,7,753.92,99.2,5.0,-41.3,-0.8,0.63,-0.14,0.05,0.93,-0.2,-106.3,-109.9,-117.0,-1.61,3.18,0.04,0.0,0.9525754563287887,1.0278618584226191,0.09346143696595699,0.35,0,0,0.0
3.135541182000452,8,753.93,99.1,4.9,-41.4,-0.72,0.65,-0.18,0.05,0.96,-0.21,-107.5,-123.4,-133.0,-1.58,3.59,-0.2,0.0,0.9839715443040007,0.9865596788841514,0.06082404201093006,0.35,0,0,0.0
3.1462720039999112,9,753.94,99.1,4.9,-41.4,-0.86,0.72,-0.19,0.04,0.98,-0.22,-108.8,-138.7,-139.0,-1.54,3.96,0.09,0.0,1.005186549850325,1.13758516164725,0.03881685573531368,0.35,0,0,0.0
3.15560226100024,10,753.95,99.0,4.9,-41.5,-1.07,0.8,-0.14,0.03,0.98,-0.21,-110.3,-151.8,-136.0,-1.49,4.32,-0.02,0.0,1.00269636480841,1.3433167906342867,0.040480899961684136,0.35,0,0,0.0
3.16615505000118,11,753.96,98.9,4.8,-41.6,-1.35,0.81,-0.05,0.02,0.98,-0.19,-111.9,-164.3,-121.0,-1.45,4.64,0.01,0.0,0.9984487968844471,1.5751507864328418,0.04383389852793407,0.35,0,0,0.0
3.175609116000487,12,753.97,98.8,4.8,-41.7,-1.39,0.72,0.0,0.01,0.94,-0.17,-113.6,-176.7,-130.0,-1.4,5.01,0.05,0.0,0.9553009996854395,1.5654072952429985,0.0852420618124029,0.35,0,0,0.0
3.1860908360013127,13,753.98,98.7,4.8,-41.7,-1.21,0.61,0.0,0.02,0.92,-0.16,-115.5,-188.7,-110.0,-1.35,5.28,-0.05,0.0,0.9340235543068494,1.3550645741070793,0.10438911704717313,0.35,0,0,0.0
3.1956293920011376,14,753.99,98.6,4.8,-41.8,-1.01,0.51,0.0,0.02,0.92,-0.16,-117.4,-197.9,-90.0,-1.29,5.47,0.12,0.0,0.9340235543068494,1.1314592347937242,0.1023013347062296,0.35,0,0,0.0
3.2099296910000703,15,754.0,98.5,4.7,-41.8,-0.84,0.43,0.02,0.03,0.92,-0.16,-119.7,-203.7,-57.0,-1.22,5.59,-0.1,0.0,0.9342911751697112,0.9438749917229504,0.09999303956650052,0.35,0,0,0.0
3.219565794001028,16,754.01,98.4,4.7,-41.9,-0.25,0.19,0.0,0.03,0.94,-0.18,-122.5,-206.5,-28.0,-1.16,5.61,0.02,0.0,0.9575489543621255,0.31400636936215165,0.07520055516660451,0.35,0,0,0.0
3.227518804000283,17,754.02,98.4,4.7,-41.9,0.07,0.04,0.0,0.03,0.97,-0.2,-124.6,-205.9,-1.0,-1.1,5.57,0.17,0.0,0.9908582138732059,0.0806225774829855,0.04105346974241353,0.35,0,0,0.0
3.23972089200106,18,754.03,98.5,4.7,-41.9,0.16,-0.03,0.06,0.04,1.0,-0.23,-126.6,-201.4,41.0,-1.05,5.37,-0.16,0.0,1.0268885041717042,0.17349351572897473,0.004922715855036897,0.35,0,0,0.0
3.2477611120011716,19,754.04,98.5,4.6,-41.9,0.05,-0.07,0.15,0.04,1.01,-0.24,-128.6,-192.9,76.0,-1.0,5.12,-0.2,0.0,1.0388936422945325,0.17291616465790582,0.006940773822435631,0.35,0,0,0.0
3.2596427150001546,20,754.05,98.6,4.6,-41.9,-0.2,-0.09,0.26,0.04,1.0,-0.25,-130.5,-182.9,87.0,-0.95,4.87,0.01,0.0,1.0315522284402279,0.340147027033899,0.0003926272312315682,0.35,0,0,0.0
3.267720628000461,21,754.06,98.6,4.7,-41.8,-0.42,-0.07,0.34,0.04,0.97,-0.26,-132.2,-174.6,82.0,-0.9,4.64,-0.12,0.0,1.0050373127401788,0.5448853090330111,0.026369392072655096,0.35,0,0,0.0
3.2796732620008697,22,754.07,98.5,4.7,-41.8,-0.43,-0.03,0.35,0.03,0.93,-0.26,-133.9,-166.2,87.0,-0.86,4.4,-0.16,0.0,0.9661262857411551,0.5552476924760696,0.06397481069024524,0.35,0,0,0.0
3.287464576000275,23,754.08,98.5,4.7,-41.8,-0.14,0.0,0.25,0.03,0.91,-0.26,-135.5,-156.7,96.0,-0.81,4.12,-0.08,0.0,0.9468896451012653,0.2865309756378881,0.0815472223035324,0.35,0,0,0.0
3.2997708399998373,24,754.09,98.5,4.7,-41.8,-0.14,0.0,0.25,0.03,0.91,-0.26,-136.9,-147.1,100.0,-0.78,3.88,-0.07,0.0,0.9468896451012653,0.2865309756378881,0.07991627785746169,0.35,0,0,0.0
3.307684342000357,25,754.1,98.5,4.7,-41.8,0.05,0.0,0.18,0.05,0.93,-0.26,-138.3,-136.7,96.0,-0.74,3.61,-0.02,0.0,0.9669539802906858,0.18681541692269404,0.058654903814680304,0.35,0,0,0.0
3.3196279590010818,26,754.11,98.5,4.8,-41.8,-0.29,0.09,0.36,0.05,0.93,-0.25,-139.6,-127.8,90.0,-0.71,3.37,-0.15,0.0,0.9643132271207318,0.4709564735726647,0.06006974384494157,0.35,0,0,0.0
3.327584411001226,27,754.12,98.5,4.8,-41.8,-0.19,0.13,0.43,0.05,0.91,-0.23,-140.8,-119.7,82.0,-0.67,3.16,-0.67,0.0,0.939946807005588,0.4877499359302879,0.08274744068088358,0.35,0,0,0.0
3.3395691250007076,28,754.13,98.6,4.9,-41.8,0.34,0.21,0.37,0.05,0.9,-0.22,-142.0,-114.6,50.0,-0.64,3.08,0.02,0.0,0.9278469701410896,0.5446099521676041,0.09295033199447422,0.35,0,0,0.0
3.347649637000359,29,754.14,98.7,4.9,-41.8,0.78,0.28,0.26,0.06,0.94,-0.21,-143.1,-113.3,16.0,-0.61,3.09,-0.11,0.0,0.9650388593212192,0.8685620300243386,0.05464327395805768,0.35,0,0,0.0
3.3596025630013173,30,754.15,98.8,4.9,-41.9,0.68,0.32,0.29,0.08,1.0,-0.22,-144.1,-114.5,-9.0,-0.58,3.16,0.03,0.0,1.0270345661174214,0.8055432949258532,0.007205384181381502,0.35,0,0,0.0
