host_time_s,seq,device_time_s,roll,pitch,yaw,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z
2.07239158099992,1,1541.44,-85.2,5.3,-72.9,-0.9,-0.86,0.32,0.48,-1.17,0.05
2.0779504520000955,2,1541.45,-85.8,5.4,-73.8,-2.13,-5.45,-0.23,0.27,-0.92,-0.01
2.0885211230001914,3,1541.46,-86.1,5.4,-74.4,-1.99,-6.04,-0.45,0.2,-0.83,-0.15
2.098344398000336,4,1541.47,-86.3,5.5,-75.0,-1.8,-5.96,-0.67,0.16,-0.77,-0.21
2.10821738300001,5,1541.48,-86.5,5.6,-75.6,-1.32,-5.52,-0.84,0.1,-0.77,-0.17
2.11825855699999,6,1541.49,-86.7,5.8,-76.1,-0.74,-5.13,-0.98,0.04,-0.79,-0.1
2.1284009080000033,7,1541.5,-86.8,5.9,-76.6,-0.33,-4.91,-0.95,-0.03,-0.84,-0.07
2.1381561790003616,8,1541.51,-86.8,5.9,-76.6,-0.33,-4.91,-0.95,-0.03,-0.84,-0.07
2.1484120530003565,9,1541.52,-86.9,6.0,-77.1,-0.26,-4.78,-0.75,-0.08,-0.92,-0.07
2.1579876830001012,10,1541.53,-87.0,6.1,-77.6,-0.68,-4.48,-0.49,-0.12,-1.01,-0.11
2.16815012699999,11,1541.54,-87.1,6.1,-78.0,-1.57,-3.86,-0.16,-0.16,-1.03,-0.12
2.1783439670002736,12,1541.55,-87.3,6.2,-78.3,-2.06,-3.3,0.23,-0.14,-0.99,-0.06
2.1881220630002645,13,1541.56,-87.6,6.1,-78.7,-2.05,-3.0,0.63,-0.1,-0.93,-0.02
2.198263354000119,14,1541.57,-87.8,6.1,-78.9,-1.76,-2.79,0.94,-0.06,-0.89,0.0
2.2081960740001705,15,1541.58,-88.0,6.0,-79.2,-1.5,-2.57,1.09,-0.03,-0.87,-0.01
2.2179709870001716,16,1541.59,-88.2,5.9,-79.5,-1.28,-2.27,1.14,-0.01,-0.87,-0.01
2.228336675000264,17,1541.6,-88.3,5.7,-79.7,-1.13,-2.0,1.05,0.0,-0.88,0.0
2.2381399840000995,18,1541.61,-88.5,5.5,-79.9,-1.01,-1.75,0.94,-0.02,-0.9,0.0
2.248116583999945,19,1541.62,-88.6,5.5,-80.0,-0.92,-1.46,0.81,-0.04,-0.92,0.0
2.258054400000219,20,1541.63,-88.7,5.4,-80.2,-0.92,-1.16,0.7,-0.06,-0.93,0.01
2.2682328760001838,21,1541.64,-88.8,5.3,-80.3,-1.02,-0.85,0.65,-0.08,-0.93,0.01
2.278111342000102,22,1541.65,-88.9,5.3,-80.3,-1.19,-0.54,0.7,-0.09,-0.91,0.02
2.288075372000094,23,1541.66,-89.0,5.2,-80.4,-1.34,-0.27,0.79,-0.09,-0.9,0.04
2.2983268370003316,24,1541.67,-89.2,5.1,-80.4,-1.32,-0.06,0.87,-0.08,-0.89,0.07
2.3081346280000616,25,1541.68,-89.3,5.0,-80.4,-1.14,0.08,0.87,-0.07,-0.9,0.09
2.317987113000072,26,1541.69,-89.4,4.9,-80.4,-0.92,0.24,0.75,-0.05,-0.92,0.11
2.328434574000312,27,1541.7,-89.5,4.9,-80.4,-0.81,0.31,0.58,-0.03,-0.92,0.14
2.33815566200019,28,1541.71,-89.6,4.8,-80.3,-0.88,0.35,0.39,-0.02,-0.92,0.15
2.3480627150001965,29,1541.72,-89.7,4.8,-80.3,-1.12,0.4,0.15,-0.03,-0.91,0.15
2.358309119000296,30,1541.73,-89.8,4.8,-80.2,-1.37,0.58,-0.13,-0.06,-0.89,0.12
2.3683827660001953,31,1541.74,-89.9,4.8,-80.2,-1.46,0.99,-0.45,-0.09,-0.85,0.09
2.3779906409999967,32,1541.75,-90.0,4.9,-80.0,-1.23,1.56,-0.72,-0.13,-0.81,0.08
2.3882345020001594,33,1541.76,-90.1,5.0,-79.8,-0.63,2.2,-0.87,-0.18,-0.76,0.09
2.3981153409999934,34,1541.77,-90.1,5.0,-79.6,0.29,2.82,-0.84,-0.21,-0.73,0.11
2.4080758029999743,35,1541.78,-90.0,5.1,-79.3,1.3,3.2,-0.66,-0.21,-0.75,0.13
2.4180833880000137,36,1541.79,-89.8,5.2,-78.9,1.8,3.32,-0.52,-0.19,-0.83,0.13
2.428133085000354,37,1541.8,-89.6,5.2,-78.6,1.98,3.31,-0.39,-0.16,-0.87,0.14
2.4379846980000366,38,1541.81,-89.3,5.2,-78.3,2.3,3.18,-0.17,-0.1,-0.91,0.13
2.448370339000121,39,1541.82,-89.1,5.2,-78.0,2.34,2.91,0.04,-0.03,-0.97,0.12
2.458059225999932,40,1541.83,-88.8,5.2,-77.7,2.17,2.35,0.3,0.04,-1.02,0.14
2.4680102320003243,41,1541.84,-88.6,5.2,-77.5,1.39,1.44,0.51,0.11,-1.07,0.18
2.478312618000018,42,1541.85,-88.5,5.1,-77.4,0.18,0.3,0.66,0.18,-1.07,0.22
2.4882522749999225,43,1541.86,-88.6,5.0,-77.5,-0.65,-0.44,0.75,0.24,-0.99,0.24
2.497989190000226,44,1541.87,-88.7,5.0,-77.5,-0.88,-0.66,0.61,0.19,-0.92,0.26
2.5084272440003588,45,1541.88,-88.7,4.9,-77.6,-0.26,-0.52,0.46,0.07,-0.82,0.13
2.518092249000347,46,1541.89,-88.6,4.8,-77.6,2.4,0.57,1.0,0.01,-0.7,-0.09
2.5281632220003303,47,1541.9,-88.2,4.7,-77.5,5.83,1.17,2.08,0.16,-0.94,-0.01
2.537997658000222,48,1541.91,-87.5,4.5,-77.4,7.37,0.61,2.97,0.2,-1.24,0.16
2.5484601719999773,49,1541.92,-86.7,4.1,-77.4,7.66,-0.98,4.08,0.17,-1.42,0.21
2.557981824000308,50,1541.93,-86.0,3.7,-77.7,5.72,-2.55,5.12,0.09,-1.66,0.12
2.56812365199994,51,1541.94,-85.7,3.2,-78.0,1.69,-3.19,4.98,0.02,-1.84,-0.04
2.5783084970003074,52,1541.95,-85.7,2.7,-78.3,-0.82,-2.85,3.95,0.01,-1.71,-0.24
2.588162461000138,53,1541.96,-85.8,2.4,-78.6,-0.64,-1.63,2.85,-0.04,-1.52,-0.33
2.598036608000257,54,1541.97,-85.8,2.2,-78.7,0.56,-0.74,1.92,-0.1,-1.41,-0.28
2.6082320310001705,55,1541.98,-85.8,2.1,-78.8,0.41,-0.08,1.0,-0.16,-1.33,-0.33
2.6181485720003366,56,1541.99,-85.8,2.0,-78.7,-0.48,1.16,0.39,-0.18,-1.16,-0.43
2.6282145640002454,57,1542.0,-85.9,1.9,-78.5,-1.15,2.97,0.25,-0.19,-1.0,-0.44
2.6381383770003595,58,1542.01,-86.0,1.9,-78.1,-1.33,4.36,0.33,-0.22,-0.93,-0.33
2.6482275900002605,59,1542.02,-86.1,1.8,-77.6,-1.2,5.36,0.72,-0.26,-0.84,-0.27
2.658006183999987,60,1542.03,-86.2,1.7,-77.1,-1.07,5.77,1.2,-0.2,-0.89,-0.18
2.6682505050002874,61,1542.04,-86.3,1.5,-76.5,-1.69,5.51,1.35,-0.07,-1.01,-0.06
2.678345138000168,62,1542.05,-86.5,1.3,-76.0,-2.42,4.92,1.21,0.06,-1.05,-0.01
2.688141131000066,63,1542.06,-86.8,1.2,-75.6,-2.69,4.36,0.89,0.19,-1.06,0.0
2.6981464860000415,64,1542.07,-87.1,1.1,-75.2,-2.66,3.76,0.51,0.31,-1.02,0.06
2.708192027000223,65,1542.08,-87.3,1.1,-74.8,-2.34,3.02,0.11,0.39,-0.97,0.13
2.717969722000362,66,1542.09,-87.5,1.1,-74.6,-1.77,2.15,-0.27,0.43,-0.92,0.18
2.728419254000073,67,1542.1,-87.6,1.1,-74.4,-0.76,1.28,-0.66,0.41,-0.9,0.16
2.738142634000269,68,1542.11,-87.7,1.2,-74.3,0.24,0.68,-1.04,0.35,-0.91,0.09
2.748144345000128,69,1542.12,-87.6,1.3,-74.3,0.96,0.31,-1.36,0.27,-0.94,0.07
2.758338200000253,70,1542.13,-87.5,1.5,-74.2,1.25,0.0,-1.61,0.18,-0.98,0.06
2.7684125069999936,71,1542.14,-87.3,1.7,-74.2,1.09,-0.2,-1.75,0.1,-0.98,0.04
2.778044066000348,72,1542.15,-87.3,1.9,-74.3,0.54,-0.28,-1.75,0.04,-0.96,0.01
2.788248031999956,73,1542.16,-87.3,2.0,-74.3,-0.22,-0.27,-1.61,0.01,-0.92,0.01
2.7983095889999277,74,1542.17,-87.4,2.2,-74.3,-0.97,-0.23,-1.39,0.0,-0.89,0.01
2.8081741830001192,75,1542.18,-87.5,2.3,-74.3,-1.47,-0.17,-1.22,0.01,-0.86,0.02
2.818185385000106,76,1542.19,-87.7,2.4,-74.3,-1.58,-0.02,-1.14,0.03,-0.86,0.02
2.828228579000097,77,1542.2,-87.8,2.5,-74.3,-1.52,0.15,-1.17,0.06,-0.86,0.03
2.8379792460000317,78,1542.21,-88.0,2.7,-74.3,-1.3,0.23,-1.28,0.08,-0.86,0.06
2.848194371000318,79,1542.22,-88.0,2.8,-74.2,-0.92,0.32,-1.3,0.09,-0.85,0.07
2.8580595140001606,80,1542.23,-88.1,3.0,-74.2,-0.61,0.29,-1.17,0.09,-0.86,0.11
2.868013594000331,81,1542.24,-88.1,3.1,-74.2,-0.35,0.19,-0.95,0.1,-0.88,0.13
2.878030819000287,82,1542.25,-88.1,3.2,-74.2,-0.33,0.13,-0.75,0.1,-0.91,0.14
2.888155271999949,83,1542.26,-88.2,3.2,-74.1,-0.49,0.12,-0.52,0.09,-0.9,0.16
2.8980826590000106,84,1542.27,-88.3,3.3,-74.1,-0.76,0.12,-0.2,0.09,-0.86,0.19
2.9080953940001564,85,1542.28,-88.3,3.3,-74.1,-1.12,0.01,0.15,0.1,-0.82,0.22
2.918057171000328,86,1542.29,-88.5,3.2,-74.1,-1.39,-0.2,0.45,0.12,-0.78,0.24
2.9283157400000164,87,1542.3,-88.6,3.2,-74.2,-1.35,-0.48,0.69,0.14,-0.75,0.26
2.9382963050002218,88,1542.31,-88.7,3.1,-74.2,-0.99,-0.8,0.87,0.17,-0.72,0.26
2.9483878080000068,89,1542.32,-88.8,3.0,-74.3,-0.35,-1.17,0.96,0.2,-0.73,0.25
2.9581042400000115,90,1542.33,-88.8,2.9,-74.5,0.63,-1.56,0.92,0.21,-0.78,0.21
2.967952422000053,91,1542.34,-88.7,2.8,-74.7,1.55,-1.82,0.8,0.21,-0.83,0.18
2.978342222000265,92,1542.35,-88.5,2.8,-74.9,2.25,-2.0,0.7,0.19,-0.88,0.15
2.988232894000248,93,1542.36,-88.3,2.7,-75.1,2.58,-2.06,0.58,0.18,-0.94,0.13
2.998060540000097,94,1542.37,-88.0,2.7,-75.3,2.73,-2.06,0.34,0.16,-1.03,0.09
3.00830073599991,95,1542.38,-87.7,2.7,-75.5,2.78,-1.88,-0.06,0.07,-1.08,0.05
3.018312289000278,96,1542.39,-87.5,2.7,-75.6,2.8,-1.43,-0.43,-0.02,-1.1,0.0
3.0280657309999697,97,1542.4,-87.2,2.8,-75.7,2.55,-0.72,-0.77,-0.12,-1.11,-0.03
3.038173033000021,98,1542.41,-87.0,2.8,-75.8,1.74,0.11,-0.91,-0.2,-1.03,0.05
3.048384995000106,99,1542.42,-86.9,2.9,-75.7,0.83,0.77,-0.62,-0.21,-0.9,0.19
3.0580648939999264,100,1542.43,-86.8,3.0,-75.6,0.2,1.02,-0.03,-0.11,-0.84,0.31
3.0683655830002863,101,1542.44,-86.8,2.9,-75.5,0.48,0.89,0.19,0.03,-1.04,0.3
3.0781482620000133,102,1542.45,-86.7,2.9,-75.4,1.49,0.52,-0.49,0.07,-1.32,0.16
3.088165918999948,103,1542.46,-86.5,3.0,-75.4,2.84,1.0,-1.52,-0.03,-1.45,-0.02
3.0982522670001345,104,1542.47,-86.1,3.2,-75.2,4.17,1.88,-2.71,0.02,-1.72,0.01
3.108175769000354,105,1542.48,-85.7,3.5,-75.0,3.45,2.34,-4.21,0.07,-1.7,0.08
3.1180820449999374,106,1542.49,-85.5,4.0,-74.7,1.02,3.0,-4.42,0.18,-1.29,0.0
3.12817337100023,107,1542.5,-85.4,4.3,-74.3,0.19,3.12,-3.68,0.29,-1.18,0.01
3.138139655000032,108,1542.51,-85.4,4.6,-74.0,0.28,2.62,-2.77,0.26,-1.15,-0.02
3.1481870689999596,109,1542.52,-85.3,4.8,-73.7,0.69,1.94,-1.86,0.24,-1.16,-0.07
3.1580546610002784,110,1542.53,-85.2,5.0,-73.6,0.64,0.91,-1.04,0.27,-1.17,-0.02
3.168146586000148,111,1542.54,-85.2,5.0,-73.6,-0.13,-0.32,-0.42,0.29,-1.18,0.03
3.1780481180003335,112,1542.55,-85.3,5.1,-73.7,-1.49,-1.8,-0.01,0.28,-1.16,0.06
3.188401853999949,113,1542.56,-85.5,5.1,-74.0,-2.59,-3.5,0.11,0.28,-1.1,0.07
3.1981622440002866,114,1542.57,-85.9,5.1,-74.4,-2.97,-5.0,-0.02,0.3,-1.01,-0.01
3.20810216100017,115,1542.58,-86.2,5.2,-74.9,-2.8,-5.86,-0.44,0.3,-0.94,-0.15
3.218103347000124,116,1542.59,-86.5,5.3,-75.5,-2.45,-5.99,-0.92,0.26,-0.85,-0.19
3.2281065160000253,117,1542.6,-86.8,5.4,-76.1,-1.72,-5.87,-1.21,0.19,-0.79,-0.17
3.2380341440002667,118,1542.61,-87.0,5.6,-76.7,-0.78,-5.55,-1.28,0.11,-0.8,-0.17
3.2483680969999114,119,1542.62,-87.0,5.7,-77.2,0.07,-5.01,-1.14,0.03,-0.83,-0.18
3.2580499350001446,120,1542.63,-87.0,5.9,-77.7,0.63,-4.36,-0.8,-0.04,-0.9,-0.15
3.268350407000071,121,1542.64,-87.0,5.9,-78.1,0.56,-3.76,-0.37,-0.13,-0.96,-0.09
3.2780630060001386,122,1542.65,-87.0,6.0,-78.4,0.1,-3.15,0.17,-0.24,-0.99,-0.07
3.288265016999958,123,1542.66,-87.1,5.9,-78.7,-0.42,-2.38,0.67,-0.29,-1.0,-0.07
3.2983638850000716,124,1542.67,-87.2,5.8,-78.9,-0.82,-1.76,1.1,-0.27,-0.97,-0.02
3.308146902000317,125,1542.68,-87.3,5.7,-79.1,-0.94,-1.37,1.45,-0.22,-0.92,0.0
3.3180718359999446,126,1542.69,-87.4,5.6,-79.2,-0.93,-1.04,1.63,-0.17,-0.9,0.0
3.3284030510003504,127,1542.7,-87.5,5.4,-79.3,-0.83,-0.63,1.73,-0.11,-0.86,-0.01
3.338320893999935,128,1542.71,-87.5,5.2,-79.3,-0.62,-0.23,1.75,-0.05,-0.86,-0.01
3.348223448000226,129,1542.72,-87.6,5.1,-79.4,-0.5,0.09,1.66,-0.01,-0.87,0.0
3.3580594590002875,130,1542.73,-87.7,4.8,-79.3,-0.46,0.37,1.55,0.0,-0.88,0.01
3.3683248770003047,131,1542.74,-87.7,4.6,-79.3,-0.55,0.52,1.42,0.01,-0.89,0.03
3.378197244000148,132,1542.75,-87.8,4.5,-79.2,-0.78,0.62,1.29,0.01,-0.91,0.05
3.388244040000245,133,1542.76,-87.8,4.3,-79.2,-0.95,0.66,1.15,0.0,-0.89,0.07
3.3980374810003013,134,1542.77,-87.9,4.2,-79.1,-0.93,0.72,1.08,0.0,-0.88,0.08
3.4083917400002974,135,1542.78,-88.0,4.0,-79.0,-0.8,0.77,1.01,0.0,-0.89,0.09
3.4183406360002664,136,1542.79,-88.0,3.9,-79.0,-0.6,0.77,0.89,-0.01,-0.91,0.1
3.428168686999925,137,1542.8,-88.1,3.8,-78.9,-0.52,0.79,0.68,-0.01,-0.93,0.11
3.438253082000301,138,1542.81,-88.1,3.8,-78.8,-0.64,0.78,0.42,-0.03,-0.95,0.13
3.448446559000331,139,1542.82,-88.2,3.8,-78.7,-0.9,0.81,0.17,-0.05,-0.94,0.13
3.457990934999998,140,1542.83,-88.3,3.7,-78.6,-1.27,1.02,-0.05,-0.07,-0.92,0.11
3.4683137179999903,141,1542.84,-88.4,3.8,-78.5,-1.63,1.3,-0.27,-0.1,-0.89,0.11
3.4783428160003496,142,1542.85,-88.6,3.8,-78.4,-1.73,1.65,-0.46,-0.12,-0.84,0.11
3.4880714620003346,143,1542.86,-88.8,3.8,-78.2,-1.51,1.98,-0.6,-0.15,-0.8,0.12
3.4980825679999725,144,1542.87,-88.9,3.9,-78.0,-1.03,2.35,-0.68,-0.16,-0.76,0.1
3.5081935980001617,145,1542.88,-88.9,4.0,-77.7,-0.27,2.79,-0.64,-0.15,-0.72,0.09
3.518143247000353,146,1542.89,-88.9,4.0,-77.4,0.72,3.06,-0.52,-0.12,-0.73,0.11
3.528223971999978,147,1542.9,-88.7,4.1,-77.1,1.61,3.16,-0.43,-0.08,-0.77,0.12
3.5381636179999987,148,1542.91,-88.5,4.1,-76.8,2.17,3.12,-0.35,-0.04,-0.81,0.13
3.5483162640002774,149,1542.92,-88.2,4.1,-76.5,2.6,2.95,-0.19,-0.02,-0.86,0.14
3.5580968439999197,150,1542.93,-87.9,4.1,-76.2,2.88,2.6,0.01,0.01,-0.93,0.18
3.568112585000108,151,1542.94,-87.6,4.1,-76.0,2.8,1.89,0.2,0.05,-1.02,0.22
3.5781067370003257,152,1542.95,-87.4,4.1,-75.8,2.13,0.97,0.36,0.08,-1.1,0.22
3.588424133999979,153,1542.96,-87.2,4.0,-75.8,1.08,0.23,0.51,0.11,-1.12,0.2
3.5982943829999385,154,1542.97,-87.2,4.0,-75.8,-0.12,-0.12,0.66,0.13,-1.08,0.2
3.6081643990000885,155,1542.98,-87.2,3.9,-75.8,-0.61,-0.22,0.76,0.09,-0.99,0.2
3.618239394000284,156,1542.99,-87.2,3.8,-75.8,0.17,-0.02,1.1,0.0,-0.89,0.02
3.6284234340000694,157,1543.0,-87.1,3.6,-75.8,2.93,0.84,2.11,0.06,-0.9,-0.05
3.6381663830002253,158,1543.01,-86.7,3.3,-75.7,4.82,0.97,3.09,0.26,-1.16,0.07
3.648378641000363,159,1543.02,-86.2,3.0,-75.7,5.5,-0.06,3.9,0.33,-1.32,0.23
3.658318987000257,160,1543.03,-85.6,2.5,-75.8,4.91,-1.68,4.88,0.23,-1.42,0.3
3.668193669000175,161,1543.04,-85.2,2.1,-76.1,2.68,-3.21,5.24,0.1,-1.6,0.23
3.6782233930002803,162,1543.05,-85.1,1.6,-76.5,0.49,-3.84,4.44,0.0,-1.63,0.02
