host_time_s,seq,device_time_s,roll,pitch,yaw,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,belt_length,belt_velocity,belt_acceleration,motor_pos,motor_vel,motor_iq_meas,motor_iq_set,acc_mag,gyro_mag,gyro_corrected,gyro_side_score,gyro_side_separation,step_period_s,gait_cycle_s,cadence_spm,gait_speed_ratio,assist_pulse_s,acc_residual,threshold,gyro_threshold,belt_threshold,belt_ok,calibrated,imu_side,imu_heel_strike,heel_strike,hs_count,left_hs_count,right_hs_count,torque_cmd_nm
0.008430759000020771,3,1083.31,91.0,1.3,-103.6,-0.72,-0.34,0.02,-0.01,0.97,-0.05,-117.3,135.8,-313.0,-1.34,-3.61,0.01,0.0,0.9713392816107047,0.7964923100695951,0.0,0.0,2.0,0.6,1.2,100.0,1.0,0.18,0.0,0.2,1.0,-160.0,0,0,calibrating,0,0,0,0,0,0.0
0.020202517000143416,4,1083.32,91.0,1.3,-103.6,-0.61,-0.5,0.03,0.0,0.98,-0.06,-116.0,132.2,-121.0,-1.38,-3.58,-0.01,0.0,0.9818350166906862,0.7893034904268447,0.0,0.0,2.0,0.6,1.2,100.0,1.0,0.18,0.010285820378381882,0.2,1.0,-160.0,0,0,calibrating,0,0,0,0,0,0.0
0.0285126510000282,5,1083.33,90.9,1.3,-103.5,-0.66,-0.66,0.06,0.0,0.97,-0.05,-114.7,131.5,-45.0,-1.42,-3.57,0.01,0.0,0.9712878049270462,0.9353074360871938,0.0,0.0,2.0,0.6,1.2,100.0,1.0,0.18,0.0002561635575528687,0.2,1.0,-160.0,0,0,calibrating,0,0,0,0,0,0.0
0.04018551700005446,6,1083.34,90.9,1.2,-103.4,-0.71,-0.84,0.09,-0.01,0.97,-0.06,-113.3,133.7,7.0,-1.45,-3.68,-0.1,0.0,0.9719053451854249,1.1035397591387452,0.0,0.0,2.0,0.6,1.2,100.0,1.0,0.18,0.0003541491668093144,0.2,1.0,-160.0,0,0,calibrating,0,0,0,0,0,0.0
0.04854509599999801,7,1083.35,90.8,1.2,-103.3,-0.76,-1.01,0.09,-0.01,0.97,-0.06,-112.0,140.1,59.0,-1.49,-3.93,0.0,0.0,0.9719053451854249,1.2672016414130785,0.0,0.0,2.0,0.6,1.2,100.0,1.0,0.18,0.00034706618347313256,0.2,1.0,-160.0,0,0,calibrating,0,0,0,0,0,0.0
0.06025158600004943,8,1083.36,90.8,1.2,-103.2,-0.75,-1.21,0.05,-0.01,0.95,-0.07,-110.5,151.1,102.0,-1.53,-4.28,0.08,0.0,0.9526279441628825,1.4244648117802,0.0,0.0,2.0,0.6,1.2,100.0,1.0,0.18,0.018551728142287893,0.2,1.0,-160.0,0,0,calibrating,0,0,0,0,0,0.0
0.0685800220001056,9,1083.37,90.8,1.2,-103.1,-0.65,-1.34,0.0,0.0,0.95,-0.08,-108.9,164.9,131.0,-1.58,-4.67,0.19,0.0,0.953362470417207,1.4893287078412207,0.0,0.0,2.0,0.6,1.2,100.0,1.0,0.18,0.017460857850204126,0.2,1.0,-160.0,0,0,calibrating,0,0,0,0,0,0.0
0.08032620200015117,10,1083.38,90.8,1.2,-103.0,-0.58,-1.43,-0.01,0.0,0.96,-0.09,-107.1,179.2,128.0,-1.63,-5.02,0.02,0.0,0.9642095207992918,1.5431785379534022,0.0,0.0,2.0,0.6,1.2,100.0,1.0,0.18,0.00648153131875695,0.2,1.0,-160.0,0,0,calibrating,0,0,0,0,0,0.0
0.08833815799994227,11,1083.39,90.8,1.2,-102.8,-0.55,-1.46,0.0,0.0,0.96,-0.1,-105.3,190.3,114.0,-1.68,-5.3,-0.02,0.0,0.9651942809610923,1.5601602481796542,0.0,0.0,2.0,0.6,1.2,100.0,1.0,0.18,0.0053868357338173745,0.2,1.0,-160.0,0,0,calibrating,0,0,0,0,0,0.0
0.10039641499997742,12,1083.4,90.8,1.2,-102.7,-0.52,-1.44,0.05,0.0,0.97,-0.12,-103.3,199.3,95.0,-1.73,-5.53,-0.05,0.0,0.9773944955850733,1.5318289721767244,0.0,0.0,2.0,0.6,1.2,100.0,1.0,0.18,0.006677111312360373,0.2,1.0,-160.0,0,0,calibrating,0,0,0,0,0,0.0
0.10827793900011784,13,1083.41,90.8,1.2,-102.5,-0.49,-1.41,0.16,0.0,0.97,-0.12,-101.2,205.6,62.0,-1.79,-5.63,0.02,0.0,0.9773944955850733,1.501266132302997,0.0,0.0,2.0,0.6,1.2,100.0,1.0,0.18,0.006543569086113199,0.2,1.0,-160.0,0,0,calibrating,0,0,0,0,0,0.0
