host_time_s,seq,device_time_s,roll,pitch,yaw,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z
3.0708444130000316,3,1470.78,-83.9,6.4,-84.8,0.0,0.0,0.0,0.11,-0.98,0.1
3.082653998999831,4,1470.79,-83.9,6.4,-84.8,0.0,0.0,0.0,0.11,-0.98,0.1
3.0927379119998477,5,1470.8,-83.9,6.4,-84.8,0.0,0.0,0.0,0.11,-0.98,0.1
3.102682712999922,6,1470.81,-83.9,6.4,-84.8,0.0,0.0,0.0,0.11,-0.98,0.1
3.112752010999884,7,1470.82,-83.9,6.4,-84.8,-0.03,0.0,0.01,0.11,-0.98,0.1
3.122706626999843,8,1470.83,-83.9,6.4,-84.8,-0.04,0.0,0.01,0.11,-0.98,0.1
3.1327431259996956,9,1470.84,-83.9,6.4,-84.8,-0.05,0.0,0.01,0.11,-0.98,0.1
3.1426082200000565,10,1470.85,-83.9,6.4,-84.8,-0.06,0.01,0.01,0.11,-0.98,0.1
3.1527027489996726,11,1470.86,-84.0,6.4,-84.8,-0.06,0.02,0.01,0.11,-0.98,0.1
3.1626681019997704,12,1470.87,-84.0,6.4,-84.8,-0.06,0.02,0.01,0.11,-0.98,0.1
3.172775802999695,13,1470.88,-84.0,6.4,-84.8,-0.06,0.02,0.01,0.11,-0.98,0.1
3.182677465999859,14,1470.89,-84.0,6.4,-84.8,-0.05,0.01,0.01,0.11,-0.98,0.1
3.1927648840000984,15,1470.9,-84.0,6.4,-84.8,-0.04,0.0,0.01,0.11,-0.98,0.1
3.2026293179997083,16,1470.91,-84.0,6.4,-84.8,-0.03,0.0,0.01,0.11,-0.98,0.1
3.212750200999835,17,1470.92,-84.0,6.4,-84.8,0.0,0.0,0.0,0.11,-0.98,0.1
3.2227400060000946,18,1470.93,-84.0,6.4,-84.8,0.0,0.0,0.0,0.11,-0.98,0.1
3.2327089739997064,19,1470.94,-84.0,6.4,-84.8,0.0,0.0,0.0,0.11,-0.98,0.1
3.2426467969999067,20,1470.95,-84.0,6.4,-84.8,-0.03,0.0,0.0,0.11,-0.98,0.1
3.252738575999956,21,1470.96,-84.0,6.4,-84.8,-0.05,0.0,0.01,0.11,-0.99,0.1
3.262704101000054,22,1470.97,-84.0,6.4,-84.8,-0.06,0.0,0.0,0.11,-0.98,0.1
3.272676489999867,23,1470.98,-84.0,6.4,-84.8,-0.06,0.0,0.0,0.11,-0.98,0.1
3.2827322329999333,24,1470.99,-84.0,6.4,-84.8,-0.04,0.0,0.0,0.11,-0.98,0.1
3.292713631999959,25,1471.0,-84.0,6.4,-84.8,-0.04,0.0,0.0,0.11,-0.98,0.1
3.302638850999756,26,1471.01,-84.0,6.4,-84.8,-0.03,0.0,0.0,0.11,-0.98,0.1
3.312683726999694,27,1471.02,-84.0,6.4,-84.8,0.0,0.0,0.0,0.11,-0.98,0.1
3.3226290369998424,28,1471.03,-84.0,6.4,-84.8,0.0,0.0,0.0,0.11,-0.98,0.1
3.332744511999863,29,1471.04,-84.0,6.4,-84.8,0.03,0.0,0.0,0.11,-0.98,0.1
3.342637638999804,30,1471.05,-84.0,6.4,-84.8,0.04,0.0,0.0,0.11,-0.98,0.1
3.3527130659999784,31,1471.06,-84.0,6.4,-84.8,0.03,0.0,0.0,0.11,-0.98,0.1
3.362648154999988,32,1471.07,-84.0,6.4,-84.8,0.0,0.0,0.0,0.11,-0.98,0.1
3.3726256889999604,33,1471.08,-84.0,6.4,-84.8,0.0,0.0,0.0,0.11,-0.98,0.1
3.3826600069996857,34,1471.09,-84.0,6.4,-84.8,0.0,0.0,0.0,0.11,-0.99,0.1
3.3926502290000826,35,1471.1,-84.0,6.4,-84.8,0.0,0.0,0.0,0.11,-0.99,0.1
3.4026127009997253,36,1471.11,-84.0,6.4,-84.8,0.0,0.0,0.0,0.11,-0.99,0.1
3.4128160519999255,37,1471.12,-84.0,6.4,-84.8,0.0,0.0,0.0,0.11,-0.99,0.1
3.422673098999894,38,1471.13,-84.0,6.4,-84.8,0.0,0.0,0.0,0.11,-0.99,0.1
3.432710385000064,39,1471.14,-84.0,6.4,-84.8,0.0,0.0,0.0,0.11,-0.98,0.1
3.4427432349998526,40,1471.15,-84.0,6.4,-84.8,-0.04,0.0,-0.02,0.1,-0.99,0.1
3.452712887999951,41,1471.16,-84.0,6.4,-84.8,-0.06,-0.03,-0.07,0.1,-1.0,0.1
3.462747795999803,42,1471.17,-84.0,6.4,-84.8,-0.04,-0.03,-0.13,0.1,-1.0,0.09
3.4727460569997675,43,1471.18,-84.0,6.4,-84.8,-0.04,0.0,-0.16,0.1,-0.99,0.09
3.4826890639997146,44,1471.19,-84.0,6.4,-84.8,-0.07,0.03,-0.13,0.11,-0.98,0.09
3.4926019290001022,45,1471.2,-84.0,6.4,-84.8,-0.11,0.05,-0.05,0.11,-0.99,0.1
3.502629099999922,46,1471.21,-84.0,6.4,-84.8,-0.19,0.02,0.0,0.11,-0.99,0.1
3.512765878999744,47,1471.22,-84.1,6.4,-84.8,-0.27,0.0,0.06,0.11,-1.0,0.1
3.522686922000048,48,1471.23,-84.1,6.4,-84.8,-0.34,0.02,0.09,0.1,-1.01,0.09
3.5327094119998037,49,1471.24,-84.1,6.4,-84.8,-0.39,0.03,0.11,0.1,-1.01,0.1
3.542628438000065,50,1471.25,-84.2,6.4,-84.8,-0.44,0.0,0.13,0.11,-1.01,0.11
3.5526815779999197,51,1471.26,-84.2,6.4,-84.8,-0.48,-0.09,0.16,0.11,-1.02,0.12
3.562581436000073,52,1471.27,-84.2,6.4,-84.8,-0.51,-0.18,0.13,0.12,-1.04,0.1
3.572654620999856,53,1471.28,-84.3,6.4,-84.8,-0.62,-0.16,0.05,0.12,-1.06,0.08
3.582627594999849,54,1471.29,-84.4,6.4,-84.8,-0.86,-0.15,0.0,0.12,-1.06,0.09
3.5927033799998753,55,1471.3,-84.5,6.4,-84.9,-1.08,-0.19,-0.03,0.13,-1.05,0.1
3.6026402279999274,56,1471.31,-84.6,6.4,-84.9,-1.29,-0.23,-0.03,0.13,-1.04,0.11
3.6127569459999904,57,1471.32,-84.7,6.4,-84.9,-1.46,-0.3,-0.02,0.13,-1.02,0.11
3.622661314999732,58,1471.33,-84.9,6.4,-84.9,-1.63,-0.29,-0.01,0.13,-1.01,0.11
3.6327523830000246,59,1471.34,-85.0,6.4,-85.0,-1.73,-0.26,0.0,0.13,-1.0,0.11
