t_s,timestamp,state,phase,phase_progress,belt_length,belt_velocity,target_belt_length,profile,assist_gain,force_n,assist_force_n,impedance_force_n,current_a,saturated,faults
0.0067,14.0600,INIT,STANCE,,-44.100,-34.100,-44.100,0.0000,0.0000,0.0512,0.0000,0.0512,0.1048,0,
0.0187,14.0700,INIT,STANCE,,-44.500,-31.200,-44.500,0.0000,0.0000,0.0468,0.0000,0.0468,0.0998,0,
0.0269,14.0800,INIT,STANCE,,-44.900,-36.000,-44.900,0.0000,0.0000,0.0540,0.0000,0.0540,0.1080,0,
0.0389,14.0900,INIT,STANCE,,-45.300,-38.200,-45.300,0.0000,0.0000,0.0573,0.0000,0.0573,0.1118,0,
0.0469,14.1000,INIT,STANCE,,-45.600,-35.600,-45.600,0.0000,0.0000,0.0534,0.0000,0.0534,0.1074,0,
0.0588,14.1100,INIT,STANCE,,-46.000,-30.600,-46.000,0.0000,0.0000,0.0459,0.0000,0.0459,0.0987,0,
0.0671,14.1200,INIT,STANCE,,-46.200,-23.900,-46.200,0.0000,0.0000,0.0358,0.0000,0.0358,0.0872,0,
0.0788,14.1300,INIT,STANCE,,-46.400,-22.800,-46.400,0.0000,0.0000,0.0342,0.0000,0.0342,0.0853,0,
0.0868,14.1400,INIT,STANCE,,-46.700,-23.700,-46.700,0.0000,0.0000,0.0355,0.0000,0.0355,0.0868,0,
0.0990,14.1500,INIT,STANCE,,-46.900,-25.000,-46.900,0.0000,0.0000,0.0375,0.0000,0.0375,0.0891,0,
0.1070,14.1600,INIT,STANCE,,-47.200,-26.300,-47.200,0.0000,0.0000,0.0394,0.0000,0.0394,0.0913,0,
0.1190,14.1700,INIT,STANCE,,-47.500,-28.700,-47.500,0.0000,0.0000,0.0430,0.0000,0.0430,0.0955,0,
0.1269,14.1800,INIT,STANCE,,-47.800,-30.900,-47.800,0.0000,0.0000,0.0463,0.0000,0.0463,0.0993,0,
0.1387,14.1900,INIT,STANCE,,-48.100,-36.200,-48.100,0.0000,0.0000,0.0543,0.0000,0.0543,0.1084,0,
0.1508,14.2000,INIT,STANCE,,-48.500,-36.500,-48.500,0.0000,0.0000,0.0548,0.0000,0.0548,0.1089,0,
0.1629,14.2100,INIT,STANCE,,-48.900,-38.800,-48.900,0.0000,0.0000,0.0582,0.0000,0.0582,0.1129,0,
0.1748,14.2200,INIT,STANCE,,-49.300,-42.400,-49.300,0.0000,0.0000,0.0636,0.0000,0.0636,0.1191,0,
0.1829,14.2300,INIT,STANCE,,-49.700,-46.300,-49.700,0.0000,0.0000,0.0694,0.0000,0.0694,0.1258,0,
0.1950,14.2400,INIT,STANCE,,-50.200,-48.900,-50.200,0.0000,0.0000,0.0733,0.0000,0.0733,0.1303,0,
0.2030,14.2500,INIT,STANCE,,-50.700,-52.600,-50.700,0.0000,0.0000,0.0789,0.0000,0.0789,0.1367,0,
0.2149,14.2600,INIT,STANCE,,-51.200,-53.000,-51.200,0.0000,0.0000,0.0795,0.0000,0.0795,0.1374,0,
0.2230,14.2700,INIT,STANCE,,-51.800,-51.400,-51.800,0.0000,0.0000,0.0771,0.0000,0.0771,0.1346,0,
0.2350,14.2800,INIT,STANCE,,-52.300,-49.800,-52.300,0.0000,0.0000,0.0747,0.0000,0.0747,0.1318,0,
0.2429,14.2900,INIT,STANCE,,-52.800,-47.000,-52.800,0.0000,0.0000,0.0705,0.0000,0.0705,0.1270,0,
0.2550,14.3000,INIT,STANCE,,-53.200,-42.600,-53.200,0.0000,0.0000,0.0639,0.0000,0.0639,0.1194,0,
0.2629,14.3100,INIT,STANCE,,-53.500,-36.800,-53.500,0.0000,0.0000,0.0552,0.0000,0.0552,0.1094,0,
0.2749,14.3200,INIT,STANCE,,-53.900,-27.900,-53.900,0.0000,0.0000,0.0418,0.0000,0.0418,0.0941,0,
0.2868,14.3300,INIT,STANCE,,-54.100,-20.500,-54.100,0.0000,0.0000,0.0307,0.0000,0.0307,0.0813,0,
0.2950,14.3500,INIT,STANCE,,-54.300,-7.000,-54.300,0.0000,0.0000,0.0105,0.0000,0.0105,0.0580,0,
0.3070,14.3600,INIT,STANCE,,-54.400,-1.900,-54.400,0.0000,0.0000,0.0029,0.0000,0.0029,0.0493,0,
