t_s,timestamp,state,phase,phase_progress,belt_length,belt_velocity,target_belt_length,profile,assist_gain,force_n,assist_force_n,impedance_force_n,current_a,saturated,faults
0.0172,162.9500,INIT,STANCE,,-89.200,-7.600,-89.200,0.0000,0.0000,0.0114,0.0000,0.0114,0.0591,0,
0.0252,162.9600,INIT,STANCE,,-89.300,-9.300,-89.300,0.0000,0.0000,0.0140,0.0000,0.0140,0.0620,0,
0.0372,162.9700,INIT,STANCE,,-89.400,-9.000,-89.400,0.0000,0.0000,0.0135,0.0000,0.0135,0.0615,0,
0.0492,162.9800,INIT,STANCE,,-89.500,-10.100,-89.500,0.0000,0.0000,0.0152,0.0000,0.0152,0.0634,0,
0.0572,162.9900,INIT,STANCE,,-89.600,-10.200,-89.600,0.0000,0.0000,0.0153,0.0000,0.0153,0.0636,0,
0.0692,163.0000,INIT,STANCE,,-89.800,-11.700,-89.800,0.0000,0.0000,0.0175,0.0000,0.0175,0.0661,0,
0.0771,163.0100,INIT,STANCE,,-89.900,-10.100,-89.900,0.0000,0.0000,0.0152,0.0000,0.0152,0.0634,0,
0.0893,163.0200,INIT,STANCE,,-90.000,-13.100,-90.000,0.0000,0.0000,0.0197,0.0000,0.0197,0.0686,0,
0.0972,163.0300,INIT,STANCE,,-90.200,-14.100,-90.200,0.0000,0.0000,0.0211,0.0000,0.0211,0.0703,0,
0.1092,163.0400,INIT,STANCE,,-90.300,-13.300,-90.300,0.0000,0.0000,0.0200,0.0000,0.0200,0.0689,0,
0.1173,163.0500,INIT,STANCE,,-90.400,-13.300,-90.400,0.0000,0.0000,0.0200,0.0000,0.0200,0.0689,0,
0.1292,163.0600,INIT,STANCE,,-90.600,-10.700,-90.600,0.0000,0.0000,0.0160,0.0000,0.0160,0.0644,0,
0.1373,163.0700,INIT,STANCE,,-90.700,-11.400,-90.700,0.0000,0.0000,0.0171,0.0000,0.0171,0.0656,0,
0.1492,163.0800,INIT,STANCE,,-90.800,-14.000,-90.800,0.0000,0.0000,0.0210,0.0000,0.0210,0.0701,0,
0.1573,163.0900,INIT,STANCE,,-91.000,-18.400,-91.000,0.0000,0.0000,0.0276,0.0000,0.0276,0.0777,0,
0.1693,163.1000,INIT,STANCE,,-91.200,-19.500,-91.200,0.0000,0.0000,0.0293,0.0000,0.0293,0.0796,0,
0.1772,163.1100,INIT,STANCE,,-91.400,-24.200,-91.400,0.0000,0.0000,0.0363,0.0000,0.0363,0.0877,0,
0.1892,163.1200,INIT,STANCE,,-91.700,-27.700,-91.700,0.0000,0.0000,0.0415,0.0000,0.0415,0.0937,0,
0.1972,163.1300,INIT,STANCE,,-92.000,-31.800,-92.000,0.0000,0.0000,0.0477,0.0000,0.0477,0.1008,0,
0.2092,163.1400,INIT,STANCE,,-92.300,-35.900,-92.300,0.0000,0.0000,0.0539,0.0000,0.0539,0.1079,0,
0.2172,163.1500,INIT,STANCE,,-92.700,-41.400,-92.700,0.0000,0.0000,0.0621,0.0000,0.0621,0.1174,0,
0.2293,163.1600,INIT,STANCE,,-93.100,-40.800,-93.100,0.0000,0.0000,0.0612,0.0000,0.0612,0.1163,0,
0.2372,163.1700,INIT,STANCE,,-93.500,-37.100,-93.500,0.0000,0.0000,0.0557,0.0000,0.0557,0.1099,0,
0.2492,163.1800,INIT,STANCE,,-93.800,-33.100,-93.800,0.0000,0.0000,0.0497,0.0000,0.0497,0.1030,0,
0.2571,163.1900,INIT,STANCE,,-94.200,-32.000,-94.200,0.0000,0.0000,0.0480,0.0000,0.0480,0.1011,0,
0.2692,163.2000,INIT,STANCE,,-94.500,-28.500,-94.500,0.0000,0.0000,0.0428,0.0000,0.0428,0.0951,0,
0.2772,163.2100,INIT,STANCE,,-94.700,-25.700,-94.700,0.0000,0.0000,0.0386,0.0000,0.0386,0.0903,0,
