stride_id,timestamp,gait_cluster,cluster_confidence,ood,ood_engaged,d_patient,d_healthy,d_target,healthy_region_threshold,manifold_deviation,delta_healthy,estimated_swing_time,estimated_stance_time,estimated_stride_time,estimated_swing_ratio,estimated_stance_ratio,estimated_swing_stance_ratio,phase_source,swing_symmetry_ratio,stance_symmetry_ratio,swing_stance_symmetry_ratio,belt_excursion,peak_belt_velocity,trunk_acc_rms,trunk_gyro_rms,swing_ratio_error,belt_excursion_error,temporal_symmetry_error,trunk_error,biomechanical_deviation,reference_source,decision_state,raw_assist_gain,assist_gain,target_belt_length,motor_position,motor_velocity,motor_current
17,170.6,OOD,0.070529,1,0,0.6947414832514892,1.8785535279128176,1.8785535279128176,1.408510704557446,0.566303499960231,0.002568207615729623,0.6800000000000068,1.1199999999999761,1.799999999999983,0.37777777777778515,0.6222222222222149,0.6071428571428762,belt_cycle,,,,107.10000000000001,483.7,0.09362670963646001,0.9945377904780778,0.0,0.09175712347354122,,0.0,0.06422998643147884,healthy_reference,COMBINED_DEVIATION,0.04024146102000939,0.0,-40.94420387868819,-3.11,5.47,0.55
18,172.31,S1,0.255695,0,0,0.8114875894615408,2.091695873219887,2.091695873219887,1.408510704557446,0.8230955413225327,-0.21057413769133992,0.710000000000008,1.0,1.710000000000008,0.4152046783625758,0.5847953216374242,0.710000000000008,belt_cycle,,,,94.8,371.6,0.10301611329460242,0.7558546465524092,0.0,0.19606512890094974,,0.0,0.1372455902306648,healthy_reference,COMBINED_DEVIATION,0.10008472944628173,0.1,-50.94420387868819,-3.2,4.3,0.45
19,174.02,S0,0.176436,0,0,0.6443988078775731,2.022417456149804,2.022417456149804,1.408510704557446,0.7396295077844964,-0.14129572062125684,0.6899999999999977,1.0200000000000102,1.710000000000008,0.4035087719298214,0.5964912280701786,0.676470588235285,belt_cycle,,,,96.89999999999999,339.9,0.10745757661206261,0.8358884609110422,0.0,0.1782564450474898,,0.0,0.12477951153324285,healthy_reference,COMBINED_DEVIATION,0.08682804809206607,0.1,-50.94420387868819,-3.18,3.38,0.15
20,175.73,S0,0.072968,0,0,0.5442378236596824,1.8505867502075763,1.8505867502075763,1.408510704557446,0.532609369744538,0.030534985320970875,0.6899999999999977,1.0199999999999818,1.7099999999999795,0.40350877192982804,0.596491228070172,0.6764705882353039,belt_cycle,,,,98.7,336.9,0.09667926756066415,0.8753433466065225,0.0,0.16299185888738116,,0.0,0.1140943012211668,healthy_reference,COMBINED_DEVIATION,0.06994479803440638,0.1,-50.94420387868819,-3.18,5.22,0.48
21,177.49,S1,0.316275,0,0,0.5688061132120797,1.750103257075124,1.750103257075124,1.408510704557446,0.4115477323325873,0.13101847845342318,0.6899999999999977,1.0700000000000216,1.7600000000000193,0.3920454545454489,0.6079545454545511,0.644859813084097,belt_cycle,,,,95.1,364.2,0.0888813097807978,0.7899148215111912,0.0,0.19352103120759834,,0.0,0.13546472184531883,healthy_reference,COMBINED_DEVIATION,0.0764859683727298,0.1,-50.94420387868819,-3.23,4.96,0.42
22,179.03,S0,0.382395,0,0,0.774372326096712,1.9326274401834262,1.9326274401834262,1.408510704557446,0.6314512785323899,-0.051505704654879025,0.700000000000017,0.839999999999975,1.539999999999992,0.45454545454546796,0.545454545454532,0.8333333333333784,belt_cycle,,,,106.2,397.6,0.10651979738938691,1.145912833349782,0.0,0.09938941655359554,,0.0,0.06957259158751687,healthy_reference,COMBINED_DEVIATION,0.04540171739850648,0.1,-50.94420387868819,-3.18,3.44,0.35
23,180.8,OOD,0.005967,1,0,0.6480465580804151,1.8238431391748962,1.8238431391748962,1.408510704557446,0.500388900083348,0.05727859635365107,0.6099999999999852,1.160000000000025,1.7700000000000102,0.3446327683615716,0.6553672316384285,0.5258620689654931,belt_cycle,,,,106.5,399.0,0.09275166307318407,0.8026822223265702,0.29292905996914975,0.09684531886024414,,0.0,0.15567044119291581,healthy_reference,COMBINED_DEVIATION,0.0934264808147714,0.1,-50.94420387868819,-3.17,3.34,0.33
24,182.51,S0,0.497783,0,0,0.7902256358701529,2.127838019064513,2.127838019064513,1.408510704557446,0.866639283873008,-0.24671628353596597,0.710000000000008,0.9999999999999716,1.7099999999999795,0.41520467836258274,0.5847953216374173,0.7100000000000282,belt_cycle,,,,107.2,449.1,0.12789485210334567,0.9823527462411207,0.0,0.09090909090909079,,0.0,0.06363636363636355,healthy_reference,COMBINED_DEVIATION,0.047514454498585594,0.1,-50.94420387868819,-3.11,3.59,0.69
25,184.3,S0,0.622724,0,0,0.4234623669003619,1.6963721319363083,1.6963721319363083,1.408510704557446,0.3468129407114681,0.1847496035922389,0.6899999999999977,1.1000000000000227,1.7900000000000205,0.38547486033518985,0.6145251396648101,0.6272727272727122,belt_cycle,,,,104.4,400.9,0.1130035438186428,0.9103413203885022,0.0,0.11465400271370406,,0.0,0.08025780189959283,healthy_reference,COMBINED_DEVIATION,0.04323689847657164,0.1,-50.94420387868819,-3.15,5.88,0.47
26,186.03,S0,0.464879,0,0,0.508303292979201,1.783975090305041,1.783975090305041,1.408510704557446,0.452356222017088,0.09714664522350613,0.7199999999999989,1.009999999999991,1.7299999999999898,0.4161849710982677,0.5838150289017323,0.7128712871287182,belt_cycle,,,,100.6,377.0,0.11448710438497733,0.7669444761715352,0.0,0.14687924016282222,,0.0,0.10281546811397554,healthy_reference,COMBINED_DEVIATION,0.05972987393397277,0.1,-50.94420387868819,-3.16,5.2,0.51
27,187.85,S0,0.200418,0,0,0.4849715658573494,1.880273766706554,1.880273766706554,1.408510704557446,0.5683760286773089,0.000847968821993117,0.700000000000017,1.1199999999999761,1.8199999999999932,0.3846153846153954,0.6153846153846045,0.6250000000000285,belt_cycle,,,,101.8,359.0,0.099398383276352,0.7529579413713618,0.0,0.1367028493894165,,0.0,0.09569199457259153,healthy_reference,COMBINED_DEVIATION,0.060032412169588684,0.1,-50.94420387868819,-3.19,4.66,0.53
28,189.48,S0,0.537247,0,0,0.5796891714514124,1.918670491041033,1.918670491041033,1.408510704557446,0.6146360677571612,-0.03754875551248582,0.7300000000000182,0.8999999999999773,1.6299999999999955,0.4478527607362087,0.5521472392637913,0.8111111111111519,belt_cycle,,,,106.2,394.2,0.1187862466257402,1.028949548167778,0.0,0.09938941655359554,,0.0,0.06957259158751687,healthy_reference,COMBINED_DEVIATION,0.04493376628181728,0.1,-50.94420387868819,-3.17,3.05,0.41
29,191.33,OOD,0.111048,1,0,0.7498420352840107,1.9567207082925666,1.9567207082925666,1.408510704557446,0.6604786381212223,-0.07559897276401939,0.6500000000000057,1.200000000000017,1.8500000000000227,0.3513513513513501,0.6486486486486499,0.5416666666666637,belt_cycle,,,,102.30000000000001,326.6,0.09859706885175523,0.8212705751023796,0.22574323007136465,0.13246268656716398,,0.0,0.16044684961842418,healthy_reference,COMBINED_DEVIATION,0.10656742653809662,0.10656742653809662,-51.60094653249786,-3.16,5.21,0.46
30,193.05,S0,0.325652,0,0,0.4384458854868603,1.9832242226421568,1.9832242226421568,1.408510704557446,0.6924098413896355,-0.10210248711360959,0.7399999999999807,0.9800000000000182,1.7199999999999989,0.43023255813952394,0.5697674418604761,0.7551020408162928,belt_cycle,,,,101.19999999999999,369.2,0.10225615468756974,0.9479526805561481,0.0,0.1417910447761194,,0.0,0.09925373134328357,healthy_reference,COMBINED_DEVIATION,0.06719119668800641,0.10656742653809662,-51.60094653249786,-3.14,3.79,0.5
31,194.83,S0,0.088118,0,0,0.5300137561143559,1.671708606557404,1.671708606557404,1.408510704557446,0.3170985401304134,0.20941312897114317,0.6899999999999977,1.0900000000000034,1.7800000000000011,0.3876404494382007,0.6123595505617992,0.6330275229357758,belt_cycle,,,,91.7,354.9,0.11068611223253703,0.768727566979797,0.0,0.2223541383989144,,0.0,0.15564789687924008,healthy_reference,COMBINED_DEVIATION,0.0820014471016065,0.10656742653809662,-51.60094653249786,-3.2,5.76,0.57
32,196.57,OOD,0.049043,1,0,0.9518590169463573,1.952627627347957,1.952627627347957,1.408510704557446,0.6555473298459326,-0.0715058918194098,0.7099999999999795,1.0300000000000011,1.7399999999999807,0.40804597701148704,0.591954022988513,0.6893203883494939,belt_cycle,,,,91.69999999999999,379.2,0.11759423744488785,0.9912123118448433,0.0,0.22235413839891452,,0.0,0.15564789687924016,healthy_reference,COMBINED_DEVIATION,0.10307298402982445,0.10656742653809662,-51.60094653249786,-3.23,5.04,0.38
33,198.33,UNKNOWN,0.033147,0,0,0.4539822909360901,1.718439282668041,1.718439282668041,1.408510704557446,0.3733992517295223,0.1626824528605062,0.6899999999999977,1.0700000000000216,1.7600000000000193,0.3920454545454489,0.6079545454545511,0.644859813084097,belt_cycle,,,,92.8,373.1,0.10009547134706635,1.0180161321003112,0.0,0.21302578018995924,,0.0,0.14911804613297147,healthy_reference,COMBINED_DEVIATION,0.08191944519135658,0.10656742653809662,-51.60094653249786,-3.24,4.18,0.29
