stride_id,timestamp,gait_cluster,cluster_confidence,ood,ood_engaged,d_patient,d_healthy,d_target,healthy_region_threshold,manifold_deviation,delta_healthy,estimated_swing_time,estimated_stance_time,estimated_stride_time,estimated_swing_ratio,estimated_stance_ratio,estimated_swing_stance_ratio,phase_source,swing_symmetry_ratio,stance_symmetry_ratio,swing_stance_symmetry_ratio,belt_excursion,peak_belt_velocity,trunk_acc_rms,trunk_gyro_rms,swing_ratio_error,belt_excursion_error,temporal_symmetry_error,trunk_error,biomechanical_deviation,reference_source,decision_state,raw_assist_gain,assist_gain,target_belt_length,motor_position,motor_velocity,motor_current
16,21.72432643599996,S1,0.247074,0,0,0.6664826776901143,0.7152136739727052,0.7152136739727052,1.408510704557446,0.0,0.03607260401682644,0.4801397349999661,0.7318759590000354,1.2120156940000015,0.39614976718277173,0.6038502328172283,0.6560397688919617,belt_cycle,,,,149.8,1034.0,0.20823190673220524,1.720401691767718,0.0,0.0,,0.0,0.0,healthy_reference:1p0,IN_RANGE,0.0,0.0,-136.45027425432934,-0.47,8.38,1.53
17,22.924294794999923,S0,0.385139,0,0,0.6733833262640447,0.6274240353578561,0.6274240353578561,1.408510704557446,0.0,0.12386224263167556,0.4798569540000699,0.7201114049998942,1.1999683589999641,0.39989133913495484,0.6001086608650451,0.6663648855834193,belt_cycle,,,,128.2,628.4,0.19767388201831082,1.6248818142431598,0.0,0.0,,0.0,0.0,healthy_reference:1p0,IN_RANGE,0.0,0.0,-136.45027425432934,-0.55,7.06,-0.12
18,24.192172295999853,S0,0.458442,0,0,0.8173566593834672,0.7747043594657207,0.7747043594657207,1.408510704557446,0.0,-0.023418081476189068,0.4800459680000131,0.7878315329999168,1.26787750099993,0.3786217261694587,0.6213782738305412,0.6093256589668185,belt_cycle,,,,128.7,575.7,0.2249345722507355,1.7522279357480748,0.0,0.0,,0.0,0.0,healthy_reference:1p0,IN_RANGE,0.0,0.0,-136.45027425432934,-0.6,7.1,1.47
19,25.39224851099993,S0,0.677482,0,0,0.7190935266567107,0.6835614385849014,0.6835614385849014,1.408510704557446,0.0,0.06772483940463025,0.5079828810000926,0.6920933339999848,1.2000762150000774,0.4232921831552672,0.5767078168447328,0.7339803116787478,belt_cycle,,,,119.19999999999999,595.3,0.21303953529111264,1.8945568035353453,0.0,0.0,,0.0,0.0,healthy_reference:1p0,IN_RANGE,0.0,0.0,-136.45027425432934,-0.61,7.71,0.24
20,26.65253194899992,S0,0.691574,0,0,0.49621246249745754,0.4718234722124528,0.4718234722124528,1.408510704557446,0.0,0.2794628057770788,0.4680947629999608,0.7921886750000269,1.2602834379999877,0.3714202288834374,0.6285797711165626,0.5908879762765415,belt_cycle,,,,124.5,616.3,0.21157209179915887,1.6794897479117594,0.025054454750491617,0.0,,0.0,0.007516336425147485,healthy_reference:1p0,BIOMECH_DEFICIT_ONLY,0.0030065345700589943,0.0,-136.45027425432934,-0.64,8.18,0.0
21,27.88365972099996,S0,0.632738,0,0,0.6650553696931837,0.65521954311741,0.65521954311741,1.408510704557446,0.0,0.09606673487212158,0.5082840259999628,0.7228437460000805,1.2311277720000433,0.4128604987719706,0.5871395012280294,0.7031727518050715,belt_cycle,,,,121.0,601.1,0.21558512155670068,1.9549484683741878,0.0,0.0,,0.0,0.0,healthy_reference:1p0,IN_RANGE,0.0,0.0,-136.45027425432934,-0.65,7.67,0.24
22,29.104321030999927,S0,0.730075,0,0,0.6291692113930805,0.609724637768237,0.609724637768237,1.408510704557446,0.0,0.14156164022129458,0.49210775000005924,0.7285535599999058,1.220661309999965,0.4031484785899156,0.5968515214100844,0.6754585757567678,belt_cycle,,,,117.79999999999998,588.2,0.21290294409181046,1.8633329580101279,0.0,0.0010176390773406086,,0.0,0.0007123473541384259,healthy_reference:1p0,BIOMECH_DEFICIT_ONLY,0.00028493894165537037,0.0,-136.45027425432934,-0.72,6.27,-0.01
23,30.384380072999875,S0,0.635458,0,0,0.580126114664325,0.6408351609604872,0.6408351609604872,0.8562813681631302,0.0,0.11045111702904442,0.4921364919998723,0.7879225500000757,1.280059041999948,0.3844639003767861,0.6155360996232139,0.6246000853761896,belt_cycle,,,,123.9,620.4,0.22026547550943648,1.9748245980646082,0.0,0.0,,0.3876544795129068,0.0,healthy_reference:0p8,IN_RANGE,0.0,0.0,-136.45027425432934,-0.65,8.02,0.13
24,31.632476730000008,S0,0.638894,0,0,0.4778300606355648,0.4447678986047532,0.4447678986047532,1.408510704557446,0.0,0.30651837938477844,0.512161855000155,0.7359348019999779,1.2480966570001328,0.41035432001810135,0.5896456799818987,0.695933734358401,belt_cycle,,,,127.9,623.8,0.19920105799637472,1.7319331639693452,0.0,0.0,,0.0,0.0,healthy_reference:1p0,IN_RANGE,0.0,0.0,-136.45027425432934,-0.71,6.4,-0.07
25,32.944628448,S0,0.34233,0,0,0.8566684097250422,0.984540483714576,0.984540483714576,0.8562813681631302,0.5510092949091127,-0.2332542057250444,0.500289893000172,0.8118618249998235,1.3121517179999955,0.38127442591983385,0.6187255740801662,0.6162254186545608,belt_cycle,,,,127.49999999999999,643.7,0.24989606730954503,1.99125335686949,0.0,0.0,,1.0,0.0,healthy_reference:0p8,MANIFOLD_DEVIATION_ONLY,0.0,0.0,-136.45027425432934,-0.7,11.9,0.32
