stride_id,timestamp,gait_cluster,cluster_confidence,ood,d_patient,d_healthy,d_target,healthy_region_threshold,manifold_deviation,delta_healthy,estimated_swing_time,estimated_stance_time,estimated_stride_time,estimated_swing_ratio,estimated_stance_ratio,estimated_swing_stance_ratio,phase_source,swing_symmetry_ratio,stance_symmetry_ratio,swing_stance_symmetry_ratio,belt_excursion,peak_belt_velocity,trunk_acc_rms,trunk_gyro_rms,swing_ratio_error,belt_excursion_error,temporal_symmetry_error,trunk_error,biomechanical_deviation,reference_source,decision_state,raw_assist_gain,assist_gain,target_belt_length,motor_position,motor_velocity,motor_current
15,30.28332323099994,S0,1.0,0,0.6270101802491068,1.169637324683443,1.169637324683443,1.1684483720261463,0.002007009596001009,-0.07856848846489117,0.7599208250001084,1.1312450549999085,1.8911658800000168,0.4018266366988926,0.5981733633011074,0.6717561518977601,scheduled,,,,107.80000000000001,424.0,0.0721726546931412,0.7667369987998451,0.0,0.06622201048118136,,0.0,0.06622201048118136,healthy_reference,COMBINED_DEVIATION,0.02654196747667343,0.0,-120.20545424075954,0.21,-5.24,-0.09
16,32.17208356999981,S0,1.0,0,0.6880422164038267,1.1968428257251877,1.1968428257251877,1.1684483720261463,0.047931211303863484,-0.10577398950663586,0.7487402799999927,1.1400200589998803,1.888760338999873,0.39641889155532667,0.6035811084446734,0.6567781628832474,scheduled,,,,96.39999999999999,423.9,0.07234767879984602,0.805931379397732,0.0,0.16497033219281912,,0.0,0.16497033219281912,healthy_reference,COMBINED_DEVIATION,0.06915102401760868,0.0,-120.20545424075954,0.05,-3.7,-0.06
17,34.06338590799987,S0,1.0,0,0.5844893927754717,1.2003963175814198,1.2003963175814198,1.1684483720261463,0.05392967744210684,-0.10932748136286796,0.7511680109998906,1.140134327000169,1.8913023380000595,0.39716971523136085,0.6028302847686392,0.6588416761175013,scheduled,,,,106.89999999999999,409.9,0.06159796657291998,0.6889372310005374,0.0,0.07401793061631082,,0.0,0.07401793061631082,healthy_reference,COMBINED_DEVIATION,0.03120387749575228,0.03120387749575228,-121.14157056563211,0.48,-3.03,0.0
18,35.96351044599987,S0,1.0,0,0.754992149818924,1.2115533305126571,1.2115533305126571,1.1684483720261463,0.07276325494267075,-0.12048449429410524,0.7599882889999208,1.1401362490000793,1.900124538,0.39996761991182744,0.6000323800881725,0.6665767268310648,scheduled,,,,103.60000000000001,455.4,0.05567099382180227,0.8551268524863535,0.0,0.10260297111178471,,0.0,0.10260297111178471,healthy_reference,COMBINED_DEVIATION,0.04402747890266679,0.04402747890266679,-121.52627860783954,0.49,0.03,-0.12
19,37.85217679499988,S0,1.0,0,0.4794749421230865,1.1689875156684428,1.1689875156684428,1.1684483720261463,0.000910100546957302,-0.07791867944989095,0.7599578169999859,1.1287085320000187,1.8886663490000046,0.4023780152605366,0.5976219847394634,0.6732985491421565,scheduled,,,,104.8,527.1,0.06606429941093624,0.8543675285848674,0.0,0.09220841093161243,,0.0,0.09220841093161243,healthy_reference,COMBINED_DEVIATION,0.03691693194273415,0.04402747890266679,-121.52627860783954,-0.17,2.76,-0.19
20,39.74351918399998,OOD,1.0,1,0.9055327739687234,1.4358715629705743,1.4358715629705743,1.1684483720261463,0.4514232817637731,-0.3448027267520224,0.760002649000171,1.1313397399999303,1.8913423890001013,0.4018323987345108,0.5981676012654892,0.6717722556092812,scheduled,,,,94.19999999999999,465.8,0.07265180566339166,1.1354663913807799,0.0,0.1840270258564685,,0.0,0.1840270258564685,healthy_reference,OOD,0.10684044392072889,0.04402747890266679,-121.52627860783954,0.08,-0.12,-0.29
21,41.63205822299983,S0,1.0,0,0.673622628954104,1.3398273230321263,1.3398273230321263,1.1684483720261463,0.2892959590196092,-0.24875848681357438,0.7485459109998374,1.1399931280000146,1.888539038999852,0.3963624238322648,0.6036375761677352,0.6566231783458853,scheduled,,,,97.2,388.7,0.07069511562925089,0.8877752570415541,0.0,0.15804062540603744,,0.0,0.15804062540603744,healthy_reference,COMBINED_DEVIATION,0.08150445587877435,0.08150445587877435,-122.65058791712276,0.25,5.1,-0.13
22,43.52352467599985,S0,1.0,0,0.506356305984785,1.104433098042399,1.104433098042399,1.1684483720261463,0.0,-0.013364261823847201,0.7514165329998832,1.1400499200001377,1.891466453000021,0.3972666455744298,0.6027333544255702,0.6591084476369179,scheduled,,,,99.79999999999998,403.9,0.057459196342183216,1.015956434821556,0.0,0.13551907834899746,,0.0,0.13551907834899746,healthy_reference,BIOMECH_DEFICIT_ONLY,0.05420763133959899,0.08150445587877435,-122.65058791712276,0.11,10.03,0.0
23,45.41587932699986,S0,1.0,0,0.6912987740101041,1.4040197052033296,1.4040197052033296,1.1684483720261463,0.39765580515569365,-0.31295086898477775,0.7522883530000399,1.1400662979999652,1.892354651000005,0.3975408904469873,0.6024591095530127,0.6598636889098383,scheduled,,,,112.3,512.3,0.058460217638933824,0.9255283555593153,0.0,0.02724240980553507,,0.0,0.02724240980553507,healthy_reference,COMBINED_DEVIATION,0.015230204884454594,0.08150445587877435,-122.65058791712276,0.04,3.23,-0.02
24,47.31214073199999,S0,1.0,0,0.7034865669878034,1.2958108049934882,1.2958108049934882,1.1684483720261463,0.21499394746016517,-0.20474196877493633,0.759901538000122,1.1363598670000101,1.896261405000132,0.4007367001176027,0.5992632998823972,0.6687155715964009,scheduled,,,,96.4,371.9,0.06406714909879001,0.9003469597623703,0.0,0.16497033219281898,,0.0,0.16497033219281898,healthy_reference,COMBINED_DEVIATION,0.08017518204990716,0.08150445587877435,-122.65058791712276,-0.81,4.3,1.62
