stride_id,timestamp,is_baseline,gait_state,gait_state_id,confidence,nearest_distance,d_patient,d_healthy,d_target,healthy_region_threshold,inside_healthy_region,manifold_deviation,delta_healthy,stride_time,swing_time,stance_time,swing_ratio,stance_ratio,swing_stance_ratio,phase_source,swing_symmetry_ratio,stance_symmetry_ratio,swing_stance_symmetry_ratio,belt_excursion,peak_belt_velocity,trunk_rms,trunk_acc_rms,trunk_gyro_rms,swing_ratio_error,belt_excursion_error,temporal_symmetry_error,trunk_error,biomechanical_deviation,reference_source,decision_state,assist_score,raw_assist_gain,e_manifold,e_baseline,e_healthy,assist_mode,e_swing,e_excursion,deviation_score,assist_gain,gain_delta,target_belt_length,ood_flag,ood_engaged,valid
16,35.563558667999814,0,S0,0,1.0,0.6143651666747314,0.6143651666747313,0.6211751762114803,0.6211751762114803,1.006736966214321,1,0.0,0.03307307132487092,1.940134831999785,0.7400055559999146,1.2001292759998705,0.38141965382743903,0.618580346172561,0.6166048698240358,belt_cycle,,,,105.99999999999999,455.4,0.056135450881968744,0.056135450881968744,0.6861718904294594,0.0,0.0,,0.0,0.0,healthy_reference:0p4,IN_RANGE,0.0,0.0,0.6170183444711618,0.6491131475950235,0.6170183444711618,healthy_directed,0.1763959537827972,0.0,0.3614279583704201,0.0,0.0,-119.11296365899099,0,0,1
17,37.46351838299984,0,S0,0,1.0,0.690609789329457,0.690609789329457,0.6193797264119117,0.6193797264119117,1.006736966214321,1,0.0,0.0348685211244395,1.8999597150000227,0.7687092380001559,1.1312504769998668,0.40459238789710167,0.5954076121028984,0.6795216918173697,belt_cycle,,,,104.8,527.1,0.06910465183796717,0.06910465183796717,0.8515251778239558,0.0,0.0,,0.0,0.0,healthy_reference:0p4,IN_RANGE,0.0,0.0,0.6152349096119849,0.7296701024537721,0.6152349096119849,healthy_directed,0.016710163464391435,0.0,0.3126305038453099,0.0,0.0,-119.11296365899099,0,0,1
18,39.49215472599985,0,S0,0,1.0,0.6691432342924419,0.6691432342924418,0.6709645371441845,0.6709645371441845,1.006736966214321,1,0.0,-0.016716289607833223,2.0286363430000165,0.7599379559999235,1.268698387000093,0.3746053148570243,0.6253946851429757,0.5989902436912832,belt_cycle,,,,85.5,465.8,0.0721084257660374,0.0721084257660374,1.1344224632501263,0.0,0.01412510810031703,,0.0,0.00988757567022192,healthy_reference:0p4,BIOMECH_DEFICIT_ONLY,0.00494378783511096,0.003955030268088768,0.6664745208147497,0.706989416985359,0.6664745208147497,healthy_directed,0.2331821118695866,0.2608063930257898,0.4553531725734088,0.0,0.0,-119.11296365899099,0,0,1
19,41.26355821799984,0,S0,0,1.0,1.0534503522613305,1.0534503522613305,0.873721744185254,0.873721744185254,1.006736966214321,1,0.0,-0.2194734966489027,1.7714034919999833,0.8087620189999143,0.962641473000069,0.45656566821305666,0.5434343317869433,0.8401487383245707,belt_cycle,,,,91.99999999999999,395.2,0.06054793271472786,0.06054793271472786,0.8638801368185114,0.0,0.0,,0.0,0.0,healthy_reference:0p4,IN_RANGE,0.0,0.0,0.867874900303651,1.0,0.867874900303651,healthy_directed,0.4498208327640164,0.12858699600435886,0.5946010991819022,0.0,0.0,-119.11296365899099,0,0,1
20,43.18339935299991,0,S0,0,1.0,0.6083402141260512,0.6083402141260511,0.45415407930324814,0.45415407930324814,1.006736966214321,1,0.0,0.2000941682331031,1.9198411350000768,0.7113842209998964,1.2084569140001804,0.3705432746652071,0.6294567253347929,0.5886715635107783,belt_cycle,,,,99.79999999999998,403.9,0.06409362922853845,0.06409362922853845,1.0754688637650036,0.0,0.0,,0.0,0.0,healthy_reference:0p4,IN_RANGE,0.0,0.0,0.4511149332392397,0.6427474287601614,0.4511149332392397,healthy_directed,0.26703244680139676,0.0,0.3056672006600389,0.0,0.0,-119.11296365899099,0,0,1
21,45.15226415099983,0,S0,0,1.0,0.6870066051489098,0.6870066051489097,0.5289202214147739,0.5289202214147739,1.006736966214321,1,0.0,0.12532802612157734,1.9688647979999132,0.7711814660001437,1.1976833319997695,0.39168838143866175,0.6083116185613383,0.6438942960928609,belt_cycle,,,,112.3,512.3,0.05898903031330297,0.05898903031330297,0.9161065520595605,0.0,0.0,,0.0,0.0,healthy_reference:0p4,IN_RANGE,0.0,0.0,0.5253807490587107,0.7258631251841151,0.5253807490587107,healthy_directed,0.09082322368927458,0.0,0.2899373416361377,0.0,0.0,-119.11296365899099,0,0,1
22,47.25223045099983,0,S0,0,1.0,0.6047456784563986,0.6047456784563986,0.5291752537807579,0.5291752537807579,1.006736966214321,1,0.0,0.12507299375559333,2.0999663000000055,0.7913070730000982,1.3086592269999073,0.3768189389515899,0.6231810610484101,0.6046700750463239,belt_cycle,,,,96.4,371.9,0.06593183094758079,0.06593183094758079,0.9252986505065117,0.0,0.0,,0.0,0.0,healthy_reference:0p4,IN_RANGE,0.0,0.0,0.5256340747778834,0.6389495891539554,0.5256340747778834,healthy_directed,0.21473524441487324,0.03908463494369734,0.3350545377021431,0.0,0.0,-119.11296365899099,0,0,1
23,49.15209212399986,0,S0,0,1.0,0.5834315366480914,0.5834315366480914,0.48080677161127555,0.48080677161127555,1.006736966214321,1,0.0,0.1734414759250757,1.899861673000025,0.8400224480001199,1.0598392249999051,0.4421492679904748,0.5578507320095252,0.7925942239023991,belt_cycle,,,,102.3,457.8,0.06611854709278633,0.06611854709278633,0.6763504964024709,0.0,0.0,,0.0,0.0,healthy_reference:0p4,IN_RANGE,0.0,0.0,0.4775892688427596,0.6164299372792229,0.4775892688427596,healthy_directed,0.3296841642425011,0.0,0.3376998836941301,0.0,0.0,-119.11296365899099,0,0,1
24,50.87210781699992,0,S0,0,1.0,1.0899552760171662,1.0899552760171662,1.1698437845113276,1.1698437845113276,0.8213994393425422,0,1.0,-0.5155955369749764,1.7200156930000645,0.7601751950000946,0.95984049799997,0.44195829031896283,0.5580417096810372,0.7919807474096788,belt_cycle,,,,89.0,404.8,0.050772333193062125,0.050772333193062125,0.9865280487758208,0.0,0.0868985328819125,,0.0,0.06082897301733875,healthy_reference:0p6,COMBINED_DEVIATION,0.06082897301733875,0.048663178413871,1.0,1.0,1.0,healthy_directed,0.3280926836465678,0.18961133309117298,0.6363500717122049,0.0,0.0,-119.11296365899099,0,0,1
25,52.932184690999975,0,S0,0,1.0,0.9897628305750592,0.9897628305750592,0.8413194366599147,0.8413194366599147,1.006736966214321,1,0.0,-0.18707118912356346,2.0600768740000532,0.691182716999954,1.3688941570000992,0.33551307027581156,0.6644869297241884,0.5049204962015948,belt_cycle,,,,92.7,466.2,0.06977719163025972,0.06977719163025972,1.2688106812462505,0.20930478154873533,0.0,,0.0,0.0627914344646206,healthy_reference:0p4,BIOMECH_DEFICIT_ONLY,0.0313957172323103,0.02511657378584824,0.8356894252364315,1.0,0.8356894252364315,healthy_directed,0.5589508167130262,0.11434798401743515,0.6083995544356106,0.0,0.0,-119.11296365899099,0,0,1
