stride_id,timestamp,gait_cluster,cluster_confidence,ood,d_patient,d_healthy,d_target,healthy_region_threshold,manifold_deviation,delta_healthy,estimated_swing_time,estimated_stance_time,estimated_stride_time,estimated_swing_ratio,estimated_stance_ratio,estimated_swing_stance_ratio,phase_source,swing_symmetry_ratio,stance_symmetry_ratio,swing_stance_symmetry_ratio,belt_excursion,peak_belt_velocity,trunk_acc_rms,trunk_gyro_rms,swing_ratio_error,belt_excursion_error,temporal_symmetry_error,trunk_error,biomechanical_deviation,reference_source,decision_state,raw_assist_gain,assist_gain,target_belt_length,motor_position,motor_velocity,motor_current
15,30.28332323099994,S0,1.0,0,0.6270101802491068,,0.6270101802491068,,0.8271081741629462,,0.7599208250001084,1.1312450549999085,1.8911658800000168,0.4018266366988926,0.5981733633011074,0.6717561518977601,scheduled,,,,107.80000000000001,424.0,0.0721726546931412,0.7667369987998451,0.0,0.0,,0.0,0.0,patient_baseline,MANIFOLD_DEVIATION_ONLY,0.0,0.0,-120.20545424075954,0.21,-5.24,-0.09
16,32.17208356999981,S0,1.0,0,0.6880422164038267,,0.6880422164038267,,0.9076173868990487,,0.7487402799999927,1.1400200589998803,1.888760338999873,0.39641889155532667,0.6035811084446734,0.6567781628832474,scheduled,,,,96.39999999999999,423.9,0.07234767879984602,0.805931379397732,0.000826204525793961,0.0,,0.02080122303709555,0.0,patient_baseline,MANIFOLD_DEVIATION_ONLY,0.0,0.0,-120.20545424075954,0.05,-3.7,-0.06
17,34.06338590799987,S0,1.0,0,0.5844893927754717,,0.5844893927754717,,0.7710177118401232,,0.7511680109998906,1.140134327000169,1.8913023380000595,0.39716971523136085,0.6028302847686392,0.6588416761175013,scheduled,,,,106.89999999999999,409.9,0.06159796657291998,0.6889372310005374,0.0,0.0,,0.0,0.0,patient_baseline,MANIFOLD_DEVIATION_ONLY,0.0,0.0,-120.20545424075954,0.48,-3.03,0.0
18,35.96351044599987,S0,1.0,0,0.754992149818924,,0.754992149818924,,0.9959330776670868,,0.7599882889999208,1.1401362490000793,1.900124538,0.39996761991182744,0.6000323800881725,0.6665767268310648,scheduled,,,,103.60000000000001,455.4,0.05567099382180227,0.8551268524863535,0.0,0.0,,0.0,0.0,patient_baseline,MANIFOLD_DEVIATION_ONLY,0.0,0.0,-120.20545424075954,0.49,0.03,-0.12
19,37.85217679499988,S0,1.0,0,0.4794749421230865,,0.4794749421230865,,0.6324899601769669,,0.7599578169999859,1.1287085320000187,1.8886663490000046,0.4023780152605366,0.5976219847394634,0.6732985491421565,scheduled,,,,104.8,527.1,0.06606429941093624,0.8543675285848674,0.0,0.0,,0.0,0.0,patient_baseline,MANIFOLD_DEVIATION_ONLY,0.0,0.0,-120.20545424075954,-0.17,2.76,-0.19
20,39.74351918399998,OOD,1.0,1,0.9055327739687234,,0.9055327739687234,,1.0,,0.760002649000171,1.1313397399999303,1.8913423890001013,0.4018323987345108,0.5981676012654892,0.6717722556092812,scheduled,,,,94.19999999999999,465.8,0.07265180566339166,1.1354663913807799,0.0,0.0,,0.06595768657964113,0.0,patient_baseline,OOD,0.0,0.0,-120.20545424075954,0.08,-0.12,-0.29
21,41.63205822299983,S0,1.0,0,0.673622628954104,,0.673622628954104,,0.8885960711000217,,0.7485459109998374,1.1399931280000146,1.888539038999852,0.3963624238322648,0.6036375761677352,0.6566231783458853,scheduled,,,,97.2,388.7,0.07069511562925089,0.8877752570415541,0.0013908817564128872,0.0,,0.0,0.0,patient_baseline,MANIFOLD_DEVIATION_ONLY,0.0,0.0,-120.20545424075954,0.25,5.1,-0.13
22,43.52352467599985,S0,1.0,0,0.506356305984785,,0.506356305984785,,0.6679499837667369,,0.7514165329998832,1.1400499200001377,1.891466453000021,0.3972666455744298,0.6027333544255702,0.6591084476369179,scheduled,,,,99.79999999999998,403.9,0.057459196342183216,1.015956434821556,0.0,0.0,,0.0,0.0,patient_baseline,MANIFOLD_DEVIATION_ONLY,0.0,0.0,-120.20545424075954,0.11,10.03,0.0
23,45.41587932699986,S0,1.0,0,0.6912987740101041,,0.6912987740101041,,0.9119132109552298,,0.7522883530000399,1.1400662979999652,1.892354651000005,0.3975408904469873,0.6024591095530127,0.6598636889098383,scheduled,,,,112.3,512.3,0.058460217638933824,0.9255283555593153,0.0,0.0,,0.0,0.0,patient_baseline,MANIFOLD_DEVIATION_ONLY,0.0,0.0,-120.20545424075954,0.04,3.23,-0.02
24,47.31214073199999,S0,1.0,0,0.7034865669878034,,0.7034865669878034,,0.9279904988755885,,0.759901538000122,1.1363598670000101,1.896261405000132,0.4007367001176027,0.5992632998823972,0.6687155715964009,scheduled,,,,96.4,371.9,0.06406714909879001,0.9003469597623703,0.0,0.0,,0.0,0.0,patient_baseline,MANIFOLD_DEVIATION_ONLY,0.0,0.0,-120.20545424075954,-0.81,4.3,1.62
25,49.20341240499988,S0,1.0,0,0.6746604501130472,,0.6746604501130472,,0.8899650925145387,,0.7600922639999226,1.1311794089999694,1.891271672999892,0.40189480699739005,0.5981051930026099,0.6719466938245365,scheduled,,,,102.3,457.8,0.06601882851755629,0.6979234837584908,0.0,0.0,,0.0,0.0,patient_baseline,MANIFOLD_DEVIATION_ONLY,0.0,0.0,-120.20545424075954,-0.63,10.95,0.07
26,51.09224886599986,OOD,1.0,1,0.8658849641692199,,0.8658849641692199,,1.0,,0.7600172600000406,1.128819200999942,1.8888364609999826,0.4023732470717313,0.5976267529282687,0.6732851986631645,scheduled,,,,89.0,404.8,0.05669418392353434,1.051334603635475,0.0,0.0,,0.0,0.0,patient_baseline,OOD,0.0,0.0,-120.20545424075954,-0.74,3.09,1.61
27,52.98335471799987,OOD,1.0,1,1.080400144597555,,1.080400144597555,,1.0,,0.7511906029999409,1.1399152490000688,1.8911058520000097,0.3972229276354315,0.6027770723645685,0.6589881165804946,scheduled,,,,92.7,466.2,0.06731942666580754,1.2441387807544926,0.0,0.0,,0.0,0.0,patient_baseline,OOD,0.0,0.0,-120.20545424075954,-0.66,10.83,0.13
28,54.88416942699996,S0,1.0,0,0.693179022515571,,0.693179022515571,,0.9143935038712259,,0.7598202789999959,1.1409944300000916,1.9008147090000875,0.3997340063722965,0.6002659936277035,0.6659281228918312,scheduled,,,,95.10000000000001,402.9,0.07545685854070153,1.0137465431545398,0.0,0.0,,0.4824492339307256,0.0,patient_baseline,MANIFOLD_DEVIATION_ONLY,0.0,0.0,-120.20545424075954,-0.72,9.64,0.05
29,56.76817783000001,S0,1.0,0,0.5818050462485137,,0.5818050462485137,,0.7674767087995493,,0.7597727030001806,1.124235699999872,1.8840084030000526,0.40327458295320534,0.5967254170467946,0.6758126458715616,scheduled,,,,92.19999999999999,461.6,0.06326972635138883,0.9890760975121989,0.0,0.0,,0.0,0.0,patient_baseline,MANIFOLD_DEVIATION_ONLY,0.0,0.0,-120.20545424075954,-0.8,9.03,0.14
30,58.65898104600001,OOD,1.0,1,1.0373491555044987,,1.0373491555044987,,1.0,,0.7508896900001218,1.139913525999873,1.8908032159999948,0.3971273602911642,0.6028726397088359,0.6587251338573954,scheduled,,,,92.5,382.5,0.0658913844333584,0.89103949181277,0.0,0.0,,0.0,0.0,patient_baseline,OOD,0.0,0.0,-120.20545424075954,-0.95,-0.12,1.84
