t_s,timestamp,state,phase,phase_progress,belt_length,belt_velocity,target_belt_length,profile,assist_gain,force_n,assist_force_n,impedance_force_n,current_a,saturated,faults
0.0180,89.1000,INIT,STANCE,,-113.900,1.000,-113.900,0.0000,0.0000,-0.0015,0.0000,-0.0015,0.0000,0,
0.0260,89.1100,INIT,STANCE,,-113.900,-0.300,-113.900,0.0000,0.0000,0.0004,0.0000,0.0004,0.0465,0,
0.0377,89.1200,INIT,STANCE,,-113.900,0.300,-113.900,0.0000,0.0000,-0.0004,0.0000,-0.0004,0.0000,0,
0.0459,89.1300,INIT,STANCE,,-113.900,0.300,-113.900,0.0000,0.0000,-0.0004,0.0000,-0.0004,0.0000,0,
0.0580,89.1400,INIT,STANCE,,-113.900,-0.400,-113.900,0.0000,0.0000,0.0006,0.0000,0.0006,0.0467,0,
0.0660,89.1500,INIT,STANCE,,-113.900,-0.800,-113.900,0.0000,0.0000,0.0012,0.0000,0.0012,0.0474,0,
0.0780,89.1600,INIT,STANCE,,-113.900,0.700,-113.900,0.0000,0.0000,-0.0010,0.0000,-0.0010,0.0000,0,
0.0860,89.1700,INIT,STANCE,,-113.900,0.100,-113.900,0.0000,0.0000,-0.0002,0.0000,-0.0002,0.0000,0,
0.0980,89.1800,INIT,STANCE,,-113.900,-0.300,-113.900,0.0000,0.0000,0.0004,0.0000,0.0004,0.0465,0,
0.1060,89.1900,INIT,STANCE,,-113.900,-0.100,-113.900,0.0000,0.0000,0.0002,0.0000,0.0002,0.0461,0,
0.1180,89.2000,INIT,STANCE,,-113.900,0.600,-113.900,0.0000,0.0000,-0.0009,0.0000,-0.0009,0.0000,0,
0.1260,89.2100,INIT,STANCE,,-113.900,0.100,-113.900,0.0000,0.0000,-0.0002,0.0000,-0.0002,0.0000,0,
0.1380,89.2200,INIT,STANCE,,-113.900,-0.400,-113.900,0.0000,0.0000,0.0006,0.0000,0.0006,0.0467,0,
0.1460,89.2300,INIT,STANCE,,-113.900,-0.300,-113.900,0.0000,0.0000,0.0004,0.0000,0.0004,0.0465,0,
0.1578,89.2400,INIT,STANCE,,-113.900,0.100,-113.900,0.0000,0.0000,-0.0002,0.0000,-0.0002,0.0000,0,
0.1659,89.2500,INIT,STANCE,,-113.900,0.200,-113.900,0.0000,0.0000,-0.0003,0.0000,-0.0003,0.0000,0,
0.1779,89.2600,INIT,STANCE,,-113.900,-0.400,-113.900,0.0000,0.0000,0.0006,0.0000,0.0006,0.0467,0,
0.1858,89.2700,INIT,STANCE,,-113.900,-0.500,-113.900,0.0000,0.0000,0.0008,0.0000,0.0008,0.0468,0,
0.1980,89.2800,INIT,STANCE,,-113.900,0.100,-113.900,0.0000,0.0000,-0.0002,0.0000,-0.0002,0.0000,0,
0.2060,89.2900,INIT,STANCE,,-113.900,0.100,-113.900,0.0000,0.0000,-0.0002,0.0000,-0.0002,0.0000,0,
0.2179,89.3000,INIT,STANCE,,-113.900,-0.600,-113.900,0.0000,0.0000,0.0009,0.0000,0.0009,0.0470,0,
0.2260,89.3100,INIT,STANCE,,-114.000,-1.300,-114.000,0.0000,0.0000,0.0020,0.0000,0.0020,0.0482,0,
0.2377,89.3200,INIT,STANCE,,-114.000,-0.100,-114.000,0.0000,0.0000,0.0002,0.0000,0.0002,0.0461,0,
0.2460,89.3300,INIT,STANCE,,-114.000,0.300,-114.000,0.0000,0.0000,-0.0004,0.0000,-0.0004,0.0000,0,
0.2579,89.3400,INIT,STANCE,,-114.000,-0.100,-114.000,0.0000,0.0000,0.0002,0.0000,0.0002,0.0461,0,
0.2659,89.3500,INIT,STANCE,,-114.000,-0.400,-114.000,0.0000,0.0000,0.0006,0.0000,0.0006,0.0467,0,
0.2780,89.3600,INIT,STANCE,,-114.000,-0.300,-114.000,0.0000,0.0000,0.0004,0.0000,0.0004,0.0465,0,
0.2858,89.3700,INIT,STANCE,,-114.000,0.100,-114.000,0.0000,0.0000,-0.0002,0.0000,-0.0002,0.0000,0,
0.2980,89.3800,INIT,STANCE,,-114.000,0.000,-114.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,
0.3060,89.3900,INIT,STANCE,,-114.000,-0.500,-114.000,0.0000,0.0000,0.0008,0.0000,0.0008,0.0468,0,
0.3180,89.4000,INIT,STANCE,,-114.000,-2.600,-114.000,0.0000,0.0000,0.0039,0.0000,0.0039,0.0505,0,
0.3259,89.4100,INIT,STANCE,,-114.000,-2.600,-114.000,0.0000,0.0000,0.0039,0.0000,0.0039,0.0505,0,
0.3379,89.4200,INIT,STANCE,,-114.000,-0.700,-114.000,0.0000,0.0000,0.0010,0.0000,0.0010,0.0472,0,
0.3459,89.4300,INIT,STANCE,,-114.000,0.000,-114.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,
0.3579,89.4400,INIT,STANCE,,-114.000,0.000,-114.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,
0.3657,89.4500,INIT,STANCE,,-114.000,-0.400,-114.000,0.0000,0.0000,0.0006,0.0000,0.0006,0.0467,0,
0.3777,89.4600,INIT,STANCE,,-114.000,-1.000,-114.000,0.0000,0.0000,0.0015,0.0000,0.0015,0.0477,0,
0.3858,89.4700,INIT,STANCE,,-114.000,0.200,-114.000,0.0000,0.0000,-0.0003,0.0000,-0.0003,0.0000,0,
0.3978,89.4800,INIT,STANCE,,-114.000,0.300,-114.000,0.0000,0.0000,-0.0004,0.0000,-0.0004,0.0000,0,
0.4059,89.4900,INIT,STANCE,,-114.000,-0.300,-114.000,0.0000,0.0000,0.0004,0.0000,0.0004,0.0465,0,
0.4179,89.5000,INIT,STANCE,,-114.000,-0.600,-114.000,0.0000,0.0000,0.0009,0.0000,0.0009,0.0470,0,
0.4259,89.5100,INIT,STANCE,,-114.000,0.600,-114.000,0.0000,0.0000,-0.0009,0.0000,-0.0009,0.0000,0,
0.4377,89.5200,INIT,STANCE,,-114.000,0.600,-114.000,0.0000,0.0000,-0.0009,0.0000,-0.0009,0.0000,0,
0.4460,89.5300,INIT,STANCE,,-114.000,-0.100,-114.000,0.0000,0.0000,0.0002,0.0000,0.0002,0.0461,0,
0.4577,89.5400,INIT,STANCE,,-114.000,-0.500,-114.000,0.0000,0.0000,0.0008,0.0000,0.0008,0.0468,0,
0.4659,89.5500,INIT,STANCE,,-114.000,0.500,-114.000,0.0000,0.0000,-0.0008,0.0000,-0.0008,0.0000,0,
0.4779,89.5600,INIT,STANCE,,-114.000,1.500,-114.000,0.0000,0.0000,-0.0023,0.0000,-0.0023,0.0000,0,
0.4859,89.5700,INIT,STANCE,,-114.000,0.100,-114.000,0.0000,0.0000,-0.0002,0.0000,-0.0002,0.0000,0,
0.4977,89.5800,INIT,STANCE,,-114.000,-0.700,-114.000,0.0000,0.0000,0.0010,0.0000,0.0010,0.0472,0,
0.5058,89.5900,INIT,STANCE,,-114.000,0.400,-114.000,0.0000,0.0000,-0.0006,0.0000,-0.0006,0.0000,0,
0.5177,89.6000,INIT,STANCE,,-114.000,0.100,-114.000,0.0000,0.0000,-0.0002,0.0000,-0.0002,0.0000,0,
0.5259,89.6100,INIT,STANCE,,-114.000,0.500,-114.000,0.0000,0.0000,-0.0008,0.0000,-0.0008,0.0000,0,
