t_s,timestamp,state,phase,phase_progress,belt_length,belt_velocity,target_belt_length,profile,assist_gain,force_n,assist_force_n,impedance_force_n,current_a,saturated,faults
0.0205,916.1200,INIT,STANCE,,-66.400,-144.700,-66.400,0.0000,0.0000,0.2170,0.0000,0.2170,0.0000,1,
0.0286,916.1300,INIT,STANCE,,-68.000,-167.200,-68.000,0.0000,0.0000,0.2508,0.0000,0.2508,0.0000,1,
0.0407,916.1400,INIT,STANCE,,-69.800,-190.700,-69.800,0.0000,0.0000,0.2860,0.0000,0.2860,0.0000,1,
0.0486,916.1500,INIT,STANCE,,-71.900,-211.200,-71.900,0.0000,0.0000,0.3168,0.0000,0.3168,0.0000,1,
0.0606,916.1600,INIT,STANCE,,-74.100,-226.400,-74.100,0.0000,0.0000,0.3396,0.0000,0.3396,0.0000,1,
0.0726,916.1700,INIT,STANCE,,-76.400,-240.700,-76.400,0.0000,0.0000,0.3610,0.0000,0.3610,0.0000,1,
0.0804,916.1800,INIT,STANCE,,-79.000,-256.500,-79.000,0.0000,0.0000,0.3847,0.0000,0.3847,0.0000,1,
0.0926,916.1900,INIT,STANCE,,-81.600,-270.000,-81.600,0.0000,0.0000,0.4050,0.0000,0.4050,0.0000,1,
0.1007,916.2000,INIT,STANCE,,-84.400,-281.100,-84.400,0.0000,0.0000,0.4217,0.0000,0.4217,0.0000,1,
0.1126,916.2100,INIT,STANCE,,-87.300,-292.700,-87.300,0.0000,0.0000,0.4390,0.0000,0.4390,0.0000,1,
0.1207,916.2200,INIT,STANCE,,-90.300,-301.400,-90.300,0.0000,0.0000,0.4521,0.0000,0.4521,0.0000,1,
0.1326,916.2300,INIT,STANCE,,-93.300,-302.300,-93.300,0.0000,0.0000,0.4535,0.0000,0.4535,0.0000,1,
0.1407,916.2400,INIT,STANCE,,-96.300,-305.400,-96.300,0.0000,0.0000,0.4581,0.0000,0.4581,0.0000,1,
0.1526,916.2500,INIT,STANCE,,-99.400,-306.600,-99.400,0.0000,0.0000,0.4599,0.0000,0.4599,0.0000,1,
0.1607,916.2600,INIT,STANCE,,-102.500,-304.000,-102.500,0.0000,0.0000,0.4560,0.0000,0.4560,0.0000,1,
0.1766,916.2700,INIT,STANCE,,-105.500,-307.300,-105.500,0.0000,0.0000,0.4610,0.0000,0.4610,0.0000,1,
