t_s,timestamp,state,phase,phase_progress,belt_length,belt_velocity,target_belt_length,profile,assist_gain,force_n,assist_force_n,impedance_force_n,current_a,saturated,faults
0.0070,926.2300,INIT,STANCE,,-132.900,-318.200,-132.900,0.0000,0.0000,0.4773,0.0000,0.4773,0.0000,1,
0.0191,926.2400,INIT,STANCE,,-137.600,-265.400,-137.600,0.0000,0.0000,0.3981,0.0000,0.3981,0.0000,1,
0.0271,926.2500,INIT,STANCE,,-140.300,-280.100,-140.300,0.0000,0.0000,0.4202,0.0000,0.4202,0.0000,1,
0.0391,926.2600,INIT,STANCE,,-143.300,-302.600,-143.300,0.0000,0.0000,0.4539,0.0000,0.4539,0.0000,1,
0.0472,926.2700,INIT,STANCE,,-146.400,-324.800,-146.400,0.0000,0.0000,0.4872,0.0000,0.4872,0.0000,1,
0.0592,926.2800,INIT,STANCE,,-149.500,-341.900,-149.500,0.0000,0.0000,0.5129,0.0000,0.5129,0.0000,1,
0.0671,926.2900,INIT,STANCE,,-153.100,-364.600,-153.100,0.0000,0.0000,0.5469,0.0000,0.5469,0.0000,1,
0.0792,926.3000,INIT,STANCE,,-156.900,-386.900,-156.900,0.0000,0.0000,0.5804,0.0000,0.5804,0.0000,1,
0.0872,926.3100,INIT,STANCE,,-160.900,-411.600,-160.900,0.0000,0.0000,0.6174,0.0000,0.6174,0.0000,1,
0.0992,926.3200,INIT,STANCE,,-165.100,-420.900,-165.100,0.0000,0.0000,0.6313,0.0000,0.6313,0.0000,1,
0.1071,926.3300,INIT,STANCE,,-169.300,-417.600,-169.300,0.0000,0.0000,0.6264,0.0000,0.6264,0.0000,1,
0.1191,926.3400,INIT,STANCE,,-173.400,-404.800,-173.400,0.0000,0.0000,0.6072,0.0000,0.6072,0.0000,1,
0.1272,926.3500,INIT,STANCE,,-177.200,-374.300,-177.200,0.0000,0.0000,0.5615,0.0000,0.5615,0.0000,1,
0.1392,926.3600,INIT,STANCE,,-180.800,-342.200,-180.800,0.0000,0.0000,0.5133,0.0000,0.5133,0.0000,1,
0.1472,926.3700,INIT,STANCE,,-183.900,-299.600,-183.900,0.0000,0.0000,0.4494,0.0000,0.4494,0.0000,1,
0.1592,926.3800,INIT,STANCE,,-186.600,-253.300,-186.600,0.0000,0.0000,0.3800,0.0000,0.3800,0.0000,1,
0.1672,926.3900,INIT,STANCE,,-188.800,-209.700,-188.800,0.0000,0.0000,0.3145,0.0000,0.3145,0.0000,1,
0.1791,926.4000,INIT,STANCE,,-190.600,-164.300,-190.600,0.0000,0.0000,0.2465,0.0000,0.2465,0.0000,1,
0.1872,926.4100,INIT,STANCE,,-191.900,-118.300,-191.900,0.0000,0.0000,0.1774,0.0000,0.1774,0.0000,1,
0.1992,926.4200,INIT,STANCE,,-192.800,-73.300,-192.800,0.0000,0.0000,0.1099,0.0000,0.1099,0.0000,1,
0.2072,926.4300,INIT,STANCE,,-193.200,-26.100,-193.200,0.0000,0.0000,0.0392,0.0000,0.0392,0.0000,1,
0.2192,926.4400,INIT,STANCE,,-193.100,20.000,-193.100,0.0000,0.0000,-0.0300,0.0000,-0.0300,0.0000,0,
0.2271,926.4500,INIT,STANCE,,-192.700,50.100,-192.700,0.0000,0.0000,-0.0752,0.0000,-0.0752,0.0000,0,
0.2391,926.4600,INIT,STANCE,,-192.000,75.600,-192.000,0.0000,0.0000,-0.1134,0.0000,-0.1134,0.0000,0,
0.2472,926.4700,INIT,STANCE,,-191.200,98.700,-191.200,0.0000,0.0000,-0.1481,0.0000,-0.1481,0.0000,0,
0.2591,926.4800,INIT,STANCE,,-190.000,125.100,-190.000,0.0000,0.0000,-0.1876,0.0000,-0.1876,0.0000,0,
0.2671,926.4900,INIT,STANCE,,-188.600,151.400,-188.600,0.0000,0.0000,-0.2271,0.0000,-0.2271,0.0000,0,
0.2791,926.5000,INIT,STANCE,,-186.900,176.600,-186.900,0.0000,0.0000,-0.2649,0.0000,-0.2649,0.0000,0,
0.2871,926.5100,INIT,STANCE,,-185.000,202.300,-185.000,0.0000,0.0000,-0.3034,0.0000,-0.3034,0.0000,0,
0.2991,926.5200,INIT,STANCE,,-182.700,230.000,-182.700,0.0000,0.0000,-0.3450,0.0000,-0.3450,0.0000,0,
0.3071,926.5300,INIT,STANCE,,-180.300,256.100,-180.300,0.0000,0.0000,-0.3842,0.0000,-0.3842,0.0000,0,
0.3192,926.5400,INIT,STANCE,,-177.500,278.900,-177.500,0.0000,0.0000,-0.4183,0.0000,-0.4183,0.0000,0,
0.3272,926.5500,INIT,STANCE,,-174.600,302.100,-174.600,0.0000,0.0000,-0.4532,0.0000,-0.4532,0.0000,0,
0.3392,926.5600,INIT,STANCE,,-171.400,327.800,-171.400,0.0000,0.0000,-0.4917,0.0000,-0.4917,0.0000,0,
0.3472,926.5700,INIT,STANCE,,-167.600,349.800,-167.600,0.0000,0.0000,-0.5247,0.0000,-0.5247,0.0000,0,
0.3592,926.5800,INIT,STANCE,,-164.000,371.700,-164.000,0.0000,0.0000,-0.5575,0.0000,-0.5575,0.0000,0,
0.3671,926.5900,INIT,STANCE,,-160.100,395.000,-160.100,0.0000,0.0000,-0.5925,0.0000,-0.5925,0.0000,0,
0.3791,926.6000,INIT,STANCE,,-156.000,412.100,-156.000,0.0000,0.0000,-0.6182,0.0000,-0.6182,0.0000,0,
0.3871,926.6100,INIT,STANCE,,-151.700,435.300,-151.700,0.0000,0.0000,-0.6530,0.0000,-0.6530,0.0000,0,
0.3991,926.6200,INIT,STANCE,,-147.200,458.700,-147.200,0.0000,0.0000,-0.6881,0.0000,-0.6881,0.0000,0,
0.4071,926.6300,INIT,STANCE,,-142.400,487.100,-142.400,0.0000,0.0000,-0.7307,0.0000,-0.7307,0.0000,0,
0.4191,926.6400,INIT,STANCE,,-137.400,507.200,-137.400,0.0000,0.0000,-0.7608,0.0000,-0.7608,0.0000,0,
0.4271,926.6500,INIT,STANCE,,-132.200,530.500,-132.200,0.0000,0.0000,-0.7958,0.0000,-0.7958,0.0000,0,
0.4391,926.6600,INIT,STANCE,,-126.800,547.900,-126.800,0.0000,0.0000,-0.8218,0.0000,-0.8218,0.0000,0,
0.4471,926.6700,INIT,STANCE,,-121.100,566.000,-121.100,0.0000,0.0000,-0.8490,0.0000,-0.8490,0.0000,0,
0.4591,926.6800,INIT,STANCE,,-115.400,577.700,-115.400,0.0000,0.0000,-0.8666,0.0000,-0.8666,0.0000,0,
0.4671,926.6900,INIT,STANCE,,-109.500,600.500,-109.500,0.0000,0.0000,-0.9008,0.0000,-0.9008,0.0000,0,
0.4791,926.7000,INIT,STANCE,,-103.300,626.400,-103.300,0.0000,0.0000,-0.9396,0.0000,-0.9396,0.0000,0,
0.4871,926.7100,INIT,STANCE,,-96.900,647.400,-96.900,0.0000,0.0000,-0.9711,0.0000,-0.9711,0.0000,0,
0.4991,926.7200,INIT,STANCE,,-90.300,662.400,-90.300,0.0000,0.0000,-0.9936,0.0000,-0.9936,0.0000,0,
0.5072,926.7300,INIT,STANCE,,-83.500,681.900,-83.500,0.0000,0.0000,-1.0229,0.0000,-1.0229,0.0000,0,
0.5192,926.7400,INIT,STANCE,,-76.700,685.400,-76.700,0.0000,0.0000,-1.0281,0.0000,-1.0281,0.0000,0,
0.5273,926.7500,INIT,STANCE,,-69.800,682.400,-69.800,0.0000,0.0000,-1.0236,0.0000,-1.0236,0.0000,0,
0.5391,926.7600,INIT,STANCE,,-63.200,651.300,-63.200,0.0000,0.0000,-0.9769,0.0000,-0.9769,0.0000,0,
0.5472,926.7700,INIT,STANCE,,-56.900,610.100,-56.900,0.0000,0.0000,-0.9152,0.0000,-0.9152,0.0000,0,
0.5591,926.7800,INIT,STANCE,,-51.500,505.900,-51.500,0.0000,0.0000,-0.7589,0.0000,-0.7589,0.0000,0,
0.5713,926.7900,INIT,STANCE,,-47.600,336.200,-47.600,0.0000,0.0000,-0.5043,0.0000,-0.5043,0.0000,0,
0.5791,926.8000,INIT,STANCE,,-45.500,151.100,-45.500,0.0000,0.0000,-0.2266,0.0000,-0.2266,0.0000,0,
0.5913,926.8100,INIT,STANCE,,-45.100,7.400,-45.100,0.0000,0.0000,-0.0111,0.0000,-0.0111,0.0000,0,
0.5992,926.8200,INIT,STANCE,,-45.500,-48.800,-45.500,0.0000,0.0000,0.0732,0.0000,0.0732,0.0000,1,
0.6113,926.8300,INIT,STANCE,,-46.000,-49.900,-46.000,0.0000,0.0000,0.0748,0.0000,0.0748,0.0000,1,
0.6191,926.8400,INIT,STANCE,,-46.400,-41.000,-46.400,0.0000,0.0000,0.0615,0.0000,0.0615,0.0000,1,
0.6313,926.8500,INIT,STANCE,,-46.800,-32.900,-46.800,0.0000,0.0000,0.0493,0.0000,0.0493,0.0000,1,
0.6393,926.8600,INIT,STANCE,,-47.000,-23.400,-47.000,0.0000,0.0000,0.0351,0.0000,0.0351,0.0000,1,
0.6513,926.8700,INIT,STANCE,,-47.300,-26.100,-47.300,0.0000,0.0000,0.0392,0.0000,0.0392,0.0000,1,
0.6592,926.8800,INIT,STANCE,,-47.600,-42.700,-47.600,0.0000,0.0000,0.0641,0.0000,0.0641,0.0000,1,
0.6712,926.8900,INIT,STANCE,,-48.200,-69.000,-48.200,0.0000,0.0000,0.1035,0.0000,0.1035,0.0000,1,
0.6792,926.9000,INIT,STANCE,,-49.100,-96.700,-49.100,0.0000,0.0000,0.1451,0.0000,0.1451,0.0000,1,
0.6912,926.9100,INIT,STANCE,,-50.300,-123.700,-50.300,0.0000,0.0000,0.1856,0.0000,0.1856,0.0000,1,
0.6992,926.9200,INIT,STANCE,,-51.700,-147.800,-51.700,0.0000,0.0000,0.2217,0.0000,0.2217,0.0000,1,
0.7113,926.9300,INIT,STANCE,,-53.300,-167.100,-53.300,0.0000,0.0000,0.2506,0.0000,0.2506,0.0000,1,
0.7192,926.9400,INIT,STANCE,,-55.100,-183.800,-55.100,0.0000,0.0000,0.2757,0.0000,0.2757,0.0000,1,
0.7312,926.9500,INIT,STANCE,,-57.000,-199.800,-57.000,0.0000,0.0000,0.2997,0.0000,0.2997,0.0000,1,
0.7392,926.9600,INIT,STANCE,,-59.200,-217.000,-59.200,0.0000,0.0000,0.3255,0.0000,0.3255,0.0000,1,
0.7511,926.9700,INIT,STANCE,,-61.400,-233.500,-61.400,0.0000,0.0000,0.3503,0.0000,0.3503,0.0000,1,
0.7633,926.9800,INIT,STANCE,,-63.900,-244.300,-63.900,0.0000,0.0000,0.3664,0.0000,0.3664,0.0000,1,
0.7712,926.9900,INIT,STANCE,,-66.400,-252.100,-66.400,0.0000,0.0000,0.3781,0.0000,0.3781,0.0000,1,
0.7832,927.0000,INIT,STANCE,,-69.100,-257.600,-69.100,0.0000,0.0000,0.3864,0.0000,0.3864,0.0000,1,
0.7912,927.0100,INIT,STANCE,,-73.000,-252.800,-73.000,0.0000,0.0000,0.3792,0.0000,0.3792,0.0000,1,
0.8032,927.0200,INIT,STANCE,,-75.500,-240.800,-75.500,0.0000,0.0000,0.3612,0.0000,0.3612,0.0000,1,
0.8111,927.0300,INIT,STANCE,,-77.800,-226.700,-77.800,0.0000,0.0000,0.3400,0.0000,0.3400,0.0000,1,
0.8233,927.0400,INIT,STANCE,,-79.900,-206.100,-79.900,0.0000,0.0000,0.3091,0.0000,0.3091,0.0000,1,
0.8311,927.0500,INIT,STANCE,,-81.800,-180.300,-81.800,0.0000,0.0000,0.2705,0.0000,0.2705,0.0000,1,
0.8432,927.0600,INIT,STANCE,,-83.400,-152.000,-83.400,0.0000,0.0000,0.2280,0.0000,0.2280,0.0000,1,
0.8513,927.0700,INIT,STANCE,,-84.700,-124.000,-84.700,0.0000,0.0000,0.1860,0.0000,0.1860,0.0000,1,
0.8633,927.0800,INIT,STANCE,,-85.800,-96.000,-85.800,0.0000,0.0000,0.1440,0.0000,0.1440,0.0000,1,
0.8711,927.0900,INIT,STANCE,,-86.500,-68.200,-86.500,0.0000,0.0000,0.1023,0.0000,0.1023,0.0000,1,
0.8830,927.1000,INIT,STANCE,,-87.100,-43.600,-87.100,0.0000,0.0000,0.0654,0.0000,0.0654,0.0000,1,
0.8910,927.1100,INIT,STANCE,,-87.400,-25.300,-87.400,0.0000,0.0000,0.0380,0.0000,0.0380,0.0000,1,
0.9030,927.1200,INIT,STANCE,,-87.500,-11.900,-87.500,0.0000,0.0000,0.0179,0.0000,0.0179,0.0000,1,
0.9112,927.1300,INIT,STANCE,,-87.600,-5.700,-87.600,0.0000,0.0000,0.0086,0.0000,0.0086,0.0000,1,
0.9232,927.1400,INIT,STANCE,,-87.600,-7.300,-87.600,0.0000,0.0000,0.0109,0.0000,0.0109,0.0000,1,
0.9312,927.1500,INIT,STANCE,,-87.800,-17.300,-87.800,0.0000,0.0000,0.0260,0.0000,0.0260,0.0000,1,
0.9433,927.1600,INIT,STANCE,,-88.000,-29.400,-88.000,0.0000,0.0000,0.0441,0.0000,0.0441,0.0000,1,
0.9512,927.1700,INIT,STANCE,,-88.400,-44.300,-88.400,0.0000,0.0000,0.0664,0.0000,0.0664,0.0000,1,
0.9632,927.1800,INIT,STANCE,,-89.000,-62.700,-89.000,0.0000,0.0000,0.0941,0.0000,0.0941,0.0000,1,
0.9712,927.1900,INIT,STANCE,,-89.800,-81.200,-89.800,0.0000,0.0000,0.1218,0.0000,0.1218,0.0000,1,
0.9833,927.2000,INIT,STANCE,,-90.700,-97.000,-90.700,0.0000,0.0000,0.1455,0.0000,0.1455,0.0000,1,
0.9912,927.2100,INIT,STANCE,,-91.700,-109.600,-91.700,0.0000,0.0000,0.1644,0.0000,0.1644,0.0000,1,
1.0032,927.2200,INIT,STANCE,,-92.900,-121.500,-92.900,0.0000,0.0000,0.1822,0.0000,0.1822,0.0000,1,
1.0112,927.2300,INIT,STANCE,,-94.200,-130.700,-94.200,0.0000,0.0000,0.1960,0.0000,0.1960,0.0000,1,
1.0233,927.2400,INIT,STANCE,,-95.600,-139.400,-95.600,0.0000,0.0000,0.2091,0.0000,0.2091,0.0000,1,
1.0312,927.2500,INIT,STANCE,,-97.000,-144.500,-97.000,0.0000,0.0000,0.2167,0.0000,0.2167,0.0000,1,
1.0433,927.2600,INIT,STANCE,,-98.500,-146.500,-98.500,0.0000,0.0000,0.2198,0.0000,0.2198,0.0000,1,
1.0512,927.2700,INIT,STANCE,,-99.900,-146.800,-99.900,0.0000,0.0000,0.2202,0.0000,0.2202,0.0000,1,
1.0631,927.2800,INIT,STANCE,,-101.400,-146.400,-101.400,0.0000,0.0000,0.2196,0.0000,0.2196,0.0000,1,
1.0711,927.2900,INIT,STANCE,,-102.900,-144.400,-102.900,0.0000,0.0000,0.2166,0.0000,0.2166,0.0000,1,
1.0831,927.3000,INIT,STANCE,,-104.300,-141.300,-104.300,0.0000,0.0000,0.2120,0.0000,0.2120,0.0000,1,
1.0952,927.3100,INIT,STANCE,,-105.700,-139.100,-105.700,0.0000,0.0000,0.2087,0.0000,0.2087,0.0000,1,
1.1032,927.3200,INIT,STANCE,,-107.100,-136.400,-107.100,0.0000,0.0000,0.2046,0.0000,0.2046,0.0000,1,
1.1152,927.3300,INIT,STANCE,,-108.400,-134.300,-108.400,0.0000,0.0000,0.2015,0.0000,0.2015,0.0000,1,
1.1232,927.3400,INIT,STANCE,,-109.700,-131.400,-109.700,0.0000,0.0000,0.1971,0.0000,0.1971,0.0000,1,
1.1352,927.3500,INIT,STANCE,,-111.000,-129.200,-111.000,0.0000,0.0000,0.1938,0.0000,0.1938,0.0000,1,
1.1432,927.3600,INIT,STANCE,,-112.300,-129.100,-112.300,0.0000,0.0000,0.1936,0.0000,0.1936,0.0000,1,
1.1552,927.3700,INIT,STANCE,,-113.600,-130.300,-113.600,0.0000,0.0000,0.1955,0.0000,0.1955,0.0000,1,
1.1633,927.3800,INIT,STANCE,,-114.900,-132.300,-114.900,0.0000,0.0000,0.1985,0.0000,0.1985,0.0000,1,
1.1753,927.3900,INIT,STANCE,,-116.300,-135.300,-116.300,0.0000,0.0000,0.2030,0.0000,0.2030,0.0000,1,
1.1832,927.4000,INIT,STANCE,,-117.700,-139.600,-117.700,0.0000,0.0000,0.2094,0.0000,0.2094,0.0000,1,
1.1952,927.4100,INIT,STANCE,,-119.100,-146.100,-119.100,0.0000,0.0000,0.2191,0.0000,0.2191,0.0000,1,
1.2031,927.4200,INIT,STANCE,,-120.600,-152.900,-120.600,0.0000,0.0000,0.2294,0.0000,0.2294,0.0000,1,
1.2151,927.4300,INIT,STANCE,,-122.200,-162.700,-122.200,0.0000,0.0000,0.2440,0.0000,0.2440,0.0000,1,
1.2232,927.4400,INIT,STANCE,,-123.900,-173.800,-123.900,0.0000,0.0000,0.2607,0.0000,0.2607,0.0000,1,
1.2352,927.4500,INIT,STANCE,,-125.700,-183.900,-125.700,0.0000,0.0000,0.2759,0.0000,0.2759,0.0000,1,
1.2431,927.4600,INIT,STANCE,,-127.600,-194.100,-127.600,0.0000,0.0000,0.2912,0.0000,0.2912,0.0000,1,
1.2552,927.4700,INIT,STANCE,,-129.600,-204.100,-129.600,0.0000,0.0000,0.3061,0.0000,0.3061,0.0000,1,
1.2632,927.4800,INIT,STANCE,,-131.800,-216.700,-131.800,0.0000,0.0000,0.3251,0.0000,0.3251,0.0000,1,
1.2751,927.4900,INIT,STANCE,,-134.000,-231.300,-134.000,0.0000,0.0000,0.3470,0.0000,0.3470,0.0000,1,
1.2832,927.5000,INIT,STANCE,,-136.400,-245.200,-136.400,0.0000,0.0000,0.3678,0.0000,0.3678,0.0000,1,
1.2952,927.5100,INIT,STANCE,,-139.000,-256.000,-139.000,0.0000,0.0000,0.3840,0.0000,0.3840,0.0000,1,
1.3032,927.5200,INIT,STANCE,,-141.600,-267.500,-141.600,0.0000,0.0000,0.4012,0.0000,0.4012,0.0000,1,
