t_s,timestamp,state,phase,phase_progress,belt_length,belt_velocity,target_belt_length,profile,assist_gain,force_n,assist_force_n,impedance_force_n,current_a,saturated,faults
0.0081,970.2100,INIT,STANCE,,-167.700,130.200,-167.700,0.0000,0.0000,-0.1953,0.0000,-0.1953,0.0000,0,
0.0200,970.2200,INIT,STANCE,,-165.700,140.900,-165.700,0.0000,0.0000,-0.2114,0.0000,-0.2114,0.0000,0,
0.0281,970.2300,INIT,STANCE,,-164.200,164.200,-164.200,0.0000,0.0000,-0.2463,0.0000,-0.2463,0.0000,0,
0.0401,970.2400,INIT,STANCE,,-162.300,190.400,-162.300,0.0000,0.0000,-0.2856,0.0000,-0.2856,0.0000,0,
0.0481,970.2500,INIT,STANCE,,-160.300,214.400,-160.300,0.0000,0.0000,-0.3216,0.0000,-0.3216,0.0000,0,
0.0601,970.2600,INIT,STANCE,,-158.000,236.700,-158.000,0.0000,0.0000,-0.3550,0.0000,-0.3550,0.0000,0,
0.0681,970.2700,INIT,STANCE,,-155.400,259.100,-155.400,0.0000,0.0000,-0.3887,0.0000,-0.3887,0.0000,0,
0.0801,970.2800,INIT,STANCE,,-152.700,283.600,-152.700,0.0000,0.0000,-0.4254,0.0000,-0.4254,0.0000,0,
0.0881,970.2900,INIT,STANCE,,-149.700,307.000,-149.700,0.0000,0.0000,-0.4605,0.0000,-0.4605,0.0000,0,
0.1001,970.3000,INIT,STANCE,,-146.400,333.700,-146.400,0.0000,0.0000,-0.5005,0.0000,-0.5005,0.0000,0,
0.1081,970.3100,INIT,STANCE,,-142.900,360.500,-142.900,0.0000,0.0000,-0.5408,0.0000,-0.5408,0.0000,0,
0.1201,970.3200,INIT,STANCE,,-139.200,380.100,-139.200,0.0000,0.0000,-0.5702,0.0000,-0.5702,0.0000,0,
0.1281,970.3300,INIT,STANCE,,-135.200,406.200,-135.200,0.0000,0.0000,-0.6093,0.0000,-0.6093,0.0000,0,
0.1401,970.3400,INIT,STANCE,,-131.000,425.300,-131.000,0.0000,0.0000,-0.6380,0.0000,-0.6380,0.0000,0,
0.1481,970.3500,INIT,STANCE,,-126.600,448.200,-126.600,0.0000,0.0000,-0.6723,0.0000,-0.6723,0.0000,0,
0.1601,970.3600,INIT,STANCE,,-121.900,469.900,-121.900,0.0000,0.0000,-0.7048,0.0000,-0.7048,0.0000,0,
