t_s,timestamp,state,phase,phase_progress,belt_length,belt_velocity,target_belt_length,profile,assist_gain,force_n,assist_force_n,impedance_force_n,current_a,saturated,faults
11.9010,420.5700,INIT,STANCE,,-27.500,-71.200,-27.500,0.0000,0.0000,0.1068,0.0000,0.1068,0.1687,0,
11.9130,420.5800,INIT,STANCE,,-28.300,-76.200,-28.300,0.0000,0.0000,0.1143,0.0000,0.1143,0.1774,0,
11.9209,420.5900,INIT,STANCE,,-29.100,-82.600,-29.100,0.0000,0.0000,0.1239,0.0000,0.1239,0.1884,0,
11.9330,420.6000,INIT,STANCE,,-30.000,-90.600,-30.000,0.0000,0.0000,0.1359,0.0000,0.1359,0.2022,0,
11.9411,420.6100,INIT,STANCE,,-30.900,-96.300,-30.900,0.0000,0.0000,0.1444,0.0000,0.1444,0.2120,0,
11.9530,420.6200,INIT,STANCE,,-31.900,-100.800,-31.900,0.0000,0.0000,0.1512,0.0000,0.1512,0.2198,0,
11.9611,420.6300,INIT,STANCE,,-33.000,-102.400,-33.000,0.0000,0.0000,0.1536,0.0000,0.1536,0.2225,0,
11.9731,420.6400,INIT,STANCE,,-34.000,-101.500,-34.000,0.0000,0.0000,0.1522,0.0000,0.1522,0.2210,0,
11.9810,420.6500,INIT,STANCE,,-35.000,-98.700,-35.000,0.0000,0.0000,0.1481,0.0000,0.1481,0.2161,0,
11.9930,420.6600,INIT,STANCE,,-35.900,-93.500,-35.900,0.0000,0.0000,0.1403,0.0000,0.1403,0.2072,0,
12.0010,420.6700,INIT,STANCE,,-36.800,-85.900,-36.800,0.0000,0.0000,0.1289,0.0000,0.1289,0.1941,0,
12.0130,420.6800,INIT,STANCE,,-37.600,-78.900,-37.600,0.0000,0.0000,0.1184,0.0000,0.1184,0.1820,0,
12.0211,420.6900,INIT,STANCE,,-38.300,-68.400,-38.300,0.0000,0.0000,0.1026,0.0000,0.1026,0.1639,0,
12.0331,420.7000,INIT,STANCE,,-39.000,-58.500,-39.000,0.0000,0.0000,0.0878,0.0000,0.0878,0.1468,0,
12.0411,420.7100,INIT,STANCE,,-39.500,-47.900,-39.500,0.0000,0.0000,0.0718,0.0000,0.0718,0.1286,0,
12.0530,420.7200,INIT,STANCE,,-39.900,-40.400,-39.900,0.0000,0.0000,0.0606,0.0000,0.0606,0.1156,0,
12.0610,420.7300,INIT,STANCE,,-40.200,-34.200,-40.200,0.0000,0.0000,0.0513,0.0000,0.0513,0.1049,0,
12.0730,420.7400,INIT,STANCE,,-40.500,-26.000,-40.500,0.0000,0.0000,0.0390,0.0000,0.0390,0.0908,0,
12.0811,420.7500,INIT,STANCE,,-40.700,-17.700,-40.700,0.0000,0.0000,0.0266,0.0000,0.0266,0.0765,0,
12.0930,420.7600,INIT,STANCE,,-40.800,-10.200,-40.800,0.0000,0.0000,0.0153,0.0000,0.0153,0.0636,0,
12.1010,420.7700,INIT,STANCE,,-41.000,-11.000,-41.000,0.0000,0.0000,0.0165,0.0000,0.0165,0.0649,0,
12.1129,420.7800,INIT,STANCE,,-41.100,-11.700,-41.100,0.0000,0.0000,0.0175,0.0000,0.0175,0.0661,0,
