t_s,timestamp,state,phase,phase_progress,belt_length,belt_velocity,target_belt_length,profile,assist_gain,force_n,assist_force_n,impedance_force_n,current_a,saturated,faults
0.0087,321.4700,INIT,STANCE,,-79.500,0.000,-79.500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,
0.0168,321.4800,INIT,STANCE,,-79.500,-0.300,-79.500,0.0000,0.0000,0.0004,0.0000,0.0004,0.0465,0,
0.0288,321.4900,INIT,STANCE,,-79.500,0.700,-79.500,0.0000,0.0000,-0.0010,0.0000,-0.0010,0.0000,0,
0.0368,321.5000,INIT,STANCE,,-79.500,-0.400,-79.500,0.0000,0.0000,0.0006,0.0000,0.0006,0.0467,0,
0.0488,321.5100,INIT,STANCE,,-79.500,1.700,-79.500,0.0000,0.0000,-0.0026,0.0000,-0.0026,0.0000,0,
0.0568,321.5200,INIT,STANCE,,-79.500,-1.800,-79.500,0.0000,0.0000,0.0027,0.0000,0.0027,0.0491,0,
0.0688,321.5300,INIT,STANCE,,-79.500,0.500,-79.500,0.0000,0.0000,-0.0008,0.0000,-0.0008,0.0000,0,
0.0807,321.5400,INIT,STANCE,,-79.500,-1.400,-79.500,0.0000,0.0000,0.0021,0.0000,0.0021,0.0484,0,
0.0888,321.5500,INIT,STANCE,,-79.500,0.600,-79.500,0.0000,0.0000,-0.0009,0.0000,-0.0009,0.0000,0,
0.1007,321.5600,INIT,STANCE,,-79.500,-1.100,-79.500,0.0000,0.0000,0.0017,0.0000,0.0017,0.0479,0,
0.1089,321.5700,INIT,STANCE,,-79.500,0.700,-79.500,0.0000,0.0000,-0.0010,0.0000,-0.0010,0.0000,0,
0.1208,321.5800,INIT,STANCE,,-79.500,-0.900,-79.500,0.0000,0.0000,0.0014,0.0000,0.0014,0.0475,0,
0.1288,321.5900,INIT,STANCE,,-79.500,1.300,-79.500,0.0000,0.0000,-0.0020,0.0000,-0.0020,0.0000,0,
0.1408,321.6000,INIT,STANCE,,-79.500,-2.100,-79.500,0.0000,0.0000,0.0032,0.0000,0.0032,0.0496,0,
0.1488,321.6100,INIT,STANCE,,-79.500,1.900,-79.500,0.0000,0.0000,-0.0029,0.0000,-0.0029,0.0000,0,
0.1608,321.6200,INIT,STANCE,,-79.500,-2.300,-79.500,0.0000,0.0000,0.0034,0.0000,0.0034,0.0499,0,
0.1688,321.6300,INIT,STANCE,,-79.500,2.100,-79.500,0.0000,0.0000,-0.0032,0.0000,-0.0032,0.0000,0,
0.1808,321.6400,INIT,STANCE,,-79.500,-1.900,-79.500,0.0000,0.0000,0.0029,0.0000,0.0029,0.0493,0,
0.1888,321.6500,INIT,STANCE,,-79.500,1.900,-79.500,0.0000,0.0000,-0.0029,0.0000,-0.0029,0.0000,0,
0.2008,321.6600,INIT,STANCE,,-79.500,-1.400,-79.500,0.0000,0.0000,0.0021,0.0000,0.0021,0.0484,0,
0.2088,321.6700,INIT,STANCE,,-79.500,1.700,-79.500,0.0000,0.0000,-0.0026,0.0000,-0.0026,0.0000,0,
0.2209,321.6800,INIT,STANCE,,-79.500,-1.900,-79.500,0.0000,0.0000,0.0029,0.0000,0.0029,0.0493,0,
0.2288,321.6900,INIT,STANCE,,-79.500,1.900,-79.500,0.0000,0.0000,-0.0029,0.0000,-0.0029,0.0000,0,
0.2408,321.7000,INIT,STANCE,,-79.500,-0.700,-79.500,0.0000,0.0000,0.0010,0.0000,0.0010,0.0472,0,
0.2488,321.7100,INIT,STANCE,,-79.500,1.300,-79.500,0.0000,0.0000,-0.0020,0.0000,-0.0020,0.0000,0,
0.2608,321.7200,INIT,STANCE,,-79.500,-0.700,-79.500,0.0000,0.0000,0.0010,0.0000,0.0010,0.0472,0,
0.2688,321.7300,INIT,STANCE,,-79.500,0.500,-79.500,0.0000,0.0000,-0.0008,0.0000,-0.0008,0.0000,0,
0.2808,321.7400,INIT,STANCE,,-79.500,0.100,-79.500,0.0000,0.0000,-0.0002,0.0000,-0.0002,0.0000,0,
0.2888,321.7500,INIT,STANCE,,-79.500,0.600,-79.500,0.0000,0.0000,-0.0009,0.0000,-0.0009,0.0000,0,
0.3008,321.7600,INIT,STANCE,,-79.500,-0.400,-79.500,0.0000,0.0000,0.0006,0.0000,0.0006,0.0467,0,
0.3088,321.7700,INIT,STANCE,,-79.500,0.200,-79.500,0.0000,0.0000,-0.0003,0.0000,-0.0003,0.0000,0,
0.3208,321.7800,INIT,STANCE,,-79.500,0.000,-79.500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,
0.3288,321.7900,INIT,STANCE,,-79.500,1.500,-79.500,0.0000,0.0000,-0.0023,0.0000,-0.0023,0.0000,0,
0.3408,321.8000,INIT,STANCE,,-79.500,0.300,-79.500,0.0000,0.0000,-0.0004,0.0000,-0.0004,0.0000,0,
0.3488,321.8100,INIT,STANCE,,-79.500,-0.500,-79.500,0.0000,0.0000,0.0008,0.0000,0.0008,0.0468,0,
0.3608,321.8200,INIT,STANCE,,-79.500,0.200,-79.500,0.0000,0.0000,-0.0003,0.0000,-0.0003,0.0000,0,
0.3688,321.8300,INIT,STANCE,,-79.500,-0.100,-79.500,0.0000,0.0000,0.0002,0.0000,0.0002,0.0461,0,
0.3808,321.8400,INIT,STANCE,,-79.500,0.700,-79.500,0.0000,0.0000,-0.0010,0.0000,-0.0010,0.0000,0,
0.3888,321.8500,INIT,STANCE,,-79.500,-0.600,-79.500,0.0000,0.0000,0.0009,0.0000,0.0009,0.0470,0,
0.4008,321.8600,INIT,STANCE,,-79.500,1.300,-79.500,0.0000,0.0000,-0.0020,0.0000,-0.0020,0.0000,0,
0.4088,321.8700,INIT,STANCE,,-79.500,-1.000,-79.500,0.0000,0.0000,0.0015,0.0000,0.0015,0.0477,0,
0.4208,321.8800,INIT,STANCE,,-79.500,1.200,-79.500,0.0000,0.0000,-0.0018,0.0000,-0.0018,0.0000,0,
0.4288,321.8900,INIT,STANCE,,-79.500,-1.200,-79.500,0.0000,0.0000,0.0018,0.0000,0.0018,0.0480,0,
0.4408,321.9000,INIT,STANCE,,-79.500,1.300,-79.500,0.0000,0.0000,-0.0020,0.0000,-0.0020,0.0000,0,
0.4488,321.9100,INIT,STANCE,,-79.500,-1.400,-79.500,0.0000,0.0000,0.0021,0.0000,0.0021,0.0484,0,
0.4608,321.9200,INIT,STANCE,,-79.500,1.200,-79.500,0.0000,0.0000,-0.0018,0.0000,-0.0018,0.0000,0,
0.4688,321.9300,INIT,STANCE,,-79.500,-0.900,-79.500,0.0000,0.0000,0.0014,0.0000,0.0014,0.0475,0,
0.4808,321.9400,INIT,STANCE,,-79.500,0.500,-79.500,0.0000,0.0000,-0.0008,0.0000,-0.0008,0.0000,0,
0.4888,321.9500,INIT,STANCE,,-79.500,-1.000,-79.500,0.0000,0.0000,0.0015,0.0000,0.0015,0.0477,0,
0.5008,321.9600,INIT,STANCE,,-79.500,0.600,-79.500,0.0000,0.0000,-0.0009,0.0000,-0.0009,0.0000,0,
0.5087,321.9700,INIT,STANCE,,-79.500,-0.600,-79.500,0.0000,0.0000,0.0009,0.0000,0.0009,0.0470,0,
0.5208,321.9800,INIT,STANCE,,-79.500,1.000,-79.500,0.0000,0.0000,-0.0015,0.0000,-0.0015,0.0000,0,
0.5288,321.9900,INIT,STANCE,,-79.500,-1.200,-79.500,0.0000,0.0000,0.0018,0.0000,0.0018,0.0480,0,
0.5407,322.0000,INIT,STANCE,,-79.500,-0.500,-79.500,0.0000,0.0000,0.0008,0.0000,0.0008,0.0468,0,
0.5487,322.0100,INIT,STANCE,,-79.500,-0.900,-79.500,0.0000,0.0000,0.0014,0.0000,0.0014,0.0475,0,
0.5608,322.0200,INIT,STANCE,,-79.500,1.600,-79.500,0.0000,0.0000,-0.0024,0.0000,-0.0024,0.0000,0,
0.5687,322.0300,INIT,STANCE,,-79.500,-1.100,-79.500,0.0000,0.0000,0.0017,0.0000,0.0017,0.0479,0,
0.5808,322.0400,INIT,STANCE,,-79.500,0.000,-79.500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,
0.5888,322.0500,INIT,STANCE,,-79.500,-0.700,-79.500,0.0000,0.0000,0.0010,0.0000,0.0010,0.0472,0,
0.6007,322.0600,INIT,STANCE,,-79.500,1.300,-79.500,0.0000,0.0000,-0.0020,0.0000,-0.0020,0.0000,0,
0.6088,322.0700,INIT,STANCE,,-79.500,-2.000,-79.500,0.0000,0.0000,0.0030,0.0000,0.0030,0.0494,0,
0.6207,322.0800,INIT,STANCE,,-79.500,1.200,-79.500,0.0000,0.0000,-0.0018,0.0000,-0.0018,0.0000,0,
0.6327,322.0900,INIT,STANCE,,-79.500,-0.900,-79.500,0.0000,0.0000,0.0014,0.0000,0.0014,0.0475,0,
0.6407,322.1000,INIT,STANCE,,-79.500,0.600,-79.500,0.0000,0.0000,-0.0009,0.0000,-0.0009,0.0000,0,
0.6528,322.1100,INIT,STANCE,,-79.500,-0.800,-79.500,0.0000,0.0000,0.0012,0.0000,0.0012,0.0474,0,
0.6608,322.1200,INIT,STANCE,,-79.500,1.600,-79.500,0.0000,0.0000,-0.0024,0.0000,-0.0024,0.0000,0,
0.6728,322.1300,INIT,STANCE,,-79.500,-1.900,-79.500,0.0000,0.0000,0.0029,0.0000,0.0029,0.0493,0,
0.6807,322.1400,INIT,STANCE,,-79.500,2.400,-79.500,0.0000,0.0000,-0.0036,0.0000,-0.0036,0.0000,0,
0.6928,322.1500,INIT,STANCE,,-79.500,-2.300,-79.500,0.0000,0.0000,0.0034,0.0000,0.0034,0.0499,0,
0.7007,322.1600,INIT,STANCE,,-79.500,1.100,-79.500,0.0000,0.0000,-0.0017,0.0000,-0.0017,0.0000,0,
0.7127,322.1700,INIT,STANCE,,-79.500,-0.900,-79.500,0.0000,0.0000,0.0014,0.0000,0.0014,0.0475,0,
0.7207,322.1800,INIT,STANCE,,-79.500,1.700,-79.500,0.0000,0.0000,-0.0026,0.0000,-0.0026,0.0000,0,
0.7328,322.1900,INIT,STANCE,,-79.500,-2.800,-79.500,0.0000,0.0000,0.0042,0.0000,0.0042,0.0508,0,
0.7407,322.2000,INIT,STANCE,,-79.500,1.400,-79.500,0.0000,0.0000,-0.0021,0.0000,-0.0021,0.0000,0,
0.7528,322.2100,INIT,STANCE,,-79.500,-0.700,-79.500,0.0000,0.0000,0.0010,0.0000,0.0010,0.0472,0,
0.7608,322.2200,INIT,STANCE,,-79.500,0.700,-79.500,0.0000,0.0000,-0.0010,0.0000,-0.0010,0.0000,0,
0.7728,322.2300,INIT,STANCE,,-79.500,-1.000,-79.500,0.0000,0.0000,0.0015,0.0000,0.0015,0.0477,0,
0.7808,322.2400,INIT,STANCE,,-79.500,1.600,-79.500,0.0000,0.0000,-0.0024,0.0000,-0.0024,0.0000,0,
0.7928,322.2500,INIT,STANCE,,-79.500,-1.500,-79.500,0.0000,0.0000,0.0023,0.0000,0.0023,0.0486,0,
0.8007,322.2600,INIT,STANCE,,-79.500,0.700,-79.500,0.0000,0.0000,-0.0010,0.0000,-0.0010,0.0000,0,
0.8128,322.2700,INIT,STANCE,,-79.500,-0.500,-79.500,0.0000,0.0000,0.0008,0.0000,0.0008,0.0468,0,
0.8248,322.2800,INIT,STANCE,,-79.500,0.500,-79.500,0.0000,0.0000,-0.0008,0.0000,-0.0008,0.0000,0,
0.8328,322.2900,INIT,STANCE,,-79.500,-1.100,-79.500,0.0000,0.0000,0.0017,0.0000,0.0017,0.0479,0,
0.8448,322.3000,INIT,STANCE,,-79.500,0.500,-79.500,0.0000,0.0000,-0.0008,0.0000,-0.0008,0.0000,0,
0.8528,322.3100,INIT,STANCE,,-79.500,-1.600,-79.500,0.0000,0.0000,0.0024,0.0000,0.0024,0.0487,0,
0.8648,322.3200,INIT,STANCE,,-79.500,0.500,-79.500,0.0000,0.0000,-0.0008,0.0000,-0.0008,0.0000,0,
0.8727,322.3300,INIT,STANCE,,-79.500,-1.400,-79.500,0.0000,0.0000,0.0021,0.0000,0.0021,0.0484,0,
0.8806,322.3400,INIT,STANCE,,-79.500,0.000,-79.500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,
0.8927,322.3500,INIT,STANCE,,-79.500,-1.100,-79.500,0.0000,0.0000,0.0017,0.0000,0.0017,0.0479,0,
0.9008,322.3600,INIT,STANCE,,-79.500,-0.400,-79.500,0.0000,0.0000,0.0006,0.0000,0.0006,0.0467,0,
0.9128,322.3700,INIT,STANCE,,-79.500,-2.100,-79.500,0.0000,0.0000,0.0032,0.0000,0.0032,0.0496,0,
0.9248,322.3800,INIT,STANCE,,-79.600,-4.100,-79.600,0.0000,0.0000,0.0061,0.0000,0.0061,0.0530,0,
