stride_id,timestamp,gait_cluster,cluster_confidence,ood,ood_engaged,d_patient,d_healthy,d_target,healthy_region_threshold,manifold_deviation,delta_healthy,estimated_swing_time,estimated_stance_time,estimated_stride_time,estimated_swing_ratio,estimated_stance_ratio,estimated_swing_stance_ratio,phase_source,swing_symmetry_ratio,stance_symmetry_ratio,swing_stance_symmetry_ratio,belt_excursion,peak_belt_velocity,trunk_acc_rms,trunk_gyro_rms,swing_ratio_error,belt_excursion_error,temporal_symmetry_error,trunk_error,biomechanical_deviation,reference_source,decision_state,raw_assist_gain,assist_gain,target_belt_length,motor_position,motor_velocity,motor_current
16,28.592489024000088,S0,1.0,0,0,0.6575802242936519,0.6053335919995486,0.6053335919995486,0.8213994393425422,0.0,-0.04841459814013238,0.6281764360001034,0.9001137109999036,1.528290147000007,0.4110321834065325,0.5889678165934675,0.6978856430286847,belt_cycle,,,,108.70000000000002,556.6,0.12332781828332098,1.2708690172326054,0.0,0.0,,0.0,0.0,healthy_reference:0p6,IN_RANGE,0.0,0.0,-119.56825161053969,-1.03,4.85,0.01
17,30.16402591500014,OOD,1.0,1,0,1.033785018534735,1.0240738385664439,1.0240738385664439,0.8213994393425422,0.7570184062704656,-0.4671548447070276,0.6199044670001967,0.9516324239998539,1.5715368910000507,0.3944574706138265,0.6055425293861735,0.6514116704794959,belt_cycle,,,,81.2,425.8,0.14457008643886343,1.5700142635758771,0.0,0.16692315584282352,,0.0,0.11684620908997646,healthy_reference:0p6,COMBINED_DEVIATION,0.08212037602960642,0.0,-119.56825161053969,-1.12,5.73,-0.03
18,31.69257368500007,S0,1.0,0,0,0.7596765122915473,0.7995099457462327,0.7995099457462327,0.8213994393425422,0.0,-0.24259095188681645,0.6281870550001258,0.9003607149998061,1.528547769999932,0.4109698547400673,0.5890301452599327,0.6977059799863227,belt_cycle,,,,125.0,615.6,0.14932360376401302,1.4186419991427706,0.0,0.0,,0.23390247723729649,0.0,healthy_reference:0p6,IN_RANGE,0.0,0.0,-119.56825161053969,-0.99,5.79,0.14
19,33.28434125900003,S0,1.0,0,0,0.6088980231309814,0.5866954591702798,0.5866954591702798,0.8213994393425422,0.0,-0.02977646531086353,0.6201884120000614,0.9715791619998981,1.5917675739999595,0.38962246883920826,0.6103775311607917,0.638330293872777,belt_cycle,,,,123.39999999999999,568.0,0.10710325630403127,0.9808674193494552,0.0,0.0,,0.0,0.0,healthy_reference:0p6,IN_RANGE,0.0,0.0,-119.56825161053969,-0.94,4.69,0.21
20,34.94468288500002,S0,1.0,0,0,0.5463097147094484,0.573263670491877,0.573263670491877,0.8213994393425422,0.0,-0.016344676632460753,0.6398736870000903,1.0204679389999,1.6603416259999904,0.3853867643742939,0.6146132356257061,0.6270394811493955,belt_cycle,,,,130.2,640.9,0.12225302159472347,1.0330208060619586,0.0,0.0,,0.0,0.0,healthy_reference:0p6,IN_RANGE,0.0,0.0,-119.56825161053969,-0.91,6.87,-0.04
21,36.434605121,S0,1.0,0,0,0.8210435564975584,0.8086780975611069,0.8086780975611069,0.8213994393425422,0.0,-0.25175910370169063,0.6702597579999292,0.8196624780000477,1.4899222359999769,0.44986224234050537,0.5501377576594947,0.8177265349944325,belt_cycle,,,,126.9,628.1,0.12866453787440837,1.3210235948520248,0.0,0.0,,0.0,0.0,healthy_reference:0p6,IN_RANGE,0.0,0.0,-119.56825161053969,-0.83,6.14,-0.09
22,37.974735247000126,S0,1.0,0,0,0.7807573782156515,0.7341633776596171,0.7341633776596171,0.8213994393425422,0.0,-0.1772443838002009,0.5915725150000526,0.9485576110000764,1.540130126000129,0.3841055408327251,0.6158944591672749,0.6236548082475983,belt_cycle,,,,132.89999999999998,649.6,0.13922195850476976,1.0979287151197037,0.0,0.0,,0.0,0.0,healthy_reference:0p6,IN_RANGE,0.0,0.0,-119.56825161053969,-0.77,7.11,0.01
23,39.57640748099993,S0,1.0,0,0,0.6599348536989739,0.5436251139611608,0.5436251139611608,0.8213994393425422,0.0,0.013293879898255478,0.6096568850000494,0.9920153489997574,1.6016722339998068,0.38063773102788456,0.6193622689721154,0.6145639637680632,belt_cycle,,,,109.29999999999998,502.7,0.12768809732011085,1.2204584364901714,0.0,0.0,,0.0,0.0,healthy_reference:0p6,IN_RANGE,0.0,0.0,-119.56825161053969,-0.86,7.04,0.29
24,41.10413027100003,S0,1.0,0,0,0.7676215470059625,0.7246991367336603,0.7246991367336603,0.8213994393425422,0.0,-0.16778014287424403,0.6397983049998857,0.8879244850002124,1.527722790000098,0.4187921455304366,0.5812078544695635,0.7205548622749519,belt_cycle,,,,116.80000000000001,474.0,0.1308517556351782,1.3402436773401534,0.0,0.0,,0.0,0.0,healthy_reference:0p6,IN_RANGE,0.0,0.0,-119.56825161053969,-0.97,7.77,0.03
25,42.66456808199996,S0,1.0,0,0,0.48454300666760003,0.4250869757754273,0.4250869757754273,0.8213994393425422,0.0,0.13183201808398892,0.6091838540000936,0.9512539569998353,1.5604378109999288,0.39039290749416566,0.6096070925058343,0.6404008619542584,belt_cycle,,,,113.5,472.9,0.11917132643195992,1.1970512015454158,0.0,0.0,,0.0,0.0,healthy_reference:0p6,IN_RANGE,0.0,0.0,-119.56825161053969,-1.01,6.12,-0.04
26,44.34460450000006,S0,1.0,0,0,0.4772256805822803,0.4013699952208696,0.4013699952208696,0.8213994393425422,0.0,0.15554899863854665,0.6199096529999295,1.0601267650001702,1.6800364180000997,0.36898584242469246,0.6310141575753075,0.5847504972670226,belt_cycle,,,,113.50000000000001,518.2,0.11800660630785813,1.1487871040491353,0.09164640034275473,0.0,,0.0,0.02749392010282642,healthy_reference:0p6,BIOMECH_DEFICIT_ONLY,0.010997568041130569,0.0,-119.56825161053969,-0.96,5.59,0.7
27,45.895198372000095,S0,1.0,0,0,0.6700386071568653,0.6582367094747406,0.6582367094747406,0.8213994393425422,0.0,-0.10131771561532432,0.6710632879999139,0.879530584000122,1.5505938720000358,0.43277824072291854,0.5672217592770814,0.76297891194176,belt_cycle,,,,130.7,630.6,0.12346665733393493,1.2572069954162504,0.0,0.0,,0.0,0.0,healthy_reference:0p6,IN_RANGE,0.0,0.0,-119.56825161053969,-0.92,6.39,-0.04
28,47.524367397000105,S0,1.0,0,0,0.5850107757143376,0.5221778578601708,0.5221778578601708,0.8213994393425422,0.0,0.03474113599924544,0.612936455999936,1.0162325690000742,1.6291690250000102,0.37622643605069284,0.6237735639493072,0.6031458493827225,belt_cycle,,,,122.80000000000001,555.4,0.11351155390814448,1.1105134724368648,0.01924046408275093,0.0,,0.0,0.005772139224825279,healthy_reference:0p6,BIOMECH_DEFICIT_ONLY,0.0023088556899301116,0.0,-119.56825161053969,-0.9,5.21,-0.04
29,49.17548503800003,S0,1.0,0,0,0.527755753882719,0.42735731204924166,0.42735731204924166,0.8213994393425422,0.0,0.12956168181017458,0.6488690010000937,1.0022486399998343,1.651117640999928,0.39298774653460444,0.6070122534653956,0.6474132017781545,belt_cycle,,,,120.79999999999998,593.9,0.12439946031748776,1.1489800179905085,0.0,0.0,,0.0,0.0,healthy_reference:0p6,IN_RANGE,0.0,0.0,-119.56825161053969,-0.91,6.07,0.06
30,50.77564340399999,S0,1.0,0,0,0.4584277194530969,0.3930545981813245,0.3930545981813245,0.8213994393425422,0.0,0.16386439567809175,0.6597408850000193,0.9404174809999404,1.6001583659999596,0.4122972444591374,0.5877027555408626,0.7015404310631493,belt_cycle,,,,121.7,611.0,0.13255234273470573,1.3054183742955445,0.0,0.0,,0.0,0.0,healthy_reference:0p6,IN_RANGE,0.0,0.0,-119.56825161053969,-0.92,4.29,0.09
31,52.41555441500009,S0,1.0,0,0,0.8100144265608228,0.7113569516778743,0.7113569516778743,0.8213994393425422,0.0,-0.15443795781845804,0.6315808279998691,1.0083301830002256,1.6399110110000947,0.38513115880275817,0.6148688411972418,0.6263631086799748,belt_cycle,,,,130.1,621.9,0.1198196054403399,1.0577333303473364,0.0,0.0,,0.0,0.0,healthy_reference:0p6,IN_RANGE,0.0,0.0,-119.56825161053969,-0.87,7.62,0.07
32,54.024452595999946,S0,1.0,0,0,0.9148053991724245,0.8414999231959672,0.8414999231959672,0.8213994393425422,0.07507823538766177,-0.284580929336551,0.6600984609999614,0.9487997199998972,1.6088981809998586,0.41027982304619154,0.5897201769538085,0.6957194938885869,belt_cycle,,,,103.4,340.7,0.12359342319137304,1.1845100432452584,0.0,0.0,,0.0,0.0,healthy_reference:0p6,MANIFOLD_DEVIATION_ONLY,0.0,0.0,-119.56825161053969,-0.99,4.34,-0.22
