t_s,timestamp,state,phase,phase_progress,belt_length,belt_velocity,target_belt_length,profile,assist_gain,force_n,assist_force_n,impedance_force_n,current_a,saturated,faults
0.0165,233.3100,INIT,STANCE,,-43.000,-0.500,-43.000,0.0000,0.0000,0.0008,0.0000,0.0008,0.0000,1,
0.0285,233.3200,INIT,STANCE,,-43.000,-0.400,-43.000,0.0000,0.0000,0.0006,0.0000,0.0006,0.0000,1,
0.0365,233.3300,INIT,STANCE,,-43.000,-0.100,-43.000,0.0000,0.0000,0.0002,0.0000,0.0002,0.0000,1,
0.0485,233.3400,INIT,STANCE,,-43.000,-1.100,-43.000,0.0000,0.0000,0.0017,0.0000,0.0017,0.0000,1,
0.0605,233.3500,INIT,STANCE,,-43.000,-1.700,-43.000,0.0000,0.0000,0.0026,0.0000,0.0026,0.0000,1,
0.0686,233.3600,INIT,STANCE,,-43.000,-3.300,-43.000,0.0000,0.0000,0.0049,0.0000,0.0049,0.0000,1,
0.0765,233.3700,INIT,STANCE,,-43.100,-8.100,-43.100,0.0000,0.0000,0.0121,0.0000,0.0121,0.0000,1,
0.0887,233.3800,INIT,STANCE,,-43.200,-15.600,-43.200,0.0000,0.0000,0.0234,0.0000,0.0234,0.0000,1,
0.0966,233.3900,INIT,STANCE,,-43.400,-19.500,-43.400,0.0000,0.0000,0.0293,0.0000,0.0293,0.0000,1,
0.1087,233.4000,INIT,STANCE,,-43.600,-20.000,-43.600,0.0000,0.0000,0.0300,0.0000,0.0300,0.0000,1,
0.1167,233.4100,INIT,STANCE,,-43.800,-19.600,-43.800,0.0000,0.0000,0.0294,0.0000,0.0294,0.0000,1,
0.1287,233.4200,INIT,STANCE,,-44.000,-18.300,-44.000,0.0000,0.0000,0.0275,0.0000,0.0275,0.0000,1,
0.1407,233.4300,INIT,STANCE,,-44.200,-17.600,-44.200,0.0000,0.0000,0.0264,0.0000,0.0264,0.0000,1,
0.1487,233.4400,INIT,STANCE,,-44.300,-15.500,-44.300,0.0000,0.0000,0.0232,0.0000,0.0232,0.0000,1,
0.1607,233.4500,INIT,STANCE,,-44.500,-14.800,-44.500,0.0000,0.0000,0.0222,0.0000,0.0222,0.0000,1,
0.1687,233.4600,INIT,STANCE,,-44.600,-11.000,-44.600,0.0000,0.0000,0.0165,0.0000,0.0165,0.0000,1,
0.1807,233.4700,INIT,STANCE,,-44.700,-7.700,-44.700,0.0000,0.0000,0.0116,0.0000,0.0116,0.0000,1,
0.1887,233.4800,INIT,STANCE,,-44.800,-5.500,-44.800,0.0000,0.0000,0.0083,0.0000,0.0083,0.0000,1,
0.2007,233.4900,INIT,STANCE,,-44.800,-4.700,-44.800,0.0000,0.0000,0.0071,0.0000,0.0071,0.0000,1,
0.2087,233.5000,INIT,STANCE,,-44.900,-6.300,-44.900,0.0000,0.0000,0.0095,0.0000,0.0095,0.0000,1,
0.2207,233.5100,INIT,STANCE,,-44.900,-2.300,-44.900,0.0000,0.0000,0.0034,0.0000,0.0034,0.0000,1,
0.2286,233.5200,INIT,STANCE,,-44.900,0.500,-44.900,0.0000,0.0000,-0.0008,0.0000,-0.0008,0.0000,0,
0.2407,233.5300,INIT,STANCE,,-44.900,-0.100,-44.900,0.0000,0.0000,0.0002,0.0000,0.0002,0.0000,1,
0.2486,233.5400,INIT,STANCE,,-44.900,0.000,-44.900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,
0.2607,233.5500,INIT,STANCE,,-44.900,0.200,-44.900,0.0000,0.0000,-0.0003,0.0000,-0.0003,0.0000,0,
